IDs:;DNAJB6_meas2;02_DNAJB6_00_439_uM_to_DNAJB6_05_000_uM;
Concentration [uM]:;0.439;;
Time [s];Surface tension [mJ/m^2];Area [mm^2];Volume [mm^3]
3351.984;53.69;26.319;15.01
3352.976;53.561;26.315;15.007
3354.036;53.564;26.312;15.005
3355.037;53.666;26.317;15.009
3356.057;53.596;26.314;15.007
3357.035;53.539;26.318;15.008
3358.073;53.674;26.314;15.007
3359.07;53.668;26.316;15.007
3360.069;53.662;26.316;15.007
3361.055;53.527;26.313;15.005
3362.061;53.606;26.317;15.007
3363.063;53.65;26.317;15.008
3364.056;53.572;26.314;15.007
3365.063;53.69;26.317;15.008
3366.069;53.64;26.318;15.008
3367.068;53.736;26.318;15.009
3368.068;53.661;26.317;15.008
3369.068;53.678;26.318;15.009
3370.056;53.593;26.318;15.008
3371.054;53.613;26.312;15.005
3372.046;53.62;26.316;15.007
3373.041;53.672;26.312;15.006
3374.034;53.63;26.317;15.008
3375.041;53.608;26.314;15.007
3376.025;53.451;26.312;15.004
3377.037;53.649;26.316;15.007
3378.044;53.59;26.317;15.008
3379.037;53.576;26.314;15.006
3380.041;53.52;26.313;15.005
3381.054;53.615;26.317;15.007
3382.039;53.587;26.318;15.008
3383.048;53.645;26.32;15.01
3384.077;53.66;26.32;15.01
3385.068;53.658;26.321;15.011
3386.053;53.621;26.322;15.011
3387.046;53.645;26.323;15.012
3388.051;53.688;26.323;15.012
3389.066;53.577;26.32;15.011
3390.074;53.701;26.322;15.012
3391.07;53.641;26.324;15.013
3392.078;53.651;26.324;15.013
3393.055;53.56;26.321;15.011
3394.056;53.631;26.32;15.011
3395.099;53.566;26.323;15.012
3396.097;53.531;26.322;15.013
3397.107;53.601;26.324;15.013
3398.101;53.613;26.321;15.012
3399.152;53.554;26.322;15.012
3400.163;53.618;26.321;15.012
3401.171;53.621;26.324;15.014
3402.167;53.587;26.322;15.012
3403.172;53.629;26.326;15.014
3404.189;53.591;26.322;15.013
3405.18;53.657;26.324;15.013
3406.2;53.587;26.32;15.012
3407.214;53.613;26.324;15.014
3408.196;53.615;26.326;15.014
3409.184;53.502;26.308;15.001
3410.212;53.637;26.311;15.004
3411.265;53.647;26.312;15.004
3412.248;53.501;26.309;15.002
3413.237;53.628;26.309;15.004
3414.257;53.553;26.313;15.004
3415.317;53.581;26.31;15.002
3416.31;53.54;26.311;15.003
3417.357;53.613;26.313;15.004
3418.357;53.608;26.314;15.005
3419.369;53.42;26.312;15.004
3420.358;53.546;26.312;15.004
3421.359;53.545;26.313;15.005
3422.34;53.516;26.313;15.005
3423.354;53.665;26.314;15.006
3424.365;53.57;26.311;15.005
3425.37;53.642;26.315;15.007
3426.378;53.617;26.316;15.007
3427.391;53.573;26.315;15.006
3428.389;53.639;26.317;15.008
3429.379;53.608;26.319;15.009
3430.446;53.589;26.319;15.009
3431.445;53.612;26.32;15.009
3432.444;53.562;26.319;15.008
3433.46;53.505;26.316;15.008
3434.463;53.609;26.319;15.009
3435.472;53.639;26.316;15.007
3436.483;53.532;26.312;15.005
3437.472;53.481;26.313;15.005
3438.485;53.623;26.316;15.007
3439.491;53.636;26.315;15.006
3440.474;53.557;26.312;15.005
3441.475;53.586;26.318;15.008
3442.484;53.6;26.318;15.008
3443.518;53.528;26.313;15.005
3444.521;53.636;26.313;15.007
3445.661;53.565;26.32;15.009
3446.649;53.512;26.297;14.993
3447.652;53.489;26.3;14.994
3448.651;53.568;26.297;14.992
3449.649;53.374;26.296;14.991
3450.647;53.522;26.295;14.991
3451.66;53.564;26.299;14.994
3452.66;53.501;26.301;14.994
3453.675;53.632;26.298;14.994
3454.675;53.545;26.297;14.992
3455.669;53.377;26.297;14.992
3456.644;53.455;26.295;14.991
3457.641;53.435;26.295;14.991
3458.666;53.548;26.293;14.991
3459.671;53.524;26.294;14.991
3460.68;53.451;26.293;14.99
3461.673;53.447;26.297;14.992
3462.678;53.401;26.294;14.99
3463.7;53.405;26.295;14.991
3464.702;53.51;26.295;14.991
3465.685;53.536;26.296;14.992
3466.673;53.537;26.298;14.993
3467.655;53.484;26.296;14.991
3468.647;53.526;26.296;14.991
3469.641;53.421;26.292;14.989
3470.633;53.607;26.294;14.99
3471.648;53.53;26.297;14.992
3472.652;53.46;26.294;14.991
3473.636;53.537;26.293;14.99
3474.626;53.437;26.293;14.99
3475.611;53.372;26.294;14.99
3476.612;53.516;26.297;14.992
3477.609;53.389;26.293;14.99
3478.647;53.496;26.298;14.992
3479.65;53.434;26.294;14.991
3480.648;53.484;26.301;14.994
3481.654;53.529;26.298;14.992
3482.628;53.54;26.299;14.993
3483.663;53.46;26.297;14.992
3484.658;53.61;26.298;14.993
3485.68;53.503;26.3;14.994
3486.69;53.576;26.299;14.993
3487.689;53.501;26.3;14.993
3488.679;53.466;26.296;14.992
3489.729;53.444;26.297;14.993
3490.738;53.607;26.297;14.993
3491.752;53.5;26.297;14.992
3492.748;53.526;26.297;14.992
3493.764;53.478;26.293;14.99
3494.746;53.542;26.293;14.991
3495.734;53.348;26.294;14.99
3496.754;53.466;26.296;14.992
3497.764;53.474;26.296;14.991
3498.773;53.551;26.298;14.993
3499.771;53.539;26.292;14.99
3500.762;53.499;26.296;14.991
3501.757;53.542;26.296;14.991
3502.769;53.535;26.294;14.99
3503.764;53.515;26.292;14.989
3504.756;53.382;26.294;14.99
3505.768;53.495;26.295;14.99
3506.773;53.528;26.292;14.99
3507.782;53.479;26.294;14.989
3508.781;53.552;26.295;14.99
3509.814;53.42;26.293;14.99
3510.793;53.538;26.294;14.991
3511.824;53.593;26.297;14.992
3512.816;53.616;26.296;14.992
3513.809;53.555;26.296;14.991
3514.817;53.54;26.297;14.991
3515.82;53.482;26.296;14.991
3516.825;53.448;26.296;14.991
3517.848;53.609;26.294;14.99
3518.863;53.481;26.296;14.991
3519.864;53.445;26.294;14.989
3520.854;53.442;26.297;14.991
3521.867;53.473;26.292;14.989
3522.886;53.512;26.297;14.992
3523.906;53.501;26.294;14.991
3524.896;53.541;26.299;14.993
3525.893;53.601;26.298;14.993
3526.89;53.432;26.299;14.993
3527.906;53.42;26.296;14.992
3528.906;53.499;26.297;14.993
3529.901;53.467;26.299;14.994
3530.881;53.504;26.301;14.995
3531.883;53.43;26.299;14.994
3532.885;53.424;26.3;14.995
3533.885;53.506;26.302;14.996
3534.882;53.525;26.3;14.994
3535.89;53.519;26.302;14.995
3536.874;53.394;26.3;14.995
3537.866;53.506;26.301;14.995
3538.882;53.542;26.301;14.995
3539.881;53.562;26.303;14.996
3540.907;53.389;26.301;14.995
3541.966;53.554;26.305;14.998
3542.982;53.451;26.302;14.997
3543.988;53.457;26.303;14.997
3544.996;53.447;26.306;14.998
3545.999;53.488;26.302;14.997
3546.996;53.504;26.303;14.998
3548.036;53.425;26.307;14.998
3549.041;53.429;26.303;14.997
3550.038;53.465;26.305;14.999
3551.057;53.593;26.304;14.998
3552.067;53.61;26.309;15.002
3553.082;53.564;26.31;15.002
3554.068;53.445;26.307;15
3555.082;53.501;26.309;15
3556.073;53.523;26.311;15.002
3557.072;53.561;26.312;15.003
3558.074;53.478;26.307;15.001
3559.074;53.543;26.312;15.003
3560.068;53.432;26.309;15.002
3561.081;53.564;26.312;15.004
3562.086;53.462;26.308;15.001
3563.081;53.465;26.31;15.001
3564.077;53.461;26.305;14.999
3565.08;53.487;26.308;15.001
3566.071;53.451;26.306;15
3567.074;53.449;26.309;15.002
3568.085;53.492;26.311;15.002
3569.066;53.554;26.312;15.003
3570.069;53.538;26.313;15.004
3571.068;53.584;26.314;15.005
3572.061;53.51;26.312;15.004
3573.051;53.484;26.309;15.002
3574.047;53.59;26.312;15.003
3575.059;53.546;26.311;15.003
3576.056;53.507;26.311;15.002
3577.053;53.61;26.312;15.004
3578.056;53.384;26.31;15.002
3579.037;53.415;26.311;15.003
3580.053;53.338;26.313;15.004
3581.061;53.456;26.309;15.002
3582.043;53.496;26.313;15.003
3583.044;53.432;26.312;15.004
3584.024;53.53;26.315;15.005
3585.033;53.55;26.316;15.006
3586.028;53.558;26.317;15.006
3587.02;53.429;26.313;15.005
3588.012;53.478;26.315;15.005
3589.009;53.505;26.312;15.003
3590.016;53.45;26.313;15.003
3590.999;53.564;26.313;15.004
3592;53.494;26.311;15.003
3592.996;53.441;26.309;15.002
3593.999;53.478;26.312;15.003
3594.98;53.505;26.312;15.003
3595.975;53.53;26.314;15.005
3597.017;53.436;26.315;15.004
3598.033;53.593;26.314;15.005
3599.021;53.396;26.312;15.003
3600.073;53.432;26.313;15.005
3601.071;53.509;26.314;15.005
3602.068;53.474;26.31;15.003
3603.072;53.492;26.316;15.006
3604.056;53.491;26.313;15.004
3605.064;53.475;26.317;15.006
3606.101;53.416;26.317;15.006
3607.104;53.425;26.314;15.005
3608.094;53.539;26.317;15.007
3609.089;53.564;26.317;15.007
3610.108;53.441;26.314;15.005
3611.13;53.375;26.314;15.005
3612.13;53.498;26.315;15.006
3613.145;53.569;26.317;15.007
3614.138;53.523;26.317;15.007
3615.188;53.569;26.319;15.008
3616.188;53.402;26.317;15.008
3617.176;53.464;26.316;15.007
3618.221;53.449;26.32;15.01
3619.223;53.455;26.318;15.008
3620.207;53.363;26.317;15.008
3621.219;53.495;26.321;15.009
3622.215;53.559;26.319;15.009
3623.195;53.586;26.32;15.01
3624.25;53.485;26.321;15.01
3625.246;53.53;26.32;15.009
3626.269;53.402;26.318;15.008
3627.274;53.573;26.32;15.009
3628.257;53.487;26.321;15.01
3629.245;53.444;26.318;15.008
3630.268;53.459;26.317;15.008
3631.275;53.449;26.324;15.011
3632.284;53.606;26.322;15.011
3633.293;53.402;26.319;15.009
3634.295;53.428;26.32;15.01
3635.292;53.472;26.323;15.012
3636.273;53.388;26.323;15.012
3637.282;53.405;26.322;15.011
3638.284;53.482;26.327;15.014
3639.321;53.485;26.325;15.014
3640.345;53.403;26.323;15.012
3641.339;53.494;26.327;15.014
3642.356;53.484;26.327;15.014
3643.332;53.412;26.324;15.013
3644.345;53.403;26.324;15.013
3645.336;53.458;26.325;15.013
3646.395;53.459;26.325;15.013
3647.412;53.385;26.309;15.001
3648.42;53.408;26.31;15.002
3649.422;53.477;26.31;15.001
3650.41;53.46;26.311;15.002
3651.41;53.441;26.309;15.002
3652.403;53.326;26.31;15.001
3653.383;53.308;26.308;15
3654.376;53.404;26.313;15.002
3655.37;53.524;26.31;15.001
3656.413;53.476;26.311;15.002
3657.411;53.432;26.31;15.001
3658.416;53.521;26.309;15.001
3659.425;53.518;26.309;15.001
3660.425;53.375;26.308;15.001
3661.413;53.353;26.309;15.001
3662.425;53.445;26.313;15.003
3663.464;53.403;26.308;15.001
3664.484;53.355;26.31;15.002
3665.492;53.446;26.309;15.002
3666.489;53.452;26.314;15.004
3667.491;53.378;26.309;15.001
3668.475;53.342;26.311;15.003
3669.483;53.391;26.31;15.002
3670.467;53.334;26.311;15.002
3671.46;53.404;26.311;15.003
3672.467;53.515;26.314;15.005
3673.467;53.467;26.316;15.005
3674.456;53.457;26.314;15.004
3675.432;53.365;26.313;15.004
3676.433;53.373;26.312;15.003
3677.419;53.317;26.311;15.002
3678.413;53.48;26.312;15.004
3679.407;53.37;26.315;15.005
3680.387;53.454;26.32;15.008
3681.369;53.409;26.314;15.005
3682.363;53.548;26.316;15.006
3683.355;53.418;26.315;15.006
3684.357;53.451;26.315;15.005
3685.353;53.371;26.31;15.002
3686.4;53.553;26.314;15.005
3687.421;53.438;26.31;15.002
3688.414;53.431;26.314;15.003
3689.432;53.486;26.313;15.004
3690.445;53.361;26.312;15.003
3691.453;53.369;26.31;15.002
3692.456;53.474;26.314;15.003
3693.462;53.372;26.308;15.001
3694.466;53.354;26.313;15.003
3695.472;53.488;26.314;15.004
3696.489;53.438;26.315;15.004
3697.504;53.417;26.312;15.002
3698.529;53.503;26.313;15.003
3699.513;53.36;26.309;15.001
3700.509;53.398;26.311;15.003
3701.561;53.383;26.313;15.004
3702.568;53.376;26.31;15.002
3703.571;53.386;26.313;15.005
3704.572;53.372;26.312;15.004
3705.567;53.411;26.316;15.005
3706.567;53.487;26.317;15.006
3707.566;53.457;26.316;15.005
3708.576;53.407;26.313;15.004
3709.598;53.441;26.312;15.004
3710.592;53.449;26.318;15.006
3711.599;53.462;26.312;15.004
3712.625;53.398;26.313;15.005
3713.643;53.354;26.312;15.004
3714.638;53.479;26.316;15.006
3715.63;53.459;26.317;15.006
3716.646;53.342;26.316;15.006
3717.641;53.457;26.319;15.008
3718.631;53.381;26.314;15.005
3719.637;53.349;26.298;14.993
3720.645;53.414;26.299;14.992
3721.642;53.294;26.295;14.991
3722.634;53.397;26.298;14.992
3723.633;53.443;26.295;14.99
3724.645;53.357;26.292;14.988
3725.631;53.354;26.292;14.988
3726.613;53.326;26.292;14.988
3727.631;53.317;26.298;14.99
3728.65;53.372;26.298;14.991
3729.647;53.457;26.297;14.991
3730.632;53.437;26.294;14.989
3731.64;53.43;26.297;14.991
3732.638;53.272;26.295;14.99
3733.648;53.382;26.297;14.991
3734.651;53.405;26.299;14.992
3735.637;53.463;26.296;14.99
3736.623;53.468;26.296;14.991
3737.645;53.365;26.297;14.991
3738.644;53.49;26.298;14.992
3739.643;53.421;26.298;14.992
3740.639;53.363;26.298;14.991
3741.674;53.38;26.298;14.991
3742.679;53.359;26.297;14.992
3743.69;53.396;26.296;14.992
3744.694;53.323;26.295;14.99
3745.696;53.358;26.296;14.991
3746.717;53.361;26.3;14.992
3747.706;53.342;26.299;14.991
3748.723;53.377;26.298;14.991
3749.725;53.403;26.298;14.991
3750.75;53.425;26.298;14.992
3751.727;53.354;26.299;14.992
3752.725;53.395;26.298;14.991
3753.725;53.376;26.298;14.991
3754.763;53.335;26.298;14.991
3755.769;53.401;26.298;14.991
3756.758;53.39;26.298;14.991
3757.766;53.426;26.297;14.991
3758.773;53.378;26.298;14.991
3759.786;53.401;26.299;14.992
3760.8;53.361;26.298;14.991
3761.81;53.381;26.298;14.991
3762.81;53.381;26.297;14.991
3763.827;53.408;26.297;14.991
3764.813;53.399;26.297;14.991
3765.824;53.389;26.298;14.991
3766.834;53.373;26.298;14.991
3767.831;53.339;26.294;14.99
3768.809;53.37;26.295;14.99
3769.862;53.299;26.293;14.989
3770.882;53.362;26.295;14.989
3771.902;53.323;26.295;14.988
3772.898;53.336;26.292;14.988
3773.89;53.387;26.296;14.991
3774.897;53.317;26.293;14.988
3775.905;53.391;26.297;14.991
3776.908;53.328;26.298;14.991
3777.903;53.428;26.298;14.991
3778.893;53.315;26.294;14.99
3779.894;53.371;26.296;14.99
3780.917;53.347;26.298;14.991
3781.917;53.277;26.294;14.989
3782.936;53.427;26.297;14.991
3783.923;53.307;26.294;14.989
3784.96;53.385;26.298;14.991
3785.958;53.318;26.295;14.99
3787.002;53.304;26.296;14.991
3788.018;53.29;26.294;14.99
3789.008;53.368;26.298;14.991
3790.004;53.418;26.299;14.992
3791.006;53.34;26.298;14.991
3792.006;53.41;26.299;14.993
3793.012;53.285;26.297;14.991
3794.021;53.294;26.297;14.991
3795.029;53.362;26.3;14.993
3796.02;53.432;26.3;14.994
3797.012;53.408;26.301;14.994
3798.009;53.296;26.301;14.993
3799.035;53.363;26.301;14.994
3800.07;53.372;26.301;14.994
3801.058;53.327;26.298;14.993
3802.06;53.346;26.3;14.993
3803.069;53.329;26.297;14.992
3804.058;53.317;26.298;14.992
3805.043;53.298;26.296;14.991
3806.042;53.342;26.301;14.993
3807.06;53.386;26.301;14.993
3808.093;53.459;26.3;14.993
3809.088;53.32;26.299;14.993
3810.085;53.451;26.303;14.995
3811.092;53.372;26.301;14.993
3812.09;53.473;26.301;14.994
3813.112;53.33;26.297;14.992
3814.12;53.392;26.3;14.993
3815.126;53.352;26.297;14.991
3816.133;53.314;26.302;14.994
3817.13;53.308;26.297;14.991
3818.134;53.279;26.298;14.992
3819.127;53.354;26.298;14.993
3820.141;53.49;26.301;14.995
3821.151;53.4;26.303;14.995
3822.157;53.41;26.301;14.994
3823.161;53.474;26.299;14.993
3824.172;53.337;26.299;14.992
3825.148;53.437;26.296;14.992
3826.191;53.36;26.311;15.003
3827.221;53.41;26.311;15.003
3828.216;53.289;26.313;15.004
3829.255;53.323;26.312;15.003
3830.274;53.354;26.312;15.003
3831.264;53.374;26.311;15.003
3832.245;53.387;26.317;15.006
3833.257;53.472;26.315;15.005
3834.252;53.473;26.315;15.005
3835.287;53.362;26.312;15.004
3836.29;53.362;26.317;15.005
3837.309;53.465;26.316;15.005
3838.311;53.328;26.313;15.004
3839.315;53.498;26.315;15.005
3840.306;53.407;26.319;15.007
3841.309;53.382;26.318;15.006
3842.309;53.384;26.319;15.007
3843.333;53.398;26.316;15.005
3844.369;53.362;26.319;15.006
3845.379;53.367;26.315;15.005
3846.38;53.388;26.321;15.008
3847.383;53.406;26.32;15.008
3848.396;53.299;26.318;15.007
3849.4;53.427;26.32;15.008
3850.404;53.368;26.32;15.008
3851.389;53.406;26.32;15.008
3852.38;53.409;26.32;15.008
3853.393;53.4;26.323;15.011
3854.388;53.398;26.319;15.009
3855.375;53.316;26.319;15.008
3856.37;53.461;26.322;15.01
3857.366;53.417;26.322;15.009
3858.365;53.363;26.324;15.01
3859.353;53.399;26.324;15.011
3860.353;53.388;26.319;15.009
3861.339;53.445;26.322;15.01
3862.393;53.41;26.325;15.011
3863.424;53.492;26.324;15.011
3864.417;53.471;26.325;15.012
3865.454;53.379;26.32;15.009
3866.443;53.424;26.324;15.011
3867.442;53.33;26.325;15.011
3868.427;53.392;26.324;15.011
3869.443;53.365;26.324;15.011
3870.437;53.43;26.324;15.011
3871.442;53.384;26.326;15.012
3872.429;53.405;26.325;15.011
3873.429;53.302;26.328;15.013
3874.419;53.432;26.327;15.013
3875.428;53.301;26.328;15.013
3876.422;53.417;26.327;15.013
3877.42;53.418;26.333;15.018
3878.423;53.388;26.314;15.003
3879.412;53.332;26.307;14.999
3880.43;53.375;26.312;15.001
3881.437;53.424;26.31;15.001
3882.427;53.331;26.306;14.997
3883.424;53.286;26.307;14.999
3884.429;53.327;26.309;15
3885.43;53.398;26.307;15
3886.429;53.28;26.313;15.002
3887.437;53.388;26.313;15.003
3888.441;53.32;26.314;15.003
3889.426;53.382;26.312;15.002
3890.449;53.466;26.312;15.002
3891.441;53.332;26.315;15.004
3892.448;53.306;26.318;15.006
3893.473;53.493;26.316;15.006
3894.49;53.363;26.317;15.005
3895.5;53.376;26.317;15.005
3896.483;53.365;26.315;15.005
3897.474;53.44;26.316;15.005
3898.509;53.327;26.315;15.003
3899.505;53.31;26.314;15.002
3900.513;53.289;26.315;15.003
3901.521;53.336;26.31;15
3902.545;53.394;26.306;14.997
3903.576;53.249;26.304;14.996
3904.603;53.392;26.306;14.997
3905.61;53.389;26.307;14.998
3906.603;53.279;26.306;14.997
3907.602;53.339;26.304;14.996
3908.61;53.351;26.305;14.996
3909.614;53.346;26.305;14.996
3910.616;53.339;26.305;14.996
3911.617;53.382;26.301;14.993
3912.688;53.32;26.301;14.993
3913.668;53.272;26.299;14.993
3914.677;53.303;26.301;14.993
3915.668;53.361;26.302;14.994
3916.658;53.32;26.302;14.994
3917.649;53.29;26.301;14.993
3918.647;53.39;26.298;14.992
3919.663;53.332;26.302;14.994
3920.648;53.298;26.3;14.992
3921.679;53.326;26.299;14.991
3922.712;53.338;26.3;14.992
3923.711;53.384;26.297;14.991
3924.724;53.33;26.299;14.992
3925.765;53.314;26.299;14.991
3926.765;53.308;26.297;14.99
3927.755;53.308;26.296;14.989
3928.81;53.301;26.295;14.988
3929.795;53.307;26.293;14.987
3930.806;53.207;26.287;14.983
3931.823;53.279;26.3;14.994
3932.809;53.395;26.302;14.994
3933.813;53.384;26.302;14.994
3934.813;53.338;26.303;14.995
3935.823;53.345;26.305;14.997
3936.811;53.344;26.306;14.997
3937.856;53.237;26.308;14.998
3938.868;53.373;26.306;14.998
3939.859;53.327;26.308;14.999
3940.849;53.362;26.309;14.999
3941.886;53.345;26.308;14.999
3942.89;53.344;26.304;14.997
3943.901;53.353;26.307;15
3944.937;53.331;26.314;15.004
3945.925;53.428;26.315;15.004
3946.967;53.323;26.309;15.001
3947.969;53.349;26.311;15.001
3948.975;53.328;26.305;14.998
3949.976;53.302;26.312;15.001
3950.959;53.432;26.314;15.003
3951.976;53.375;26.314;15.003
3952.981;53.562;26.314;15.005
3953.974;53.294;26.315;15.004
3954.979;53.31;26.316;15.004
3955.99;53.403;26.316;15.005
3957.022;53.461;26.316;15.005
3958.031;53.339;26.317;15.005
3959.02;53.313;26.32;15.007
3960.014;53.421;26.318;15.006
3960.995;53.303;26.311;15.002
3961.998;53.365;26.315;15.004
3962.997;53.371;26.314;15.003
3963.978;53.288;26.317;15.004
3964.966;53.295;26.315;15.003
3965.964;53.355;26.314;15.003
3966.964;53.345;26.313;15.002
3967.96;53.284;26.307;14.999
3968.965;53.368;26.311;15.001
3969.978;53.257;26.309;14.998
3970.981;53.33;26.308;14.999
3971.992;53.264;26.307;14.997
3972.985;53.319;26.31;14.999
3973.959;53.292;26.309;14.999
3974.956;53.259;26.306;14.997
3975.958;53.282;26.306;14.996
3976.961;53.281;26.305;14.996
3977.966;53.366;26.303;14.995
3978.971;53.312;26.303;14.996
3979.979;53.182;26.308;14.997
3980.989;53.345;26.307;14.998
3982.002;53.234;26.304;14.996
3983.005;53.329;26.309;14.999
3984.01;53.293;26.308;14.998
3985.011;53.135;26.311;14.999
3985.998;53.321;26.307;14.998
3987.002;53.282;26.301;14.994
3988.001;53.335;26.306;14.997
3988.996;53.31;26.302;14.995
3989.973;53.275;26.307;14.997
3990.988;53.348;26.309;14.999
3992.002;53.229;26.308;14.998
3993.007;53.365;26.308;14.999
3994.008;53.37;26.31;15
3995.016;53.323;26.312;15.001
3996.001;53.333;26.311;15.001
3996.996;53.291;26.31;15
3997.986;53.32;26.31;15
3998.987;53.258;26.311;15
3999.996;53.224;26.309;14.998
4001.019;53.319;26.31;15
4002.029;53.309;26.309;14.999
4003.027;53.266;26.309;14.999
4004.019;53.352;26.309;14.999
4005.043;53.318;26.309;14.999
4006.019;53.294;26.31;15
4007.016;53.342;26.31;15
4007.997;53.293;26.311;15
4009.006;53.304;26.313;15.002
4010.013;53.379;26.312;15.002
4011.014;53.282;26.316;15.004
4012.013;53.24;26.31;15.001
4013.004;53.297;26.313;15.002
4014.012;53.287;26.315;15.003
4014.99;53.337;26.315;15.004
4015.999;53.313;26.317;15.005
4016.991;53.358;26.314;15.003
4018.007;53.339;26.315;15.004
4019.03;53.348;26.315;15.004
4020.036;53.38;26.314;15.004
4021.041;53.358;26.314;15.003
4022.033;53.308;26.311;15.002
4023.085;53.258;26.319;15.006
4024.086;53.305;26.317;15.005
4025.099;53.271;26.314;15.004
4026.095;53.288;26.313;15.004
4027.106;53.298;26.318;15.006
4028.128;53.442;26.316;15.005
4029.135;53.305;26.319;15.006
4030.153;53.436;26.319;15.007
4031.142;53.342;26.319;15.006
4032.164;53.299;26.318;15.005
4033.167;53.331;26.317;15.005
4034.164;53.303;26.316;15.004
4035.184;53.285;26.317;15.005
4036.227;53.323;26.316;15.004
4037.231;53.33;26.314;15.003
4038.216;53.312;26.314;15.003
4039.247;53.311;26.314;15.003
4040.253;53.281;26.316;15.004
4041.267;53.291;26.315;15.003
4042.259;53.264;26.316;15.004
4043.261;53.351;26.316;15.004
4044.3;53.275;26.317;15.004
4045.322;53.296;26.315;15.003
4046.331;53.314;26.317;15.004
4047.355;53.328;26.316;15.004
4048.337;53.235;26.316;15.003
4049.323;53.3;26.316;15.003
4050.314;53.258;26.318;15.005
4051.303;53.37;26.315;15.004
4052.308;53.268;26.316;15.004
4053.289;53.351;26.318;15.005
4054.35;53.281;26.319;15.006
4055.347;53.359;26.318;15.006
4056.359;53.303;26.319;15.006
4057.37;53.254;26.32;15.006
4058.354;53.278;26.315;15.005
4059.346;53.291;26.318;15.006
4060.36;53.343;26.319;15.006
4061.368;53.373;26.319;15.007
4062.37;53.292;26.32;15.007
4063.372;53.311;26.321;15.008
4064.365;53.309;26.322;15.008
4065.361;53.345;26.319;15.007
4066.349;53.302;26.323;15.009
4067.351;53.354;26.325;15.011
4068.35;53.328;26.326;15.011
4069.356;53.29;26.328;15.013
4070.357;53.335;26.327;15.012
4071.368;53.254;26.328;15.012
4072.361;53.224;26.326;15.011
4073.345;53.266;26.327;15.012
4074.369;53.347;26.327;15.012
4075.374;53.216;26.321;15.007
4076.378;53.322;26.32;15.007
4077.384;53.296;26.321;15.008
4078.366;53.298;26.322;15.008
4079.372;53.227;26.323;15.008
4080.366;53.36;26.32;15.007
4081.36;53.328;26.321;15.008
4082.36;53.313;26.32;15.007
4083.337;53.375;26.317;15.005
4084.34;53.26;26.316;15.004
4085.326;53.27;26.315;15.003
4086.344;53.303;26.312;15.001
4087.34;53.249;26.311;15
4088.33;53.311;26.31;15
4089.316;53.196;26.313;15
4090.327;53.301;26.312;15
4091.307;53.206;26.308;14.998
4092.322;53.258;26.306;14.996
4093.318;53.292;26.306;14.997
4094.326;53.152;26.304;14.994
4095.323;53.278;26.306;14.996
4096.303;53.3;26.306;14.996
4097.29;53.304;26.303;14.994
4098.292;53.177;26.303;14.993
4099.284;53.279;26.304;14.996
4100.273;53.298;26.302;14.995
4101.286;53.314;26.306;14.997
4102.29;53.26;26.307;14.997
4103.317;53.187;26.304;14.995
4104.345;53.275;26.304;14.994
4105.38;53.206;26.304;14.994
4106.373;53.268;26.302;14.993
4107.387;53.157;26.303;14.993
4108.383;53.234;26.303;14.993
4109.397;53.311;26.303;14.994
4110.418;53.224;26.302;14.993
4111.447;53.227;26.302;14.993
4112.429;53.269;26.302;14.993
4113.471;53.325;26.303;14.994
4114.475;53.308;26.302;14.994
4115.482;53.243;26.304;14.994
4116.456;53.24;26.305;14.995
4117.512;53.298;26.304;14.995
4118.518;53.264;26.304;14.994
4119.515;53.294;26.304;14.995
4120.527;53.18;26.305;14.995
4121.519;53.192;26.305;14.995
4122.529;53.266;26.305;14.995
4123.521;53.18;26.304;14.994
4124.527;53.307;26.305;14.996
4125.516;53.292;26.304;14.995
4126.517;53.251;26.306;14.996
4127.501;53.252;26.307;14.997
4128.509;53.336;26.308;14.999
4129.521;53.316;26.308;14.999
4130.508;53.285;26.309;14.998
4131.511;53.255;26.308;14.998
4132.492;53.222;26.309;14.998
4133.501;53.283;26.31;14.999
4134.494;53.279;26.309;14.999
4135.505;53.272;26.311;15
4136.576;53.188;26.312;15
4137.554;53.268;26.312;15.001
4138.614;53.27;26.314;15.002
4139.631;53.296;26.314;15.002
4140.638;53.263;26.316;15.003
4141.633;53.332;26.314;15.002
4142.634;53.264;26.317;15.004
4143.635;53.312;26.317;15.005
4144.625;53.355;26.317;15.005
4145.63;53.299;26.319;15.006
4146.634;53.265;26.32;15.007
4147.636;53.253;26.319;15.006
4148.626;53.287;26.319;15.006
4149.631;53.27;26.319;15.006
4150.635;53.296;26.322;15.008
4151.629;53.271;26.323;15.009
4152.657;53.349;26.321;15.008
4153.635;53.303;26.322;15.008
4154.623;53.315;26.322;15.008
4155.661;53.32;26.323;15.01
4156.677;53.778;26.318;15.011
4157.732;53.326;26.323;15.009
4158.749;53.268;26.322;15.008
4159.771;53.222;26.324;15.009
4160.774;53.316;26.321;15.008
4161.8;53.187;26.32;15.006
4162.811;53.25;26.322;15.008
4163.806;53.352;26.32;15.007
4164.861;53.335;26.32;15.007
4165.867;53.235;26.317;15.006
4166.862;53.323;26.318;15.006
4167.861;53.39;26.319;15.006
4168.858;53.209;26.319;15.006
4169.857;53.349;26.319;15.006
4170.869;53.364;26.323;15.009
4171.904;53.32;26.323;15.009
4172.901;53.211;26.324;15.009
4173.896;53.28;26.32;15.006
4174.928;53.234;26.32;15.007
