IDs:;240912_04_240712D;15_b02_DNAJB6_00_087_uM;
14415.33;67.988;49.03;37.406
14416.32;68.048;49.038;37.414
14417.32;68.001;49.03;37.407
14418.31;67.991;49.032;37.408
14419.32;67.966;49.034;37.41
14420.31;67.992;49.031;37.406
14421.33;68.002;49.033;37.41
14422.33;67.973;49.032;37.407
14423.33;67.994;49.033;37.409
14424.32;67.995;49.033;37.409
14425.32;67.994;49.033;37.409
14426.33;68.053;49.037;37.413
14427.33;67.967;49.036;37.411
14428.33;67.994;49.032;37.408
14429.3;67.982;49.034;37.409
14430.31;67.987;49.031;37.407
14431.32;67.997;49.031;37.407
14432.34;68.035;49.034;37.409
14433.33;67.974;49.032;37.408
14434.33;67.987;49.034;37.41
14435.33;68.04;49.035;37.409
14436.31;67.977;49.034;37.409
14437.3;68.002;49.031;37.407
14438.32;68.035;49.036;37.411
14439.32;67.996;49.033;37.409
14440.33;67.996;49.031;37.406
14441.33;68.036;49.038;37.412
14442.32;67.971;49.034;37.409
14443.32;67.986;49.033;37.409
14444.31;68.052;49.036;37.411
14445.32;67.977;49.032;37.408
14446.31;68.016;49.037;37.41
14447.32;67.999;49.032;37.408
14448.31;67.978;49.035;37.411
14449.32;68.004;49.033;37.409
14450.32;67.996;49.035;37.41
14451.32;68.041;49.036;37.411
14452.34;67.978;49.032;37.408
14453.33;67.986;49.027;37.403
14454.32;67.968;49.03;37.406
14455.32;67.992;49.031;37.407
14456.31;67.955;49.029;37.405
14457.31;67.971;49.029;37.405
14458.31;67.972;49.029;37.404
14459.3;67.951;49.03;37.404
14460.3;67.989;49.03;37.406
14461.29;67.976;49.033;37.408
14462.29;67.971;49.031;37.406
14463.3;67.96;49.034;37.409
14464.31;67.977;49.031;37.407
14465.32;67.975;49.031;37.406
14466.31;67.976;49.03;37.404
14467.31;67.953;49.032;37.406
14468.31;67.98;49.031;37.406
14469.3;67.984;49.029;37.404
14470.29;67.979;49.031;37.406
14471.28;67.963;49.032;37.407
14472.26;68.029;49.037;37.411
14473.26;67.955;49.03;37.405
14474.25;67.977;49.031;37.406
14475.23;67.979;49.033;37.408
14476.22;67.967;49.032;37.407
14477.21;68.038;49.032;37.407
14478.2;67.971;49.028;37.404
14479.19;67.991;49.029;37.404
14480.21;67.985;49.03;37.404
14481.22;67.967;49.031;37.406
14482.2;67.965;49.032;37.407
14483.19;67.993;49.028;37.403
14484.19;68.01;49.033;37.407
14485.2;67.953;49.028;37.402
14486.19;67.975;49.029;37.403
14487.18;67.958;49.03;37.405
14488.18;67.977;49.029;37.404
14489.17;67.966;49.027;37.402
14490.16;67.964;49.028;37.403
14491.16;67.975;49.03;37.405
14492.16;67.983;49.026;37.401
14493.17;67.965;49.031;37.405
14494.15;67.962;49.03;37.405
14495.14;67.959;49.032;37.406
14496.13;67.967;49.029;37.403
14497.13;67.955;49.03;37.405
14498.14;67.948;49.028;37.403
14499.14;67.954;49.03;37.405
14500.12;67.973;49.029;37.404
14501.13;67.948;49.029;37.403
14502.12;67.957;49.029;37.403
14503.14;67.944;49.03;37.404
14504.13;67.948;49.028;37.403
14505.13;67.978;49.029;37.404
14506.13;67.958;49.028;37.402
14507.13;67.952;49.029;37.403
14508.12;67.963;49.031;37.405
14509.13;67.937;49.028;37.402
14510.13;67.968;49.028;37.402
14511.13;67.955;49.027;37.401
14512.13;67.947;49.03;37.404
14513.15;67.95;49.027;37.401
14514.14;67.958;49.025;37.399
14515.13;67.949;49.03;37.404
14516.14;67.944;49.026;37.4
14517.14;67.96;49.03;37.404
14518.13;67.945;49.029;37.403
14519.12;67.962;49.026;37.4
14520.11;67.942;49.025;37.399
14521.11;67.94;49.029;37.402
14522.12;67.933;49.026;37.4
14523.13;67.969;49.026;37.4
14524.15;67.961;49.027;37.402
14525.14;67.939;49.027;37.401
14526.14;67.949;49.024;37.398
14527.15;67.926;49.027;37.401
14528.15;67.952;49.028;37.401
14529.15;67.953;49.026;37.401
14530.13;67.936;49.025;37.399
14531.15;67.922;49.026;37.4
14532.15;67.952;49.026;37.401
14533.16;67.952;49.023;37.397
14534.16;67.948;49.025;37.399
14535.15;67.948;49.026;37.4
14536.14;67.941;49.024;37.398
14537.12;67.925;49.024;37.398
14538.12;67.944;49.024;37.398
14539.13;67.93;49.025;37.399
14540.12;67.95;49.024;37.397
14541.11;67.936;49.025;37.399
14542.11;67.938;49.022;37.396
14543.1;67.938;49.023;37.397
14544.1;67.931;49.023;37.397
14545.11;67.957;49.02;37.394
14546.1;67.944;49.022;37.395
14547.11;67.933;49.023;37.396
14548.1;67.932;49.023;37.396
14549.1;67.943;49.025;37.398
14550.09;67.943;49.024;37.398
14551.1;67.917;49.022;37.394
14552.12;67.925;49.021;37.394
14553.11;67.939;49.018;37.392
14554.12;67.949;49.022;37.395
14555.13;67.948;49.021;37.395
14556.15;67.927;49.023;37.396
14557.15;67.927;49.023;37.397
14558.16;67.934;49.023;37.397
14559.17;67.922;49.025;37.397
14560.17;67.944;49.022;37.396
14561.16;67.913;49.024;37.396
14562.17;67.933;49.023;37.396
14563.17;67.914;49.022;37.394
14564.15;67.938;49.02;37.393
14565.16;67.944;49.023;37.397
14566.15;67.937;49.023;37.396
14567.15;67.939;49.022;37.396
14568.15;67.941;49.021;37.395
14569.14;67.943;49.019;37.393
14570.13;67.941;49.02;37.393
14571.12;67.945;49.018;37.392
14572.11;67.935;49.022;37.395
14573.11;67.922;49.018;37.391
14574.11;67.919;49.022;37.394
14575.12;67.911;49.019;37.392
14576.12;67.918;49.018;37.391
14577.12;67.927;49.019;37.393
14578.13;67.94;49.019;37.393
14579.13;67.909;49.021;37.394
14580.14;67.909;49.019;37.392
14581.14;67.908;49.021;37.394
14582.12;67.931;49.021;37.393
14583.12;67.946;49.018;37.391
14584.12;67.916;49.022;37.395
14585.13;67.93;49.021;37.394
14586.13;67.926;49.021;37.395
14587.14;67.926;49.021;37.394
14588.13;67.916;49.023;37.396
14589.14;67.978;49.024;37.396
14590.15;67.919;49.02;37.392
14591.15;67.917;49.022;37.394
14592.14;67.918;49.023;37.395
14593.14;67.925;49.022;37.395
14594.15;67.929;49.024;37.397
14595.16;67.907;49.022;37.394
14596.17;67.915;49.021;37.394
14597.19;67.909;49.022;37.395
14598.18;67.932;49.022;37.394
14599.2;67.916;49.021;37.394
14600.2;67.907;49.02;37.392
14601.2;67.884;49.022;37.395
14602.19;67.927;49.021;37.394
14603.19;67.91;49.02;37.392
14604.18;67.92;49.02;37.392
14605.17;67.897;49.022;37.394
14606.15;67.901;49.021;37.393
14607.13;67.904;49.022;37.394
14608.12;67.895;49.019;37.391
14609.12;67.912;49.023;37.395
14610.11;67.912;49.02;37.393
14611.13;67.912;49.018;37.39
14612.11;67.904;49.023;37.394
14613.12;67.893;49.022;37.394
14614.13;67.903;49.019;37.391
14615.12;67.919;49.021;37.394
14616.12;67.902;49.018;37.39
14617.12;67.936;49.02;37.393
14618.1;67.915;49.019;37.392
14619.11;67.881;49.02;37.391
14620.09;67.915;49.02;37.392
14621.08;67.909;49.02;37.393
14622.07;67.892;49.021;37.393
14623.08;67.89;49.021;37.392
14624.09;67.903;49.022;37.393
14625.08;67.892;49.019;37.391
14626.05;67.921;49.017;37.389
14627.04;67.904;49.018;37.39
14628.05;67.904;49.022;37.393
14629.04;67.922;49.021;37.394
14630.02;67.921;49.02;37.392
14631.03;67.905;49.024;37.396
14632.02;67.906;49.018;37.389
14633.03;67.91;49.019;37.391
14634.03;67.91;49.019;37.391
14635.02;67.909;49.018;37.389
14636.01;67.885;49.019;37.39
14637;67.899;49.02;37.391
14638.02;67.916;49.019;37.39
14639.01;67.9;49.021;37.393
14640.01;67.874;49.02;37.391
14641;67.877;49.017;37.389
14642;67.905;49.019;37.39
14643;67.909;49.018;37.39
14644;67.882;49.019;37.391
14644.98;67.905;49.019;37.391
14645.97;67.891;49.018;37.389
14646.98;67.885;49.018;37.389
14647.98;67.906;49.018;37.39
14648.97;67.891;49.02;37.391
14649.96;67.899;49.017;37.388
14650.95;67.887;49.017;37.388
14651.95;67.883;49.02;37.391
14652.95;67.882;49.017;37.388
14653.95;67.899;49.019;37.391
14654.95;67.897;49.021;37.392
14655.93;67.899;49.018;37.39
14656.92;67.906;49.02;37.391
14657.92;67.875;49.018;37.389
14658.92;67.884;49.017;37.388
14659.9;67.916;49.016;37.387
14660.91;67.877;49.018;37.389
14661.92;67.881;49.017;37.388
14662.93;67.89;49.019;37.39
14663.91;67.903;49.014;37.385
14664.91;67.88;49.017;37.388
14665.91;67.906;49.019;37.39
14666.92;67.878;49.016;37.387
14667.92;67.882;49.02;37.391
14668.93;67.878;49.016;37.388
14669.93;67.88;49.016;37.388
14670.93;67.882;49.013;37.384
14671.92;67.877;49.016;37.386
14672.92;67.893;49.02;37.39
14673.91;67.882;49.017;37.388
14674.89;67.905;49.016;37.387
14675.9;67.891;49.02;37.39
14676.89;67.874;49.016;37.387
14677.88;67.88;49.016;37.387
14678.89;67.889;49.016;37.387
14679.89;67.882;49.015;37.386
14680.91;67.881;49.018;37.389
14681.93;67.887;49.017;37.388
14682.92;67.878;49.017;37.388
14683.92;67.868;49.017;37.387
14684.93;67.913;49.017;37.389
14685.92;67.87;49.019;37.39
14686.9;67.882;49.016;37.387
14687.9;67.873;49.015;37.386
14688.9;67.877;49.014;37.385
14689.9;67.866;49.014;37.385
14690.91;67.89;49.016;37.386
14691.93;67.859;49.013;37.383
14692.92;67.881;49.014;37.384
14693.91;67.871;49.015;37.385
14694.91;67.867;49.014;37.385
14695.9;67.875;49.013;37.383
14696.89;67.868;49.016;37.386
14697.87;67.88;49.016;37.386
14698.88;67.864;49.014;37.384
14699.89;67.889;49.013;37.384
14700.89;67.868;49.011;37.382
14701.88;67.854;49.013;37.383
14702.85;67.868;49.012;37.382
14703.86;67.854;49.013;37.383
14704.84;67.884;49.012;37.382
14705.85;67.878;49.016;37.386
14706.86;67.882;49.014;37.384
14707.85;67.863;49.013;37.383
14708.84;67.886;49.014;37.384
14709.84;67.861;49.014;37.384
14710.82;67.847;49.013;37.383
14711.81;67.875;49.012;37.382
14712.79;67.859;49.014;37.384
14713.79;67.881;49.013;37.383
14714.8;67.864;49.013;37.383
14715.8;67.867;49.014;37.384
14716.79;67.851;49.01;37.38
14717.78;67.851;49.013;37.382
14718.77;67.868;49.011;37.381
14719.77;67.883;49.015;37.385
14720.78;67.873;49.011;37.382
14721.76;67.868;49.011;37.382
14722.75;67.856;49.013;37.382
14723.74;67.859;49.011;37.381
14724.74;67.856;49.011;37.381
14725.74;67.884;49.012;37.383
14726.75;67.85;49.009;37.379
14727.76;67.858;49.009;37.379
14728.77;67.848;49.011;37.381
14729.77;67.876;49.013;37.383
14730.76;67.856;49.01;37.38
14731.76;67.866;49.011;37.381
14732.77;67.866;49.01;37.38
14733.77;67.849;49.011;37.38
14734.76;67.847;49.011;37.38
14735.75;67.848;49.01;37.379
14736.75;67.886;49.01;37.38
14737.75;67.852;49.01;37.38
14738.74;67.845;49.012;37.382
14739.72;67.858;49.011;37.38
14740.71;67.844;49.01;37.379
14741.7;67.868;49.011;37.38
14742.7;67.843;49.012;37.381
14743.69;67.858;49.01;37.379
14744.69;67.835;49.011;37.38
14745.7;67.839;49.009;37.378
14746.7;67.863;49.009;37.378
14747.69;67.852;49.009;37.379
14748.68;67.84;49.009;37.378
14749.67;67.842;49.009;37.378
14750.66;67.857;49.009;37.378
14751.65;67.858;49.009;37.379
14752.66;67.859;49.009;37.378
14753.67;67.848;49.01;37.38
14754.66;67.837;49.009;37.378
14755.66;67.878;49.011;37.381
14756.67;67.853;49.011;37.38
14757.68;67.845;49.009;37.378
14758.67;67.831;49.013;37.381
14759.67;67.852;49.009;37.378
14760.67;67.833;49.011;37.38
14761.67;67.851;49.01;37.379
14762.68;67.846;49.009;37.378
14763.7;67.829;49.008;37.376
14764.69;67.848;49.007;37.376
14765.68;67.839;49.009;37.378
14766.68;67.842;49.01;37.379
14767.67;67.858;49.005;37.374
14768.66;67.859;49.006;37.375
14769.66;67.883;49.007;37.377
14770.65;67.843;49.007;37.376
14771.65;67.84;49.009;37.378
14772.64;67.832;49.01;37.378
14773.62;67.863;49.007;37.376
14774.61;67.833;49.007;37.375
14775.59;67.84;49.007;37.376
14776.59;67.836;49.01;37.378
14777.57;67.832;49.01;37.378
14778.6;67.845;49.009;37.377
14779.57;67.843;49.007;37.376
14780.56;67.844;49.008;37.378
14781.55;67.819;49.008;37.376
14782.55;67.837;49.007;37.377
14783.56;67.842;49.008;37.377
14784.57;67.837;49.008;37.376
14785.56;67.846;49.008;37.377
14786.55;67.847;49.006;37.375
14787.57;67.837;49.007;37.376
14788.55;67.835;49.008;37.377
14789.54;67.829;49.006;37.374
14790.53;67.834;49.005;37.374
14791.52;67.822;49.008;37.377
14792.53;67.836;49.006;37.375
14793.53;67.817;49.008;37.376
14794.54;67.853;49.006;37.374
14795.55;67.823;49.008;37.376
14796.56;67.831;49.006;37.375
14797.55;67.827;49.005;37.373
14798.54;67.841;49.009;37.377
14799.53;67.841;49.008;37.377
14800.52;67.824;49.007;37.375
14801.53;67.839;49.007;37.375
14802.52;67.839;49.008;37.377
14803.49;67.847;49.007;37.376
14804.49;67.842;49.006;37.374
14805.48;67.83;49.006;37.375
14806.46;67.84;49.007;37.376
14807.45;67.821;49.008;37.376
14808.45;67.821;49.007;37.374
14809.44;67.837;49.006;37.375
14810.43;67.817;49.008;37.376
14811.42;67.821;49.009;37.376
14812.43;67.827;49.008;37.376
14813.41;67.83;49.008;37.376
14814.44;67.818;49.006;37.374
14815.44;67.82;49.007;37.375
14816.42;67.822;49.007;37.375
14817.43;67.815;49.008;37.375
14818.44;67.831;49.009;37.376
14819.43;67.82;49.007;37.375
14820.43;67.831;49.006;37.374
14821.4;67.837;49.007;37.375
14822.41;67.822;49.008;37.375
14823.39;67.8;49.007;37.374
14824.38;67.825;49.007;37.375
14825.37;67.816;49.008;37.376
14826.37;67.827;49.006;37.374
14827.37;67.841;49.008;37.376
14828.38;67.812;49.007;37.374
14829.4;67.838;49.007;37.375
14830.42;67.841;49.007;37.374
14831.41;67.812;49.007;37.375
14832.4;67.812;49.006;37.374
14833.39;67.805;49.006;37.374
14834.38;67.799;49.008;37.375
14835.39;67.811;49.007;37.375
14836.39;67.835;49.006;37.374
14837.38;67.819;49.005;37.373
14838.38;67.817;49.006;37.374
14839.38;67.826;49.006;37.373
14840.39;67.812;49.006;37.373
14841.37;67.799;49.005;37.372
14842.39;67.808;49.006;37.374
14843.38;67.837;49.006;37.375
14844.37;67.807;49.005;37.373
14845.36;67.821;49.006;37.374
14846.36;67.822;49.005;37.373
14847.37;67.807;49.006;37.373
14848.39;67.831;49.006;37.374
14849.38;67.819;49.004;37.371
14850.38;67.837;49.006;37.374
14851.35;67.819;49.006;37.373
14852.34;67.816;49.005;37.373
14853.36;67.827;49.004;37.372
14854.35;67.823;49.007;37.374
14855.35;67.815;49.003;37.37
14856.36;67.82;49.004;37.372
14857.34;67.819;49.007;37.375
14858.35;67.804;49.006;37.373
14859.34;67.828;49.004;37.371
14860.34;67.802;49.005;37.372
14861.34;67.824;49.005;37.372
14862.32;67.819;49.006;37.373
14863.33;67.793;49.006;37.373
14864.35;67.813;49.006;37.373
14865.38;67.796;49.007;37.373
14866.37;67.806;49.006;37.373
14867.38;67.8;49.004;37.371
14868.4;67.819;49.005;37.373
14869.39;67.785;49.005;37.371
14870.38;67.816;49.005;37.372
14871.38;67.814;49.006;37.373
14872.36;67.814;49.004;37.371
14873.36;67.793;49.004;37.371
14874.34;67.816;49.005;37.373
14875.33;67.82;49.006;37.374
14876.33;67.782;49.005;37.371
14877.35;67.802;49.004;37.37
14878.34;67.798;49.003;37.37
14879.33;67.797;49.005;37.372
14880.33;67.8;49.008;37.375
14881.34;67.783;49.003;37.37
14882.32;67.817;49.004;37.371
14883.31;67.789;49.005;37.372
14884.31;67.792;49.004;37.37
14885.31;67.803;49.004;37.37
14886.29;67.795;49.005;37.371
14887.28;67.812;49.004;37.371
14888.28;67.798;49;37.366
14889.28;67.803;49.004;37.371
14890.29;67.788;49.003;37.369
14891.3;67.81;49.004;37.37
14892.32;67.804;49.003;37.369
14893.32;67.8;49.002;37.369
14894.32;67.791;49.005;37.371
14895.32;67.785;49.004;37.37
14896.33;67.798;49.003;37.369
14897.31;67.803;49.001;37.367
14898.32;67.789;49.003;37.369
14899.35;67.822;49.002;37.369
14900.34;67.792;49.004;37.37
14901.33;67.785;49.004;37.37
14902.31;67.792;49.002;37.368
14903.3;67.794;48.999;37.365
14904.29;67.789;49.003;37.369
14905.29;67.786;49;37.366
14906.3;67.803;49;37.366
14907.3;67.804;49.003;37.37
14908.28;67.782;49.002;37.368
14909.3;67.784;49;37.367
14910.3;67.796;49.001;37.367
14911.3;67.797;49.002;37.368
14912.31;67.775;49.001;37.366
14913.3;67.79;48.998;37.364
14914.32;67.782;49.001;37.367
14915.34;67.795;49.001;37.367
14916.33;67.785;49.001;37.367
14917.31;67.8;48.998;37.365
14918.3;67.784;48.997;37.363
14919.31;67.791;49;37.366
14920.31;67.785;48.998;37.364
14921.3;67.764;48.998;37.363
14922.3;67.779;48.998;37.364
14923.3;67.786;48.995;37.361
14924.3;67.765;48.999;37.364
14925.32;67.773;48.998;37.363
14926.34;67.768;48.999;37.364
14927.33;67.768;48.996;37.361
14928.33;67.79;48.998;37.364
14929.34;67.78;48.997;37.362
14930.35;67.774;49;37.366
14931.34;67.77;48.998;37.363
14932.35;67.777;48.999;37.366
14933.34;67.777;48.998;37.363
14934.33;67.791;48.996;37.361
14935.34;67.801;48.996;37.363
14936.33;67.778;48.998;37.364
14937.34;67.788;48.996;37.362
14938.34;67.77;48.997;37.362
14939.33;67.794;48.996;37.362
14940.31;67.77;48.998;37.363
14941.31;67.783;48.996;37.362
14942.3;67.783;48.998;37.363
14943.28;67.777;48.997;37.362
14944.27;67.789;48.998;37.365
14945.27;67.773;48.997;37.362
14946.25;67.762;48.997;37.362
14947.23;67.782;48.996;37.361
14948.22;67.767;48.999;37.364
14949.22;67.771;48.997;37.363
14950.2;67.767;48.998;37.362
14951.19;67.761;48.999;37.364
14952.19;67.776;48.998;37.363
14953.17;67.769;48.996;37.361
14954.16;67.772;48.996;37.361
14955.16;67.778;48.998;37.364
14956.17;67.776;48.997;37.362
14957.18;67.78;48.995;37.361
14958.2;67.764;48.997;37.362
14959.19;67.765;48.997;37.362
14960.19;67.767;48.996;37.361
14961.19;67.773;48.996;37.362
14962.2;67.764;48.999;37.364
14963.2;67.783;48.996;37.361
14964.2;67.782;48.999;37.364
14965.21;67.771;48.998;37.362
14966.22;67.777;48.996;37.361
14967.2;67.759;48.997;37.361
14968.19;67.773;48.996;37.361
14969.18;67.765;48.996;37.361
14970.17;67.776;48.998;37.362
14971.16;67.773;48.997;37.362
14972.15;67.763;48.998;37.362
14973.15;67.779;48.996;37.362
14974.15;67.764;48.998;37.363
14975.14;67.758;48.998;37.362
14976.13;67.779;48.998;37.362
14977.14;67.786;48.994;37.361
14978.15;67.767;48.997;37.362
14979.15;67.745;49.001;37.364
14980.15;67.758;48.998;37.361
14981.15;67.778;48.997;37.362
14982.14;67.759;48.996;37.36
14983.14;67.792;48.997;37.362
14984.13;67.776;48.998;37.363
14985.14;67.753;48.997;37.36
14986.13;67.761;48.998;37.362
14987.13;67.765;48.998;37.363
14988.14;67.797;48.995;37.361
14989.13;67.744;48.999;37.362
14990.13;67.778;48.998;37.363
14991.13;67.756;48.997;37.361
14992.12;67.753;48.998;37.362
14993.13;67.755;48.997;37.36
14994.13;67.756;48.999;37.362
14995.13;67.766;48.997;37.362
14996.14;67.761;48.998;37.362
14997.16;67.772;48.995;37.361
14998.14;67.765;48.997;37.361
14999.14;67.744;48.998;37.362
15000.14;67.755;48.999;37.363
15001.14;67.762;48.997;37.361
15002.15;67.741;48.998;37.362
15003.17;67.774;48.997;37.362
15004.19;67.755;48.997;37.361
15005.18;67.763;48.999;37.364
15006.17;67.762;48.999;37.363
15007.16;67.751;48.996;37.36
15008.15;67.747;48.996;37.359
15009.16;67.752;48.997;37.361
15010.15;67.739;48.997;37.361
15011.14;67.753;48.996;37.36
15012.14;67.762;48.995;37.36
15013.13;67.747;48.999;37.362
15014.13;67.735;48.996;37.358
15015.12;67.749;48.996;37.361
15016.12;67.743;48.998;37.361
15017.11;67.745;48.995;37.359
15018.11;67.757;48.997;37.362
15019.1;67.746;48.998;37.361
15020.11;67.764;48.996;37.36
15021.11;67.755;48.995;37.36
15022.11;67.732;48.997;37.36
15023.11;67.732;48.998;37.361
15024.1;67.745;48.997;37.361
15025.1;67.74;48.996;37.36
15026.11;67.744;48.996;37.36
15027.09;67.754;48.996;37.36
15028.08;67.737;48.996;37.36
15029.07;67.728;48.997;37.36
15030.08;67.753;48.997;37.361
15031.09;67.756;48.995;37.358
15032.1;67.725;48.998;37.361
15033.09;67.745;48.997;37.36
15034.08;67.751;48.997;37.361
15035.08;67.75;48.998;37.362
15036.07;67.759;48.996;37.36
15037.06;67.703;48.998;37.36
15038.06;67.756;48.996;37.359
15039.05;67.758;48.994;37.358
15040.03;67.745;48.997;37.36
15041.04;67.785;48.994;37.359
15042.05;67.755;48.993;37.357
15043.06;67.74;48.999;37.362
15044.05;67.729;48.998;37.361
15045.04;67.742;48.994;37.357
15046.03;67.737;48.996;37.359
15047.02;67.738;48.996;37.36
15048.02;67.699;48.995;37.358
15049.04;67.736;48.995;37.358
15050.03;67.727;48.996;37.359
15051.03;67.725;48.995;37.358
15052.03;67.709;48.994;37.358
15053.03;67.747;48.992;37.355
15054.04;67.747;48.995;37.359
15055.05;67.74;48.994;37.357
15056.05;67.735;48.996;37.36
15057.05;67.724;48.993;37.356
15058.05;67.731;48.994;37.358
15059.03;67.729;48.995;37.357
15060.02;67.734;48.995;37.359
15061.01;67.74;48.994;37.357
15062;67.726;48.994;37.357
15063;67.733;48.996;37.359
15063.98;67.741;48.994;37.357
15064.99;67.726;48.994;37.357
15065.99;67.737;48.992;37.354
15066.96;67.73;48.998;37.361
15067.95;67.744;48.994;37.357
15068.93;67.721;48.994;37.356
15069.93;67.716;48.995;37.357
15070.93;67.711;48.994;37.356
15071.93;67.727;48.993;37.356
15072.92;67.73;48.992;37.355
15073.92;67.74;48.993;37.356
15074.92;67.722;48.993;37.356
15075.95;67.71;48.996;37.357
15076.95;67.734;48.994;37.357
15077.94;67.743;48.995;37.358
15078.95;67.733;48.993;37.356
15079.96;67.733;48.996;37.359
15080.96;67.717;48.996;37.358
15081.98;67.714;48.993;37.356
15082.99;67.713;48.993;37.355
15083.99;67.724;48.993;37.357
15084.99;67.726;48.993;37.356
15086;67.72;48.996;37.358
15086.97;67.712;48.997;37.358
15087.97;67.732;48.991;37.354
15088.97;67.723;48.994;37.356
15089.98;67.706;48.995;37.357
15090.99;67.731;48.994;37.357
15092;67.726;48.994;37.357
15092.99;67.715;48.992;37.355
15093.98;67.716;48.995;37.357
15094.98;67.728;48.994;37.356
15095.98;67.74;48.992;37.354
15096.99;67.7;48.993;37.355
15097.99;67.722;48.993;37.355
15099.01;67.711;48.996;37.358
15100.02;67.712;48.993;37.354
15101.04;67.704;48.991;37.354
15102.06;67.712;48.995;37.357
15103.05;67.734;48.988;37.352
15104.04;67.714;48.991;37.353
15105.05;67.695;48.995;37.355
15106.04;67.723;48.992;37.354
15107.05;67.722;48.993;37.356
15108.03;67.721;48.995;37.357
15109.02;67.704;48.993;37.355
15110.03;67.738;48.994;37.357
15111.04;67.706;48.994;37.354
15112.03;67.717;48.991;37.352
15113.03;67.71;48.993;37.355
15114.02;67.72;48.993;37.355
15115.02;67.73;48.993;37.356
15116.02;67.731;48.994;37.357
15117.01;67.729;48.994;37.357
15118.01;67.716;48.991;37.352
15119.01;67.688;48.994;37.355
15120.01;67.702;48.994;37.355
15121;67.71;48.992;37.354
15121.99;67.705;48.994;37.355
15123;67.714;48.994;37.355
15124.01;67.699;48.996;37.358
15125.02;67.699;48.992;37.354
15126.01;67.704;48.993;37.355
15127;67.696;48.993;37.354
15128.01;67.71;48.992;37.353
15129.01;67.701;48.994;37.355
15130.02;67.717;48.994;37.354
15131.03;67.709;48.992;37.354
15132.02;67.69;48.99;37.351
15133.02;67.698;48.991;37.351
15134.03;67.695;48.992;37.354
15135.03;67.701;48.99;37.351
15136.04;67.704;48.993;37.353
15137.06;67.703;48.989;37.351
15138.04;67.706;48.991;37.352
15139.03;67.689;48.991;37.352
15140.03;67.704;48.992;37.353
15141.03;67.678;48.991;37.352
15142.03;67.689;48.988;37.348
15143.03;67.682;48.989;37.35
15144.02;67.705;48.991;37.352
15145.01;67.705;48.99;37.351
15146;67.697;48.989;37.35
15146.98;67.685;48.99;37.351
15147.96;67.689;48.989;37.35
15148.96;67.685;48.993;37.354
15149.96;67.695;48.99;37.351
15150.95;67.702;48.99;37.351
15151.95;67.69;48.988;37.35
15152.94;67.69;48.99;37.351
15153.93;67.689;48.988;37.348
15154.93;67.677;48.992;37.353
15155.94;67.705;48.991;37.352
15156.93;67.702;48.991;37.351
15157.96;67.69;48.99;37.351
15158.97;67.691;48.991;37.353
15159.96;67.687;48.99;37.351
15160.95;67.688;48.99;37.35
15161.96;67.686;48.992;37.353
15162.94;67.691;48.992;37.353
15163.92;67.691;48.991;37.351
15164.91;67.7;48.993;37.353
15165.91;67.697;48.993;37.354
15166.88;67.693;48.991;37.352
15167.9;67.681;48.99;37.351
15168.92;67.69;48.992;37.352
15169.91;67.677;48.99;37.35
15170.92;67.685;48.99;37.351
15171.92;67.686;48.988;37.349
15172.93;67.69;48.99;37.351
15173.95;67.68;48.989;37.349
15174.93;67.693;48.99;37.351
15175.92;67.674;48.99;37.351
15176.92;67.696;48.989;37.35
15177.92;67.683;48.989;37.35
15178.92;67.688;48.989;37.351
15179.91;67.688;48.988;37.348
15180.9;67.67;48.993;37.353
15181.9;67.682;48.989;37.349
15182.89;67.679;48.987;37.347
15183.88;67.691;48.988;37.349
15184.89;67.683;48.99;37.35
15185.88;67.689;48.987;37.347
15186.86;67.673;48.987;37.347
15187.85;67.688;48.99;37.35
15188.85;67.682;48.991;37.35
15189.86;67.686;48.988;37.348
15190.86;67.691;48.989;37.35
15191.86;67.686;48.988;37.348
15192.86;67.684;48.988;37.348
15193.86;67.679;48.989;37.349
15194.84;67.668;48.991;37.351
15195.84;67.678;48.99;37.35
15196.84;67.679;48.989;37.349
15197.85;67.667;48.987;37.347
15198.83;67.673;48.988;37.348
15199.83;67.687;48.987;37.347
15200.82;67.682;48.987;37.347
15201.83;67.677;48.988;37.348
15202.82;67.658;48.987;37.347
15203.81;67.677;48.988;37.347
15204.8;67.648;48.985;37.345
15205.8;67.687;48.987;37.347
15206.8;67.643;48.984;37.343
15207.81;67.676;48.987;37.347
15208.83;67.676;48.989;37.348
15209.84;67.682;48.987;37.347
15210.83;67.663;48.985;37.344
15211.82;67.661;48.986;37.345
15212.82;67.656;48.987;37.347
15213.83;67.669;48.989;37.348
15214.83;67.668;48.987;37.346
15215.82;67.669;48.987;37.347
15216.81;67.658;48.984;37.343
15217.81;67.656;48.986;37.346
15218.81;67.652;48.984;37.344
15219.82;67.676;48.986;37.345
15220.82;67.669;48.986;37.346
15221.81;67.673;48.987;37.346
15222.8;67.669;48.988;37.347
15223.78;67.669;48.988;37.347
15224.76;67.665;48.988;37.348
15225.76;67.664;48.986;37.346
15226.76;67.664;48.984;37.344
15227.74;67.648;48.984;37.343
15228.75;67.661;48.982;37.342
15229.76;67.651;48.986;37.345
15230.76;67.666;48.984;37.345
15231.76;67.665;48.984;37.344
15232.75;67.663;48.984;37.344
15233.76;67.654;48.985;37.344
15234.77;67.636;48.985;37.344
15235.76;67.642;48.984;37.343
