IDs:;240715_03_240712B;03_DNAJB6_03_330_uM;
Concentration [uM]:;3.33;;
Time [s];Surface tension [mJ/m^2];Area [mm^2];Volume [mm^3]
2499.774;54.588;51.949;38.617
2500.779;54.591;51.95;38.618
2501.77;54.588;51.95;38.618
2502.759;54.588;51.95;38.617
2503.786;54.59;51.949;38.617
2504.788;54.581;51.949;38.617
2505.801;54.587;51.949;38.615
2506.782;54.586;51.95;38.617
2507.771;54.586;51.951;38.617
2508.767;54.595;51.947;38.615
2509.765;54.592;51.949;38.616
2510.77;54.586;51.948;38.616
2511.782;54.593;51.947;38.615
2512.793;54.585;51.95;38.618
2513.809;54.58;51.951;38.617
2514.831;54.58;51.95;38.618
2515.823;54.581;51.951;38.618
2516.82;54.581;51.949;38.615
2517.804;54.56;51.948;38.615
2518.804;54.581;51.951;38.618
2519.774;54.579;51.95;38.616
2520.781;54.578;51.949;38.616
2521.775;54.582;51.949;38.615
2522.783;54.576;51.95;38.617
2523.779;54.577;51.951;38.616
2524.764;54.574;51.951;38.617
2525.76;54.583;51.95;38.615
2526.763;54.576;51.95;38.616
2527.75;54.577;51.951;38.618
2528.752;54.578;51.948;38.614
2529.761;54.573;51.95;38.617
2530.767;54.563;51.948;38.614
2531.77;54.574;51.952;38.617
2532.767;54.57;51.948;38.614
2533.763;54.573;51.95;38.615
2534.767;54.573;51.95;38.615
2535.776;54.573;51.95;38.615
2536.793;54.568;51.949;38.615
2537.787;54.57;51.951;38.616
2538.785;54.569;51.951;38.616
2539.789;54.576;51.949;38.614
2540.8;54.567;51.949;38.615
2541.8;54.574;51.949;38.613
2542.804;54.566;51.95;38.616
2543.786;54.572;51.95;38.614
2544.77;54.569;51.948;38.612
2545.767;54.567;51.95;38.614
2546.762;54.568;51.95;38.615
2547.76;54.564;51.948;38.612
2548.764;54.568;51.949;38.612
2549.781;54.565;51.95;38.614
2550.778;54.564;51.948;38.613
2551.781;54.563;51.949;38.612
2552.782;54.562;51.95;38.614
2553.772;54.557;51.947;38.612
2554.745;54.561;51.949;38.614
2555.738;54.555;51.948;38.611
2556.743;54.555;51.949;38.613
2557.735;54.561;51.95;38.613
2558.719;54.56;51.945;38.608
2559.716;54.568;51.949;38.612
2560.726;54.552;51.947;38.611
2561.699;54.564;51.948;38.611
2562.694;54.561;51.95;38.614
2563.673;54.556;51.948;38.613
2564.67;54.562;51.948;38.61
2565.67;54.56;51.95;38.613
2566.679;54.561;51.948;38.611
2567.698;54.559;51.95;38.613
2568.696;54.552;51.946;38.609
2569.673;54.549;51.947;38.61
2570.655;54.557;51.95;38.613
2571.675;54.562;51.948;38.61
2572.685;54.565;51.95;38.613
2573.697;54.56;51.949;38.611
2574.716;54.565;51.948;38.61
2575.716;54.564;51.949;38.611
2576.717;54.56;51.95;38.613
2577.722;54.548;51.948;38.611
2578.705;54.559;51.95;38.612
2579.699;54.547;51.949;38.612
2580.693;54.546;51.947;38.61
2581.69;54.565;51.95;38.612
2582.695;54.545;51.948;38.61
2583.703;54.555;51.951;38.612
2584.688;54.547;51.949;38.611
2585.673;54.545;51.948;38.609
2586.69;54.543;51.949;38.61
2587.682;54.545;51.95;38.612
2588.706;54.554;51.95;38.612
2589.703;54.549;51.948;38.608
2590.703;54.543;51.948;38.61
2591.704;54.541;51.949;38.61
2592.695;54.543;51.948;38.608
2593.683;54.544;51.947;38.608
2594.693;54.545;51.947;38.607
2595.709;54.55;51.95;38.611
2596.686;54.551;51.949;38.609
2597.688;54.549;51.949;38.609
2598.674;54.541;51.948;38.609
2599.681;54.547;51.95;38.609
2600.701;54.538;51.949;38.609
2601.684;54.539;51.95;38.61
2602.671;54.539;51.948;38.607
2603.679;54.538;51.949;38.609
2604.661;54.538;51.949;38.61
2605.657;54.549;51.949;38.608
2606.662;54.551;51.95;38.611
2607.648;54.543;51.948;38.608
2608.641;54.538;51.948;38.608
2609.645;54.536;51.949;38.609
2610.63;54.54;51.949;38.608
2611.621;54.543;51.949;38.607
2612.621;54.539;51.949;38.608
2613.627;54.538;51.947;38.605
2614.606;54.547;51.947;38.607
2615.624;54.537;51.947;38.606
2616.621;54.536;51.947;38.604
2617.62;54.543;51.949;38.607
2618.622;54.532;51.946;38.604
2619.631;54.534;51.948;38.607
2620.639;54.529;51.945;38.603
2621.652;54.536;51.947;38.605
2622.638;54.536;51.946;38.603
2623.628;54.525;51.944;38.603
2624.619;54.529;51.946;38.605
2625.618;54.538;51.947;38.605
2626.608;54.53;51.946;38.603
2627.606;54.53;51.947;38.605
2628.621;54.524;51.944;38.602
2629.621;54.536;51.947;38.604
2630.617;54.524;51.944;38.602
2631.601;54.529;51.943;38.601
2632.596;54.531;51.946;38.604
2633.597;54.528;51.945;38.603
2634.58;54.534;51.947;38.603
2635.557;54.526;51.945;38.602
2636.56;54.532;51.948;38.606
2637.548;54.523;51.945;38.602
2638.558;54.522;51.946;38.603
2639.567;54.521;51.946;38.602
2640.579;54.522;51.946;38.603
2641.575;54.517;51.945;38.602
2642.578;54.515;51.945;38.604
2643.589;54.521;51.942;38.598
2644.602;54.522;51.945;38.602
2645.59;54.522;51.944;38.599
2646.588;54.517;51.947;38.604
2647.588;54.519;51.945;38.601
2648.593;54.518;51.944;38.6
2649.607;54.516;51.946;38.603
2650.597;54.518;51.944;38.6
2651.592;54.519;51.945;38.6
2652.589;54.52;51.945;38.6
2653.595;54.522;51.943;38.599
2654.601;54.515;51.942;38.598
2655.579;54.515;51.942;38.598
2656.591;54.515;51.945;38.6
2657.606;54.517;51.944;38.599
2658.625;54.512;51.942;38.598
2659.612;54.515;51.944;38.598
2660.602;54.512;51.942;38.597
2661.601;54.508;51.943;38.599
2662.601;54.507;51.944;38.599
2663.601;54.515;51.944;38.599
2664.597;54.512;51.941;38.596
2665.59;54.518;51.942;38.597
2666.588;54.515;51.941;38.596
2667.58;54.507;51.942;38.597
2668.562;54.509;51.941;38.595
2669.556;54.509;51.942;38.597
2670.545;54.509;51.941;38.596
2671.553;54.506;51.94;38.595
2672.548;54.507;51.941;38.595
2673.551;54.506;51.941;38.596
2674.527;54.506;51.941;38.595
2675.546;54.505;51.941;38.595
2676.553;54.507;51.941;38.595
2677.542;54.506;51.94;38.594
2678.533;54.5;51.938;38.591
2679.531;54.502;51.94;38.594
2680.523;54.502;51.939;38.593
2681.521;54.5;51.938;38.593
2682.524;54.501;51.938;38.593
2683.504;54.503;51.939;38.593
2684.488;54.496;51.938;38.592
2685.476;54.495;51.937;38.59
2686.477;54.499;51.937;38.591
2687.476;54.497;51.937;38.59
2688.48;54.495;51.939;38.592
2689.486;54.5;51.935;38.588
2690.466;54.495;51.936;38.589
2691.488;54.494;51.936;38.589
2692.477;54.496;51.935;38.589
2693.505;54.492;51.937;38.59
2694.506;54.492;51.937;38.59
2695.498;54.493;51.937;38.59
2696.501;54.495;51.936;38.589
2697.503;54.488;51.937;38.592
2698.502;54.49;51.936;38.588
2699.501;54.487;51.936;38.591
2700.492;54.494;51.937;38.589
2701.501;54.491;51.937;38.589
2702.492;54.49;51.938;38.591
2703.47;54.492;51.936;38.59
2704.475;54.491;51.935;38.586
2705.448;54.49;51.934;38.586
2706.453;54.488;51.937;38.588
2707.441;54.489;51.934;38.586
2708.431;54.488;51.935;38.588
2709.436;54.493;51.938;38.59
2710.443;54.49;51.937;38.587
2711.428;54.49;51.935;38.588
2712.419;54.49;51.937;38.59
2713.412;54.49;51.936;38.587
2714.414;54.489;51.936;38.588
2715.417;54.492;51.935;38.586
2716.424;54.492;51.936;38.589
2717.437;54.484;51.937;38.588
2718.451;54.489;51.939;38.591
2719.441;54.485;51.939;38.59
2720.433;54.492;51.937;38.589
2721.428;54.493;51.939;38.589
2722.425;54.49;51.938;38.589
2723.407;54.49;51.937;38.587
2724.408;54.493;51.939;38.59
2725.406;54.483;51.938;38.589
2726.41;54.489;51.939;38.589
2727.405;54.488;51.939;38.588
2728.399;54.485;51.936;38.587
2729.406;54.493;51.937;38.587
2730.404;54.484;51.936;38.586
2731.395;54.486;51.938;38.589
2732.394;54.483;51.938;38.588
2733.378;54.48;51.938;38.588
2734.376;54.486;51.938;38.588
2735.374;54.483;51.938;38.589
2736.372;54.483;51.936;38.586
2737.379;54.485;51.94;38.59
2738.378;54.48;51.938;38.587
2739.368;54.483;51.937;38.586
2740.367;54.484;51.938;38.589
2741.355;54.48;51.937;38.587
2742.374;54.482;51.936;38.586
2743.369;54.485;51.937;38.587
2744.366;54.483;51.938;38.588
2745.371;54.482;51.938;38.588
2746.381;54.48;51.939;38.589
2747.368;54.479;51.938;38.588
2748.389;54.481;51.938;38.587
2749.383;54.478;51.939;38.589
2750.385;54.481;51.937;38.586
2751.389;54.479;51.939;38.588
2752.375;54.475;51.937;38.586
2753.395;54.479;51.939;38.588
2754.389;54.477;51.937;38.586
2755.377;54.477;51.938;38.586
2756.371;54.479;51.939;38.588
2757.361;54.477;51.94;38.59
2758.35;54.475;51.937;38.585
2759.35;54.474;51.939;38.587
2760.344;54.478;51.938;38.587
2761.358;54.476;51.939;38.587
2762.361;54.475;51.939;38.586
2763.353;54.474;51.938;38.586
2764.357;54.479;51.939;38.586
2765.341;54.479;51.939;38.587
2766.343;54.474;51.939;38.587
2767.326;54.475;51.94;38.587
2768.315;54.472;51.939;38.588
2769.331;54.468;51.94;38.588
2770.331;54.477;51.938;38.587
2771.337;54.475;51.94;38.587
2772.353;54.471;51.939;38.587
2773.356;54.473;51.94;38.588
2774.359;54.474;51.939;38.587
2775.369;54.476;51.94;38.586
2776.385;54.474;51.94;38.587
2777.381;54.472;51.94;38.588
2778.386;54.469;51.939;38.585
2779.393;54.466;51.942;38.589
2780.375;54.473;51.94;38.587
2781.36;54.467;51.939;38.586
2782.354;54.472;51.94;38.586
2783.378;54.469;51.939;38.585
2784.379;54.468;51.94;38.586
2785.379;54.467;51.94;38.585
2786.384;54.468;51.94;38.587
2787.379;54.466;51.939;38.587
2788.358;54.465;51.94;38.587
2789.373;54.466;51.94;38.586
2790.368;54.467;51.938;38.584
2791.371;54.467;51.939;38.585
2792.367;54.47;51.939;38.586
2793.351;54.467;51.939;38.585
2794.331;54.467;51.938;38.584
2795.319;54.462;51.938;38.583
2796.296;54.465;51.939;38.585
2797.306;54.462;51.941;38.586
2798.297;54.458;51.939;38.584
2799.276;54.459;51.939;38.584
2800.273;54.463;51.939;38.586
2801.246;54.465;51.939;38.585
2802.245;54.46;51.938;38.583
2803.241;54.467;51.937;38.583
2804.232;54.462;51.938;38.584
2805.239;54.464;51.937;38.581
2806.222;54.46;51.939;38.585
2807.213;54.462;51.939;38.584
2808.236;54.463;51.939;38.583
2809.24;54.454;51.939;38.582
2810.219;54.455;51.938;38.583
2811.238;54.46;51.939;38.585
2812.231;54.455;51.937;38.582
2813.229;54.46;51.939;38.583
2814.232;54.46;51.936;38.581
2815.235;54.457;51.94;38.585
2816.215;54.46;51.939;38.583
2817.23;54.455;51.938;38.583
2818.252;54.455;51.939;38.583
2819.241;54.456;51.938;38.582
2820.235;54.455;51.939;38.584
2821.231;54.454;51.938;38.583
2822.235;54.453;51.938;38.581
2823.228;54.456;51.938;38.583
2824.226;54.45;51.937;38.581
2825.223;54.453;51.939;38.583
2826.211;54.455;51.94;38.583
2827.211;54.45;51.938;38.58
2828.212;54.455;51.937;38.581
2829.218;54.45;51.938;38.582
2830.216;54.45;51.939;38.582
2831.219;54.451;51.937;38.582
2832.213;54.451;51.937;38.58
2833.229;54.452;51.938;38.58
2834.226;54.449;51.939;38.582
2835.208;54.451;51.939;38.583
2836.196;54.453;51.939;38.582
2837.187;54.448;51.937;38.579
2838.188;54.453;51.938;38.581
2839.19;54.445;51.939;38.581
2840.203;54.446;51.938;38.581
2841.202;54.443;51.938;38.581
2842.203;54.444;51.937;38.579
2843.208;54.444;51.935;38.577
2844.19;54.442;51.936;38.578
2845.204;54.45;51.937;38.579
2846.196;54.439;51.937;38.578
2847.219;54.443;51.937;38.579
2848.217;54.445;51.935;38.578
2849.223;54.438;51.938;38.58
2850.233;54.444;51.934;38.577
2851.244;54.441;51.937;38.579
2852.259;54.441;51.937;38.578
2853.247;54.441;51.938;38.58
2854.27;54.446;51.935;38.577
2855.267;54.44;51.935;38.578
2856.267;54.44;51.936;38.577
2857.269;54.437;51.938;38.579
2858.243;54.441;51.937;38.58
2859.241;54.442;51.936;38.577
2860.238;54.44;51.937;38.579
2861.221;54.44;51.938;38.579
2862.205;54.438;51.936;38.577
2863.197;54.44;51.935;38.576
2864.195;54.441;51.936;38.577
2865.174;54.438;51.937;38.578
2866.172;54.439;51.934;38.575
2867.169;54.434;51.936;38.576
2868.174;54.432;51.935;38.576
2869.183;54.43;51.936;38.576
2870.174;54.436;51.935;38.576
2871.167;54.433;51.934;38.574
2872.172;54.431;51.936;38.576
2873.155;54.437;51.936;38.576
2874.17;54.432;51.936;38.576
2875.161;54.434;51.935;38.575
2876.157;54.432;51.934;38.574
2877.143;54.433;51.935;38.574
2878.124;54.433;51.936;38.575
2879.145;54.432;51.936;38.576
2880.141;54.432;51.936;38.576
2881.139;54.429;51.936;38.575
2882.148;54.431;51.935;38.574
2883.156;54.429;51.934;38.574
2884.171;54.428;51.935;38.575
2885.172;54.428;51.934;38.572
2886.178;54.427;51.935;38.573
2887.189;54.428;51.934;38.573
2888.181;54.431;51.934;38.573
2889.175;54.429;51.934;38.573
2890.175;54.425;51.933;38.572
2891.181;54.423;51.934;38.573
2892.187;54.422;51.932;38.572
2893.186;54.427;51.933;38.572
2894.183;54.424;51.933;38.574
2895.19;54.426;51.934;38.573
2896.191;54.425;51.933;38.571
2897.185;54.422;51.933;38.571
2898.181;54.428;51.934;38.573
2899.183;54.424;51.933;38.57
2900.197;54.423;51.935;38.573
2901.205;54.429;51.933;38.572
2902.215;54.428;51.934;38.573
2903.228;54.423;51.935;38.574
2904.226;54.422;51.936;38.573
2905.207;54.422;51.935;38.574
2906.204;54.424;51.933;38.571
2907.205;54.422;51.935;38.573
2908.185;54.428;51.935;38.574
2909.198;54.424;51.936;38.574
2910.218;54.427;51.935;38.573
2911.222;54.426;51.937;38.575
2912.208;54.43;51.935;38.574
2913.197;54.423;51.934;38.572
2914.2;54.427;51.936;38.574
2915.205;54.424;51.934;38.572
2916.197;54.423;51.937;38.575
2917.205;54.423;51.937;38.575
2918.191;54.423;51.936;38.573
2919.177;54.418;51.937;38.574
2920.168;54.426;51.938;38.576
2921.163;54.416;51.935;38.572
2922.161;54.42;51.937;38.574
2923.163;54.426;51.937;38.574
2924.138;54.421;51.935;38.572
2925.153;54.42;51.937;38.574
2926.169;54.418;51.936;38.572
2927.168;54.423;51.936;38.574
2928.151;54.42;51.936;38.572
2929.147;54.418;51.936;38.571
2930.137;54.419;51.937;38.573
2931.143;54.416;51.935;38.571
2932.125;54.419;51.935;38.572
2933.127;54.418;51.937;38.572
2934.117;54.416;51.936;38.571
2935.123;54.415;51.938;38.574
2936.129;54.418;51.937;38.574
2937.105;54.415;51.935;38.57
2938.095;54.411;51.934;38.569
2939.101;54.412;51.938;38.573
2940.106;54.415;51.937;38.572
2941.091;54.41;51.937;38.572
2942.11;54.414;51.935;38.57
2943.109;54.412;51.937;38.573
2944.09;54.414;51.937;38.573
2945.074;54.416;51.935;38.57
2946.071;54.411;51.936;38.571
2947.069;54.412;51.936;38.571
2948.081;54.405;51.935;38.569
2949.076;54.406;51.936;38.572
2950.071;54.41;51.935;38.569
2951.073;54.413;51.937;38.572
2952.083;54.41;51.935;38.57
2953.063;54.409;51.934;38.568
2954.049;54.406;51.935;38.568
2955.038;54.411;51.933;38.568
2956.027;54.408;51.934;38.568
2957.024;54.409;51.933;38.567
2958.008;54.406;51.933;38.567
2958.993;54.406;51.934;38.569
2959.994;54.4;51.933;38.567
2960.983;54.406;51.933;38.567
2961.978;54.403;51.935;38.568
2962.985;54.403;51.933;38.566
2963.982;54.401;51.934;38.567
2964.99;54.4;51.934;38.566
2965.987;54.398;51.935;38.568
2966.972;54.402;51.934;38.567
2967.971;54.395;51.935;38.568
2968.964;54.403;51.934;38.567
2969.968;54.397;51.934;38.567
2970.976;54.4;51.933;38.565
2971.964;54.398;51.934;38.565
2972.964;54.4;51.933;38.565
2973.97;54.4;51.933;38.566
2974.953;54.397;51.934;38.565
2975.97;54.398;51.933;38.566
2976.963;54.396;51.934;38.567
2977.965;54.392;51.932;38.565
2978.973;54.396;51.933;38.566
2979.956;54.394;51.933;38.566
2980.946;54.397;51.93;38.563
2981.95;54.395;51.933;38.565
2982.96;54.392;51.932;38.564
2983.944;54.394;51.933;38.565
2984.932;54.394;51.934;38.565
2985.929;54.394;51.932;38.564
2986.93;54.396;51.931;38.563
2987.932;54.39;51.933;38.565
2988.938;54.389;51.934;38.566
2989.918;54.392;51.931;38.562
2990.908;54.391;51.932;38.563
2991.898;54.392;51.932;38.564
2992.888;54.391;51.933;38.565
2993.888;54.389;51.933;38.564
2994.893;54.388;51.933;38.564
2995.876;54.386;51.932;38.564
2996.873;54.385;51.931;38.562
2997.87;54.386;51.93;38.561
2998.865;54.386;51.932;38.564
2999.849;54.388;51.93;38.562
3000.848;54.381;51.93;38.56
3001.834;54.384;51.93;38.561
3002.816;54.383;51.929;38.56
3003.818;54.384;51.927;38.558
3004.811;54.384;51.928;38.559
3005.802;54.38;51.93;38.56
3006.778;54.383;51.928;38.559
3007.781;54.375;51.927;38.558
3008.767;54.386;51.927;38.559
3009.761;54.382;51.927;38.558
3010.758;54.379;51.925;38.556
3011.764;54.382;51.927;38.558
3012.752;54.378;51.927;38.556
3013.745;54.377;51.926;38.556
3014.753;54.378;51.927;38.558
3015.764;54.372;51.926;38.557
3016.751;54.378;51.928;38.558
3017.745;54.375;51.926;38.557
3018.744;54.377;51.926;38.557
3019.748;54.377;51.927;38.557
3020.764;54.375;51.927;38.557
3021.751;54.377;51.926;38.557
3022.744;54.379;51.925;38.555
3023.756;54.376;51.926;38.556
3024.738;54.376;51.927;38.557
3025.723;54.372;51.926;38.556
3026.714;54.371;51.925;38.554
3027.706;54.373;51.927;38.556
3028.704;54.374;51.924;38.554
3029.717;54.375;51.926;38.555
3030.716;54.369;51.926;38.556
3031.708;54.371;51.925;38.554
3032.711;54.371;51.925;38.554
3033.693;54.366;51.924;38.553
3034.669;54.369;51.925;38.555
3035.683;54.368;51.925;38.554
3036.682;54.363;51.923;38.553
3037.681;54.366;51.923;38.552
3038.669;54.367;51.923;38.552
3039.667;54.363;51.923;38.551
3040.651;54.362;51.922;38.551
3041.671;54.363;51.922;38.551
3042.656;54.364;51.922;38.55
3043.644;54.365;51.924;38.552
3044.654;54.364;51.924;38.554
3045.666;54.366;51.923;38.552
3046.669;54.362;51.923;38.552
3047.668;54.367;51.922;38.551
3048.684;54.362;51.921;38.549
3049.669;54.366;51.923;38.552
3050.655;54.361;51.922;38.551
3051.646;54.357;51.922;38.55
3052.64;54.361;51.919;38.548
3053.642;54.362;51.921;38.55
3054.643;54.357;51.92;38.548
3055.643;54.358;51.922;38.549
3056.641;54.358;51.922;38.55
3057.643;54.357;51.92;38.548
3058.634;54.357;51.921;38.549
3059.634;54.355;51.919;38.547
3060.622;54.358;51.919;38.547
3061.625;54.356;51.92;38.549
3062.64;54.353;51.92;38.547
3063.644;54.354;51.92;38.548
3064.634;54.357;51.918;38.545
3065.649;54.355;51.921;38.548
3066.648;54.358;51.919;38.547
3067.632;54.356;51.92;38.547
3068.624;54.354;51.921;38.548
3069.624;54.352;51.921;38.547
3070.608;54.356;51.92;38.547
3071.611;54.355;51.921;38.548
3072.615;54.349;51.919;38.547
3073.597;54.35;51.919;38.545
3074.585;54.36;51.92;38.547
3075.585;54.347;51.918;38.545
3076.593;54.35;51.92;38.547
3077.602;54.349;51.919;38.546
3078.591;54.351;51.919;38.546
3079.586;54.354;51.919;38.547
3080.585;54.351;51.918;38.545
3081.588;54.354;51.919;38.546
3082.6;54.348;51.918;38.546
3083.588;54.354;51.919;38.547
3084.607;54.346;51.918;38.544
3085.601;54.346;51.92;38.546
3086.6;54.347;51.919;38.546
3087.601;54.35;51.917;38.544
3088.61;54.348;51.917;38.543
3089.593;54.339;51.917;38.543
3090.578;54.347;51.917;38.543
3091.573;54.344;51.917;38.543
3092.599;54.348;51.915;38.542
3093.598;54.348;51.916;38.543
3094.598;54.346;51.917;38.544
3095.599;54.345;51.918;38.544
3096.591;54.347;51.916;38.543
3097.585;54.344;51.915;38.542
3098.575;54.343;51.917;38.544
3099.558;54.345;51.917;38.544
3100.555;54.342;51.916;38.543
3101.54;54.343;51.918;38.544
3102.541;54.338;51.918;38.544
3103.539;54.344;51.915;38.542
3104.53;54.344;51.918;38.544
3105.529;54.339;51.918;38.544
3106.52;54.343;51.915;38.541
3107.519;54.341;51.916;38.543
3108.522;54.334;51.915;38.54
3109.514;54.339;51.916;38.541
3110.535;54.344;51.915;38.54
3111.538;54.338;51.916;38.542
3112.518;54.345;51.916;38.542
3113.511;54.341;51.916;38.542
3114.505;54.342;51.916;38.541
3115.505;54.344;51.916;38.543
3116.51;54.343;51.917;38.542
3117.501;54.333;51.918;38.543
3118.49;54.338;51.917;38.543
3119.488;54.342;51.915;38.541
3120.49;54.341;51.918;38.543
3121.466;54.335;51.917;38.542
3122.479;54.329;51.916;38.539
3123.466;54.332;51.917;38.541
3124.456;54.336;51.918;38.542
3125.452;54.334;51.914;38.539
3126.453;54.336;51.916;38.54
3127.458;54.333;51.916;38.54
3128.433;54.337;51.915;38.539
3129.444;54.338;51.915;38.54
3130.43;54.329;51.917;38.54
3131.417;54.332;51.915;38.539
3132.406;54.336;51.916;38.54
3133.399;54.333;51.917;38.541
3134.395;54.334;51.918;38.541
3135.394;54.33;51.919;38.542
3136.389;54.33;51.92;38.543
3137.394;54.333;51.919;38.543
3138.378;54.335;51.918;38.542
3139.37;54.325;51.92;38.542
3140.372;54.329;51.917;38.54
3141.377;54.332;51.918;38.541
3142.363;54.329;51.919;38.542
3143.362;54.328;51.919;38.543
3144.348;54.335;51.917;38.541
3145.339;54.33;51.918;38.541
3146.342;54.328;51.918;38.541
3147.331;54.334;51.918;38.542
3148.329;54.33;51.919;38.541
3149.334;54.331;51.918;38.541
3150.326;54.329;51.918;38.541
3151.33;54.332;51.916;38.54
3152.338;54.325;51.919;38.542
3153.357;54.33;51.92;38.543
3154.354;54.323;51.919;38.542
3155.352;54.329;51.918;38.541
3156.355;54.327;51.919;38.542
3157.364;54.33;51.915;38.538
3158.357;54.321;51.918;38.541
3159.354;54.325;51.917;38.538
3160.355;54.331;51.918;38.541
3161.365;54.322;51.918;38.539
3162.345;54.323;51.915;38.538
3163.338;54.322;51.917;38.539
3164.33;54.326;51.917;38.539
3165.307;54.325;51.918;38.54
3166.318;54.32;51.916;38.539
3167.303;54.325;51.915;38.538
3168.294;54.319;51.917;38.539
3169.289;54.32;51.915;38.537
3170.285;54.319;51.917;38.539
3171.284;54.317;51.914;38.536
3172.277;54.316;51.918;38.539
3173.272;54.317;51.916;38.537
3174.267;54.322;51.911;38.533
3175.267;54.317;51.916;38.537
3176.263;54.314;51.914;38.535
3177.25;54.317;51.915;38.536
3178.247;54.318;51.917;38.538
3179.249;54.322;51.914;38.536
3180.243;54.317;51.913;38.535
3181.247;54.32;51.916;38.537
3182.236;54.315;51.916;38.538
3183.219;54.318;51.916;38.538
3184.205;54.319;51.917;38.539
3185.193;54.319;51.918;38.539
3186.203;54.317;51.917;38.538
3187.215;54.318;51.916;38.538
3188.231;54.315;51.916;38.538
3189.223;54.318;51.916;38.538
3190.227;54.324;51.917;38.538
3191.204;54.315;51.918;38.538
3192.186;54.315;51.919;38.539
3193.179;54.319;51.918;38.539
3194.179;54.314;51.917;38.537
3195.18;54.318;51.917;38.538
3196.19;54.309;51.917;38.537
3197.205;54.309;51.917;38.537
3198.192;54.31;51.918;38.538
3199.183;54.308;51.921;38.539
3200.209;54.312;51.915;38.535
3201.208;54.309;51.918;38.538
3202.212;54.304;51.918;38.536
3203.228;54.308;51.919;38.538
3204.211;54.309;51.92;38.539
3205.202;54.309;51.918;38.537
3206.191;54.309;51.919;38.538
3207.203;54.309;51.917;38.537
3208.2;54.314;51.917;38.536
3209.196;54.306;51.917;38.536
3210.189;54.307;51.917;38.536
3211.195;54.307;51.919;38.539
3212.193;54.308;51.917;38.536
3213.18;54.307;51.915;38.535
3214.16;54.301;51.917;38.536
3215.151;54.304;51.919;38.537
3216.156;54.307;51.913;38.532
3217.143;54.301;51.915;38.534
3218.139;54.306;51.915;38.534
3219.148;54.302;51.914;38.533
3220.152;54.3;51.916;38.534
3221.15;54.295;51.915;38.532
3222.154;54.301;51.917;38.535
3223.169;54.299;51.915;38.533
3224.17;54.302;51.915;38.533
3225.177;54.3;51.914;38.533
3226.165;54.3;51.914;38.532
3227.185;54.303;51.911;38.53
3228.193;54.297;51.914;38.532
3229.211;54.297;51.914;38.532
3230.212;54.301;51.914;38.532
3231.214;54.297;51.913;38.531
3232.225;54.29;51.911;38.528
3233.237;54.293;51.911;38.529
3234.248;54.289;51.911;38.528
3235.236;54.291;51.911;38.529
3236.23;54.292;51.913;38.531
3237.229;54.285;51.911;38.528
3238.24;54.296;51.909;38.528
3239.229;54.292;51.911;38.528
3240.233;54.29;51.909;38.527
3241.246;54.29;51.91;38.527
3242.251;54.293;51.912;38.53
3243.251;54.284;51.913;38.53
3244.245;54.291;51.911;38.528
3245.242;54.287;51.912;38.529
3246.24;54.283;51.91;38.527
3247.236;54.283;51.911;38.528
3248.228;54.293;51.91;38.528
3249.235;54.286;51.91;38.526
3250.252;54.285;51.909;38.527
3251.24;54.288;51.908;38.525
3252.24;54.289;51.91;38.527
3253.256;54.272;51.909;38.524
3254.249;54.286;51.91;38.528
3255.249;54.284;51.906;38.523
3256.254;54.282;51.909;38.526
3257.246;54.286;51.91;38.526
3258.238;54.282;51.906;38.522
3259.237;54.281;51.909;38.526
3260.242;54.28;51.907;38.523
3261.22;54.282;51.905;38.522
3262.235;54.279;51.909;38.525
3263.225;54.277;51.906;38.523
3264.217;54.279;51.907;38.522
3265.213;54.277;51.908;38.523
3266.217;54.278;51.905;38.521
3267.224;54.275;51.908;38.524
3268.234;54.277;51.905;38.521
3269.247;54.28;51.907;38.523
3270.267;54.279;51.906;38.523
3271.256;54.278;51.907;38.523
3272.251;54.273;51.906;38.522
3273.246;54.273;51.906;38.522
3274.25;54.272;51.905;38.521
3275.26;54.272;51.905;38.521
3276.263;54.28;51.905;38.522
3277.271;54.277;51.905;38.521
3278.263;54.261;51.907;38.521
3279.251;54.275;51.904;38.519
3280.237;54.271;51.904;38.519
3281.239;54.278;51.902;38.518
3282.232;54.27;51.902;38.518
3283.227;54.257;51.904;38.519
3284.205;54.258;51.903;38.518
3285.197;54.271;51.906;38.522
3286.2;54.266;51.903;38.518
3287.208;54.271;51.904;38.52
3288.194;54.257;51.902;38.517
3289.187;54.271;51.903;38.518
3290.187;54.26;51.902;38.517
3291.193;54.257;51.901;38.516
3292.203;54.263;51.902;38.517
3293.188;54.254;51.9;38.515
3294.194;54.265;51.902;38.517
3295.174;54.264;51.903;38.519
3296.159;54.267;51.901;38.516
3297.158;54.258;51.902;38.517
3298.158;54.258;51.9;38.515
3299.16;54.265;51.9;38.515
3300.164;54.249;51.899;38.514
3301.141;54.267;51.901;38.517
3302.126;54.253;51.902;38.516
3303.114;54.255;51.901;38.516
3304.104;54.263;51.901;38.515
3305.1;54.249;51.901;38.515
3306.1;54.263;51.9;38.515
3307.1;54.247;51.9;38.514
3308.074;54.26;51.902;38.517
3309.071;54.265;51.9;38.514
3310.069;54.262;51.901;38.515
3311.061;54.261;51.901;38.516
3312.054;54.245;51.897;38.511
3313.06;54.256;51.901;38.515
3314.059;54.259;51.901;38.515
3315.042;54.255;51.899;38.513
