IDs:;240715_07_240712F;07_DNAJB6_00_658_uM;;*shifted by 3 s
Concentration [uM]:;0.658;;;
Time [s];Surface tension [mJ/m^2];Area [mm^2];Volume [mm^3];
2357.829;56.604;51.692;38.812;
2358.83;56.605;51.694;38.815;
2359.839;56.606;51.692;38.812;
2360.823;56.654;51.698;38.816;
2361.821;56.595;51.695;38.815;
2362.824;56.631;51.698;38.815;
2363.829;56.608;51.693;38.811;
2364.812;56.594;51.692;38.811;
2365.799;56.623;51.697;38.816;
2366.791;56.596;51.694;38.813;
2367.79;56.626;51.699;38.818;
2368.798;56.622;51.699;38.816;
2369.807;56.621;51.698;38.816;
2370.824;56.597;51.694;38.813;
2371.815;56.594;51.693;38.81;
2372.808;56.621;51.698;38.815;
2373.808;56.603;51.694;38.81;
2374.81;56.592;51.692;38.81;
2375.819;56.591;51.694;38.813;
2376.796;56.596;51.696;38.813;
2377.781;56.588;51.694;38.81;
2378.769;56.59;51.694;38.81;
2379.762;56.619;51.699;38.815;
2380.755;56.594;51.694;38.811;
2381.751;56.592;51.694;38.81;
2382.751;56.593;51.694;38.811;
2383.746;56.615;51.7;38.816;
2384.738;56.617;51.7;38.816;
2385.726;56.591;51.695;38.81;
2386.732;56.584;51.696;38.812;
2387.733;56.584;51.694;38.81;
2388.731;56.583;51.697;38.814;
2389.721;56.582;51.696;38.812;
2390.713;56.583;51.696;38.811;
2391.722;56.584;51.698;38.813;
2392.711;56.606;51.703;38.817;
2393.718;56.583;51.699;38.813;
2394.728;56.605;51.7;38.814;
2395.722;56.604;51.702;38.816;
2396.724;56.577;51.697;38.811;
2397.731;56.582;51.697;38.811;
2398.745;56.583;51.696;38.809;
2399.735;56.602;51.702;38.815;
2400.739;56.578;51.698;38.812;
2401.746;56.578;51.698;38.811;
2402.738;56.599;51.703;38.816;
2403.732;56.574;51.699;38.812;
2404.736;56.6;51.703;38.816;
2405.721;56.571;51.698;38.811;
2406.707;56.575;51.697;38.81;
2407.701;56.575;51.697;38.809;
2408.699;56.575;51.698;38.81;
2409.697;56.571;51.698;38.81;
2410.702;56.57;51.697;38.809;
2411.709;56.569;51.697;38.809;
2412.693;56.596;51.702;38.814;
2413.679;56.598;51.701;38.813;
2414.669;56.568;51.698;38.81;
2415.665;56.563;51.697;38.808;
2416.673;56.562;51.699;38.809;
2417.655;56.563;51.699;38.81;
2418.668;56.561;51.698;38.809;
2419.688;56.595;51.702;38.813;
2420.676;56.561;51.697;38.808;
2421.667;56.565;51.698;38.809;
2422.665;56.566;51.698;38.809;
2423.663;56.558;51.697;38.808;
2424.664;56.556;51.698;38.807;
2425.671;56.554;51.697;38.807;
2426.653;56.582;51.7;38.81;
2427.66;56.561;51.7;38.809;
2428.653;56.587;51.701;38.81;
2429.654;56.555;51.7;38.809;
2430.648;56.559;51.7;38.809;
2431.661;56.587;51.703;38.812;
2432.658;56.586;51.702;38.812;
2433.666;56.578;51.703;38.813;
2434.66;56.564;51.699;38.808;
2435.665;56.555;51.697;38.805;
2436.676;56.561;51.698;38.807;
2437.673;56.557;51.697;38.805;
2438.661;56.554;51.698;38.806;
2439.665;56.558;51.698;38.807;
2440.671;56.575;51.702;38.809;
2441.673;56.543;51.7;38.808;
2442.674;56.57;51.705;38.813;
2443.657;56.543;51.701;38.809;
2444.65;56.552;51.7;38.808;
2445.644;56.543;51.701;38.807;
2446.621;56.548;51.699;38.804;
2447.61;56.551;51.7;38.806;
2448.601;56.54;51.702;38.808;
2449.597;56.547;51.698;38.804;
2450.598;56.545;51.701;38.807;
2451.602;56.546;51.7;38.806;
2452.612;56.548;51.7;38.806;
2453.625;56.543;51.699;38.804;
2454.641;56.547;51.701;38.807;
2455.632;56.546;51.701;38.806;
2456.626;56.542;51.701;38.805;
2457.626;56.54;51.702;38.808;
2458.631;56.542;51.7;38.805;
2459.606;56.563;51.705;38.811;
2460.616;56.554;51.707;38.811;
2461.634;56.555;51.708;38.812;
2462.639;56.567;51.706;38.809;
2463.64;56.537;51.701;38.805;
2464.638;56.532;51.703;38.808;
2465.626;56.563;51.705;38.808;
2466.627;56.531;51.702;38.806;
2467.612;56.534;51.703;38.806;
2468.597;56.561;51.706;38.809;
2469.598;56.534;51.702;38.804;
2470.601;56.534;51.702;38.807;
2471.6;56.524;51.702;38.805;
2472.601;56.528;51.703;38.807;
2473.586;56.532;51.704;38.806;
2474.583;56.532;51.703;38.805;
2475.562;56.526;51.702;38.803;
2476.551;56.521;51.704;38.807;
2477.551;56.521;51.704;38.807;
2478.56;56.525;51.702;38.804;
2479.557;56.521;51.703;38.807;
2480.562;56.52;51.702;38.804;
2481.54;56.548;51.705;38.806;
2482.534;56.522;51.702;38.803;
2483.528;56.545;51.706;38.806;
2484.524;56.523;51.702;38.803;
2485.525;56.522;51.701;38.803;
2486.531;56.512;51.704;38.804;
2487.536;56.517;51.705;38.805;
2488.522;56.532;51.707;38.807;
2489.529;56.537;51.709;38.81;
2490.528;56.509;51.707;38.806;
2491.531;56.514;51.706;38.806;
2492.524;56.514;51.705;38.805;
2493.531;56.544;51.706;38.806;
2494.54;56.508;51.706;38.805;
2495.533;56.511;51.704;38.804;
2496.533;56.506;51.705;38.803;
2497.516;56.529;51.711;38.809;
2498.516;56.513;51.704;38.804;
2499.504;56.531;51.709;38.809;
2500.498;56.506;51.706;38.805;
2501.504;56.518;51.71;38.809;
2502.495;56.53;51.708;38.806;
2503.493;56.502;51.706;38.805;
2504.51;56.523;51.709;38.807;
2505.501;56.502;51.708;38.806;
2506.502;56.498;51.706;38.802;
2507.491;56.518;51.711;38.809;
2508.483;56.504;51.707;38.805;
2509.48;56.519;51.712;38.809;
2510.485;56.503;51.707;38.805;
2511.495;56.524;51.71;38.806;
2512.487;56.49;51.707;38.804;
2513.481;56.525;51.712;38.808;
2514.482;56.493;51.707;38.803;
2515.491;56.49;51.71;38.806;
2516.474;56.503;51.709;38.804;
2517.463;56.494;51.707;38.801;
2518.458;56.493;51.709;38.804;
2519.455;56.51;51.714;38.811;
2520.457;56.484;51.709;38.805;
2521.459;56.489;51.71;38.805;
2522.464;56.508;51.711;38.806;
2523.476;56.482;51.712;38.806;
2524.49;56.482;51.709;38.803;
2525.475;56.484;51.709;38.805;
2526.462;56.511;51.712;38.806;
2527.483;56.478;51.711;38.806;
2528.479;56.482;51.712;38.806;
2529.472;56.486;51.708;38.801;
2530.468;56.481;51.711;38.805;
2531.464;56.497;51.716;38.81;
2532.45;56.473;51.713;38.806;
2533.438;56.469;51.713;38.806;
2534.44;56.465;51.715;38.807;
2535.428;56.472;51.713;38.806;
2536.41;56.476;51.711;38.803;
2537.405;56.465;51.713;38.807;
2538.414;56.465;51.712;38.805;
2539.418;56.475;51.712;38.805;
2540.422;56.472;51.713;38.805;
2541.405;56.473;51.711;38.802;
2542.417;56.485;51.717;38.809;
2543.401;56.464;51.713;38.805;
2544.394;56.472;51.711;38.802;
2545.396;56.464;51.714;38.805;
2546.379;56.468;51.714;38.804;
2547.362;56.467;51.713;38.804;
2548.355;56.472;51.713;38.803;
2549.352;56.441;51.712;38.803;
2550.358;56.461;51.714;38.804;
2551.365;56.463;51.715;38.805;
2552.348;56.461;51.713;38.804;
2553.334;56.454;51.714;38.804;
2554.326;56.458;51.715;38.804;
2555.32;56.452;51.714;38.804;
2556.32;56.456;51.714;38.803;
2557.322;56.462;51.712;38.803;
2558.335;56.461;51.713;38.804;
2559.318;56.462;51.712;38.802;
2560.305;56.465;51.714;38.804;
2561.297;56.452;51.716;38.805;
2562.29;56.449;51.714;38.803;
2563.29;56.461;51.713;38.803;
2564.282;56.446;51.713;38.803;
2565.279;56.453;51.713;38.802;
2566.293;56.451;51.714;38.802;
2567.299;56.452;51.715;38.801;
2568.298;56.447;51.715;38.803;
2569.31;56.451;51.713;38.799;
2570.305;56.446;51.714;38.802;
2571.302;56.444;51.715;38.802;
2572.288;56.446;51.715;38.802;
2573.268;56.447;51.714;38.801;
2574.25;56.443;51.715;38.802;
2575.247;56.451;51.714;38.802;
2576.26;56.443;51.713;38.801;
2577.251;56.447;51.713;38.8;
2578.245;56.449;51.711;38.798;
2579.242;56.442;51.712;38.799;
2580.244;56.447;51.714;38.801;
2581.259;56.441;51.716;38.802;
2582.278;56.436;51.714;38.799;
2583.276;56.436;51.714;38.8;
2584.277;56.437;51.714;38.8;
2585.296;56.436;51.715;38.801;
2586.292;56.438;51.715;38.8;
2587.292;56.443;51.715;38.8;
2588.299;56.43;51.713;38.798;
2589.307;56.44;51.714;38.799;
2590.321;56.428;51.714;38.798;
2591.31;56.431;51.715;38.799;
2592.304;56.433;51.715;38.8;
2593.303;56.448;51.717;38.801;
2594.305;56.434;51.714;38.798;
2595.313;56.427;51.714;38.798;
2596.321;56.427;51.715;38.799;
2597.329;56.435;51.715;38.799;
2598.31;56.425;51.714;38.797;
2599.297;56.425;51.715;38.799;
2600.285;56.422;51.715;38.8;
2601.277;56.422;51.714;38.798;
2602.274;56.428;51.715;38.798;
2603.271;56.42;51.718;38.8;
2604.275;56.421;51.715;38.798;
2605.277;56.418;51.716;38.799;
2606.272;56.423;51.716;38.799;
2607.271;56.417;51.716;38.798;
2608.269;56.411;51.714;38.797;
2609.263;56.417;51.715;38.796;
2610.269;56.423;51.715;38.798;
2611.253;56.417;51.717;38.799;
2612.241;56.415;51.715;38.796;
2613.239;56.418;51.715;38.797;
2614.243;56.418;51.715;38.797;
2615.263;56.4;51.716;38.797;
2616.267;56.41;51.716;38.797;
2617.274;56.395;51.714;38.795;
2618.265;56.407;51.717;38.798;
2619.248;56.41;51.715;38.796;
2620.231;56.408;51.716;38.796;
2621.247;56.414;51.715;38.796;
2622.244;56.408;51.714;38.794;
2623.245;56.394;51.713;38.794;
2624.231;56.414;51.716;38.797;
2625.198;56.406;51.716;38.796;
2626.193;56.404;51.716;38.795;
2627.168;56.407;51.716;38.795;
2628.175;56.405;51.717;38.797;
2629.171;56.386;51.716;38.795;
2630.17;56.405;51.716;38.795;
2631.173;56.399;51.716;38.795;
2632.184;56.405;51.715;38.794;
2633.195;56.405;51.715;38.794;
2634.209;56.402;51.719;38.8;
2635.197;56.401;51.717;38.796;
2636.19;56.403;51.716;38.794;
2637.187;56.4;51.718;38.796;
2638.186;56.4;51.715;38.794;
2639.172;56.395;51.715;38.793;
2640.153;56.392;51.715;38.793;
2641.148;56.406;51.716;38.794;
2642.14;56.397;51.718;38.794;
2643.14;56.394;51.719;38.796;
2644.151;56.391;51.718;38.794;
2645.142;56.388;51.716;38.793;
2646.134;56.391;51.719;38.795;
2647.135;56.398;51.717;38.794;
2648.137;56.394;51.717;38.793;
2649.132;56.392;51.717;38.794;
2650.129;56.392;51.716;38.792;
2651.109;56.386;51.715;38.791;
2652.095;56.375;51.715;38.791;
2653.086;56.39;51.717;38.794;
2654.087;56.389;51.716;38.792;
2655.071;56.384;51.716;38.791;
2656.093;56.384;51.714;38.79;
2657.096;56.389;51.716;38.792;
2658.101;56.378;51.715;38.79;
2659.094;56.384;51.715;38.79;
2660.093;56.388;51.717;38.792;
2661.097;56.378;51.715;38.79;
2662.075;56.382;51.716;38.79;
2663.091;56.382;51.716;38.791;
2664.079;56.382;51.715;38.789;
2665.071;56.387;51.717;38.792;
2666.094;56.381;51.714;38.789;
2667.071;56.372;51.715;38.789;
2668.078;56.379;51.715;38.79;
2669.058;56.383;51.716;38.79;
2670.075;56.377;51.715;38.789;
2671.067;56.383;51.716;38.79;
2672.063;56.369;51.715;38.788;
2673.044;56.372;51.715;38.788;
2674.023;56.382;51.715;38.789;
2675.036;56.366;51.714;38.787;
2676.015;56.375;51.715;38.788;
2677.025;56.375;51.717;38.791;
2678.042;56.367;51.718;38.792;
2679.031;56.359;51.716;38.79;
2680.022;56.371;51.716;38.789;
2681.012;56.366;51.716;38.788;
2682.013;56.361;51.717;38.79;
2683.022;56.377;51.718;38.791;
2684.039;56.372;51.717;38.789;
2685.031;56.368;51.716;38.787;
2686.032;56.356;51.715;38.787;
2687.04;56.362;51.714;38.787;
2688.052;56.36;51.715;38.787;
2689.044;56.367;51.713;38.784;
2690.043;56.37;51.715;38.786;
2691.031;56.37;51.715;38.786;
2692.032;56.361;51.714;38.785;
2693.023;56.354;51.714;38.786;
2694.024;56.36;51.717;38.789;
2695.029;56.354;51.715;38.786;
2696.04;56.349;51.717;38.788;
2697.052;56.354;51.717;38.788;
2698.041;56.348;51.718;38.788;
2699.06;56.346;51.716;38.787;
2700.054;56.347;51.717;38.788;
2701.053;56.355;51.715;38.785;
2702.055;56.338;51.716;38.785;
2703.062;56.347;51.715;38.784;
2704.057;56.349;51.715;38.786;
2705.056;56.351;51.716;38.785;
2706.058;56.358;51.713;38.782;
2707.06;56.34;51.717;38.787;
2708.052;56.346;51.714;38.783;
2709.048;56.343;51.714;38.782;
2710.029;56.348;51.716;38.786;
2711.024;56.343;51.715;38.783;
2712.031;56.337;51.715;38.783;
2713.024;56.347;51.716;38.784;
2714.027;56.334;51.717;38.785;
2715.038;56.334;51.717;38.786;
2716.027;56.333;51.717;38.785;
2717.012;56.348;51.716;38.783;
2718.008;56.329;51.716;38.784;
2719.013;56.378;51.717;38.782;
2720.026;56.336;51.715;38.784;
2721.021;56.345;51.716;38.783;
2722.009;56.336;51.716;38.782;
2723.006;56.336;51.716;38.783;
2724.009;56.327;51.718;38.785;
2724.991;56.343;51.715;38.779;
2725.974;56.329;51.715;38.781;
2726.966;56.324;51.717;38.783;
2727.962;56.324;51.718;38.785;
2728.967;56.324;51.719;38.785;
2729.977;56.322;51.719;38.785;
2730.989;56.323;51.716;38.782;
2731.974;56.328;51.716;38.783;
2732.962;56.323;51.715;38.78;
2733.982;56.337;51.715;38.777;
2734.979;56.335;51.713;38.776;
2735.98;56.315;51.716;38.781;
2736.984;56.322;51.717;38.783;
2737.99;56.333;51.712;38.774;
2738.967;56.315;51.717;38.781;
2739.988;56.323;51.714;38.779;
2740.976;56.316;51.714;38.779;
2741.968;56.304;51.716;38.781;
2742.949;56.36;51.72;38.782;
2743.949;56.33;51.715;38.778;
2744.942;56.313;51.716;38.781;
2745.943;56.307;51.714;38.778;
2746.957;56.313;51.717;38.78;
2747.943;56.306;51.716;38.78;
2748.944;56.314;51.714;38.775;
2749.959;56.35;51.719;38.781;
2750.969;56.312;51.718;38.782;
2751.959;56.327;51.713;38.772;
2752.956;56.311;51.713;38.773;
2753.945;56.323;51.714;38.775;
2754.961;56.3;51.715;38.778;
2755.984;56.348;51.72;38.78;
2756.963;56.299;51.717;38.78;
2757.953;56.33;51.714;38.774;
2758.954;56.316;51.717;38.777;
2759.962;56.32;51.714;38.773;
2760.96;56.32;51.713;38.771;
2761.958;56.316;51.715;38.775;
2762.95;56.324;51.712;38.771;
2763.969;56.314;51.715;38.774;
2764.963;56.31;51.714;38.773;
2765.981;56.308;51.716;38.774;
2766.972;56.316;51.712;38.77;
2767.965;56.292;51.715;38.775;
2768.962;56.291;51.716;38.776;
2769.964;56.311;51.713;38.771;
2770.975;56.335;51.719;38.778;
2771.961;56.311;51.715;38.773;
2772.962;56.303;51.712;38.77;
2773.967;56.31;51.713;38.771;
2774.96;56.289;51.714;38.774;
2775.956;56.291;51.713;38.774;
2776.941;56.3;51.713;38.771;
2777.933;56.303;51.713;38.77;
2778.928;56.296;51.713;38.77;
2779.916;56.287;51.716;38.777;
2780.916;56.301;51.712;38.769;
2781.904;56.291;51.711;38.769;
2782.904;56.28;51.716;38.776;
2783.886;56.291;51.715;38.771;
2784.883;56.294;51.712;38.769;
2785.893;56.295;51.716;38.772;
2786.898;56.277;51.713;38.773;
2787.878;56.298;51.714;38.771;
2788.869;56.285;51.714;38.77;
2789.875;56.291;51.714;38.769;
2790.885;56.295;51.715;38.771;
2791.886;56.29;51.712;38.768;
2792.884;56.31;51.717;38.773;
2793.893;56.285;51.712;38.767;
2794.876;56.287;51.712;38.767;
2795.864;56.283;51.712;38.767;
2796.856;56.268;51.716;38.774;
2797.865;56.273;51.711;38.766;
2798.871;56.278;51.712;38.766;
2799.884;56.278;51.711;38.766;
2800.9;56.279;51.71;38.764;
2801.897;56.295;51.715;38.77;
2802.88;56.279;51.71;38.765;
2803.865;56.28;51.713;38.768;
2804.85;56.269;51.711;38.765;
2805.842;56.253;51.711;38.768;
2806.848;56.302;51.715;38.77;
2807.85;56.273;51.71;38.764;
2808.84;56.266;51.712;38.765;
2809.829;56.275;51.714;38.767;
2810.818;56.267;51.71;38.763;
2811.793;56.274;51.711;38.764;
2812.776;56.264;51.711;38.763;
2813.773;56.265;51.712;38.765;
2814.766;56.255;51.711;38.764;
2815.763;56.27;51.713;38.765;
2816.77;56.262;51.712;38.765;
2817.764;56.262;51.71;38.762;
2818.758;56.258;51.711;38.763;
2819.758;56.265;51.713;38.766;
2820.744;56.255;51.712;38.764;
2821.754;56.257;51.713;38.765;
2822.747;56.261;51.712;38.764;
2823.741;56.256;51.711;38.763;
2824.74;56.257;51.712;38.764;
2825.721;56.259;51.711;38.763;
2826.7;56.25;51.712;38.764;
2827.702;56.249;51.71;38.761;
2828.722;56.249;51.711;38.762;
2829.712;56.246;51.712;38.762;
2830.707;56.231;51.712;38.762;
2831.706;56.249;51.712;38.763;
2832.71;56.25;51.711;38.761;
2833.715;56.23;51.713;38.765;
2834.725;56.263;51.712;38.763;
2835.707;56.248;51.711;38.762;
2836.697;56.245;51.711;38.761;
2837.688;56.244;51.712;38.762;
2838.689;56.246;51.71;38.76;
2839.692;56.233;51.709;38.759;
2840.697;56.25;51.71;38.759;
2841.694;56.242;51.708;38.758;
2842.692;56.242;51.708;38.757;
2843.694;56.246;51.708;38.758;
2844.699;56.236;51.711;38.76;
2845.701;56.226;51.709;38.758;
2846.694;56.238;51.709;38.758;
2847.69;56.234;51.71;38.758;
2848.667;56.248;51.714;38.762;
2849.661;56.238;51.711;38.759;
2850.66;56.231;51.707;38.756;
2851.665;56.22;51.708;38.757;
2852.659;56.215;51.708;38.756;
2853.642;56.22;51.709;38.757;
2854.632;56.228;51.711;38.759;
2855.628;56.228;51.712;38.759;
2856.623;56.222;51.711;38.758;
2857.611;56.24;51.715;38.762;
2858.61;56.22;51.712;38.759;
2859.591;56.215;51.711;38.758;
2860.586;56.222;51.712;38.759;
2861.59;56.217;51.712;38.758;
2862.597;56.211;51.71;38.756;
2863.585;56.22;51.711;38.758;
2864.574;56.218;51.713;38.763;
2865.573;56.221;51.711;38.757;
2866.563;56.22;51.711;38.758;
2867.551;56.209;51.711;38.757;
2868.547;56.205;51.712;38.757;
2869.543;56.218;51.711;38.757;
2870.54;56.219;51.712;38.758;
2871.546;56.215;51.709;38.755;
2872.551;56.218;51.711;38.757;
2873.564;56.206;51.711;38.755;
2874.548;56.205;51.71;38.755;
2875.537;56.195;51.712;38.756;
2876.536;56.197;51.709;38.753;
2877.532;56.196;51.711;38.756;
2878.522;56.205;51.712;38.756;
2879.493;56.201;51.711;38.756;
2880.489;56.189;51.712;38.755;
2881.481;56.193;51.712;38.756;
2882.484;56.219;51.716;38.759;
2883.478;56.191;51.713;38.757;
2884.486;56.198;51.713;38.757;
2885.472;56.205;51.712;38.756;
2886.48;56.205;51.715;38.758;
2887.489;56.209;51.71;38.754;
2888.482;56.19;51.71;38.754;
2889.485;56.185;51.713;38.756;
2890.479;56.181;51.712;38.755;
2891.473;56.189;51.715;38.758;
2892.448;56.198;51.713;38.755;
2893.438;56.185;51.715;38.757;
2894.438;56.195;51.712;38.754;
2895.438;56.206;51.715;38.757;
2896.428;56.176;51.713;38.755;
2897.404;56.176;51.713;38.756;
2898.395;56.21;51.714;38.756;
2899.395;56.176;51.712;38.755;
2900.377;56.18;51.714;38.756;
2901.362;56.191;51.712;38.753;
2902.35;56.171;51.712;38.755;
2903.348;56.168;51.713;38.754;
2904.349;56.173;51.711;38.753;
2905.353;56.168;51.713;38.755;
2906.357;56.176;51.711;38.751;
2907.371;56.169;51.713;38.753;
2908.359;56.167;51.712;38.752;
2909.348;56.156;51.709;38.75;
2910.34;56.154;51.712;38.753;
2911.334;56.159;51.712;38.754;
2912.331;56.147;51.711;38.752;
2913.336;56.201;51.718;38.758;
2914.328;56.167;51.714;38.753;
2915.322;56.163;51.712;38.751;
2916.338;56.162;51.713;38.752;
2917.322;56.152;51.712;38.751;
2918.32;56.168;51.712;38.75;
2919.307;56.18;51.715;38.754;
2920.306;56.156;51.715;38.755;
2921.294;56.162;51.712;38.75;
2922.297;56.161;51.714;38.753;
2923.292;56.158;51.713;38.752;
2924.283;56.165;51.713;38.752;
2925.275;56.168;51.713;38.751;
2926.277;56.144;51.714;38.752;
2927.286;56.159;51.713;38.751;
2928.277;56.152;51.715;38.755;
2929.302;56.155;51.715;38.753;
2930.306;56.15;51.714;38.751;
2931.312;56.139;51.716;38.753;
2932.318;56.149;51.714;38.752;
2933.309;56.152;51.713;38.751;
2934.3;56.153;51.715;38.753;
2935.305;56.155;51.714;38.751;
2936.309;56.136;51.718;38.755;
2937.321;56.128;51.714;38.751;
2938.339;56.126;51.715;38.752;
2939.329;56.135;51.714;38.751;
2940.323;56.123;51.714;38.752;
2941.324;56.135;51.715;38.752;
2942.339;56.13;51.714;38.75;
2943.327;56.112;51.716;38.752;
2944.32;56.119;51.713;38.75;
2945.332;56.117;51.717;38.753;
2946.335;56.13;51.713;38.748;
2947.342;56.136;51.714;38.75;
2948.333;56.14;51.714;38.749;
2949.328;56.144;51.717;38.753;
2950.334;56.128;51.712;38.748;
2951.327;56.119;51.712;38.746;
2952.331;56.13;51.716;38.752;
2953.315;56.117;51.715;38.751;
2954.305;56.118;51.713;38.747;
2955.315;56.112;51.715;38.75;
2956.316;56.155;51.717;38.75;
2957.298;56.114;51.714;38.748;
2958.297;56.108;51.714;38.748;
2959.302;56.121;51.715;38.749;
2960.283;56.117;51.712;38.745;
2961.287;56.108;51.715;38.75;
2962.262;56.101;51.716;38.75;
2963.274;56.106;51.714;38.748;
2964.259;56.105;51.716;38.75;
2965.253;56.103;51.716;38.749;
2966.255;56.103;51.713;38.746;
2967.233;56.105;51.714;38.747;
2968.217;56.093;51.715;38.748;
2969.202;56.099;51.714;38.747;
2970.198;56.098;51.713;38.746;
2971.199;56.122;51.715;38.748;
2972.208;56.104;51.712;38.745;
2973.221;56.102;51.714;38.748;
2974.208;56.096;51.715;38.748;
2975.194;56.104;51.712;38.743;
2976.187;56.104;51.711;38.745;
2977.179;56.094;51.715;38.747;
2978.176;56.101;51.711;38.744;
2979.178;56.113;51.715;38.748;
2980.168;56.089;51.715;38.747;
2981.148;56.091;51.714;38.746;
2982.145;56.09;51.712;38.744;
2983.148;56.092;51.714;38.746;
2984.156;56.091;51.713;38.744;
2985.16;56.086;51.716;38.747;
2986.167;56.084;51.714;38.744;
2987.151;56.086;51.714;38.745;
2988.157;56.084;51.716;38.747;
2989.134;56.084;51.715;38.746;
2990.12;56.089;51.713;38.742;
2991.126;56.085;51.716;38.747;
2992.109;56.086;51.715;38.745;
2993.096;56.075;51.713;38.743;
2994.092;56.083;51.713;38.744;
2995.095;56.082;51.715;38.745;
2996.105;56.081;51.714;38.744;
2997.09;56.08;51.715;38.745;
2998.08;56.075;51.714;38.744;
2999.075;56.079;51.712;38.742;
3000.073;56.079;51.715;38.744;
3001.076;56.079;51.714;38.744;
3002.088;56.076;51.714;38.744;
3003.08;56.08;51.712;38.742;
3004.072;56.075;51.713;38.742;
3005.066;56.071;51.716;38.745;
3006.069;56.071;51.715;38.743;
3007.073;56.075;51.716;38.744;
3008.081;56.069;51.716;38.744;
3009.091;56.065;51.717;38.745;
3010.105;56.074;51.715;38.743;
3011.122;56.071;51.713;38.742;
3012.108;56.072;51.714;38.742;
3013.098;56.072;51.714;38.742;
3014.09;56.07;51.716;38.744;
3015.083;56.068;51.716;38.744;
3016.062;56.06;51.714;38.741;
3017.052;56.072;51.714;38.742;
3018.034;56.072;51.714;38.742;
3019.012;56.069;51.716;38.743;
3020.014;56.061;51.715;38.741;
3021.007;56.062;51.714;38.741;
3022.02;56.061;51.714;38.741;
3023.015;56.065;51.716;38.742;
3024.009;56.063;51.716;38.743;
3024.994;56.062;51.717;38.744;
3025.986;56.057;51.714;38.74;
3026.986;56.067;51.714;38.741;
3027.995;56.054;51.714;38.74;
3029.003;56.063;51.715;38.741;
3029.989;56.064;51.716;38.743;
3030.979;56.058;51.713;38.739;
3031.982;56.06;51.715;38.741;
3032.978;56.056;51.714;38.74;
3033.99;56.055;51.715;38.741;
3034.982;56.054;51.716;38.741;
3035.986;56.052;51.716;38.74;
3036.989;56.064;51.718;38.743;
3037.994;56.054;51.714;38.739;
3039.009;56.051;51.715;38.74;
3040.026;56.046;51.715;38.74;
3041.017;56.06;51.714;38.74;
3042.011;56.048;51.714;38.739;
3043.007;56.065;51.716;38.74;
3044.011;56.047;51.714;38.739;
3045.017;56.048;51.713;38.738;
3046.011;56.052;51.714;38.739;
3047.006;56.046;51.714;38.738;
3047.988;56.044;51.714;38.737;
3048.968;56.042;51.714;38.738;
3049.954;56.051;51.714;38.738;
3050.943;56.043;51.715;38.739;
3051.943;56.043;51.715;38.738;
3052.924;56.047;51.715;38.738;
3053.93;56.045;51.715;38.738;
3054.941;56.045;51.715;38.738;
3055.947;56.045;51.714;38.738;
3056.958;56.034;51.714;38.737;
3057.951;56.035;51.716;38.739;
3058.934;56.037;51.715;38.738;
3059.935;56.04;51.714;38.737;
3060.935;56.034;51.717;38.739;
3061.943;56.031;51.714;38.737;
3062.931;56.054;51.718;38.74;
3063.928;56.032;51.714;38.736;
3064.932;56.035;51.715;38.738;
3065.949;56.049;51.717;38.739;
3066.942;56.035;51.714;38.736;
3067.948;56.048;51.718;38.739;
3068.958;56.031;51.715;38.736;
3069.94;56.039;51.718;38.74;
3070.928;56.027;51.717;38.739;
3071.923;56.025;51.714;38.736;
3072.921;56.032;51.714;38.736;
3073.928;56.044;51.716;38.736;
3074.909;56.027;51.715;38.736;
3075.896;56.052;51.718;38.738;
3076.889;56.021;51.715;38.736;
3077.883;56.043;51.714;38.734;
3078.885;56.046;51.717;38.737;
3079.888;56.047;51.716;38.736;
3080.883;56.043;51.716;38.736;
3081.878;56.049;51.716;38.737;
3082.88;56.039;51.715;38.734;
3083.876;56.044;51.716;38.737;
3084.862;56.039;51.716;38.736;
3085.846;56.042;51.717;38.736;
3086.852;56.035;51.716;38.735;
3087.866;56.022;51.717;38.736;
3088.849;56.036;51.715;38.734;
3089.846;56.035;51.715;38.734;
3090.847;56.013;51.712;38.731;
3091.848;56.031;51.713;38.732;
3092.845;56.037;51.715;38.734;
3093.853;56.032;51.714;38.733;
3094.865;56.03;51.715;38.735;
3095.855;56.024;51.714;38.733;
3096.85;56.034;51.714;38.732;
3097.854;56.029;51.714;38.733;
3098.862;56.01;51.713;38.732;
3099.849;56.033;51.715;38.733;
3100.846;56.022;51.716;38.733;
3101.846;56.023;51.714;38.732;
3102.855;56.028;51.714;38.732;
3103.869;56.023;51.714;38.732;
3104.87;56.017;51.714;38.732;
3105.856;56.018;51.712;38.729;
3106.849;56.026;51.713;38.731;
3107.845;56.004;51.713;38.732;
3108.849;56.02;51.714;38.73;
3109.835;56.007;51.714;38.732;
3110.838;56.018;51.712;38.729;
3111.828;56.018;51.713;38.729;
3112.813;56.015;51.712;38.729;
3113.807;56.014;51.714;38.73;
3114.797;56.014;51.713;38.73;
3115.798;56.003;51.714;38.731;
3116.809;56.009;51.712;38.729;
3117.802;56.022;51.713;38.728;
3118.804;56.023;51.714;38.73;
3119.78;56.017;51.714;38.73;
3120.792;56.01;51.714;38.731;
3121.809;56.002;51.714;38.729;
3122.805;56.008;51.712;38.728;
3123.808;56.009;51.714;38.73;
3124.806;55.999;51.714;38.73;
3125.814;56.012;51.715;38.731;
3126.825;56.009;51.714;38.729;
