IDs:;240715_05_240712D;05_DNAJB6_01_480_uM;
Concentration [uM]:;1.48;;
Time [s];Surface tension [mJ/m^2];Area [mm^2];Volume [mm^3]
4935.775;54.146;51.667;38.357
4936.769;54.141;51.665;38.356
4937.779;54.138;51.665;38.356
4938.765;54.148;51.667;38.357
4939.757;54.142;51.666;38.357
4940.733;54.144;51.666;38.356
4941.72;54.157;51.665;38.356
4942.716;54.139;51.665;38.355
4943.71;54.145;51.666;38.356
4944.694;54.142;51.667;38.357
4945.688;54.16;51.669;38.359
4946.692;54.14;51.667;38.357
4947.708;54.148;51.665;38.355
4948.712;54.136;51.668;38.358
4949.694;54.15;51.665;38.357
4950.681;54.159;51.664;38.355
4951.672;54.149;51.665;38.355
4952.672;54.152;51.668;38.358
4953.685;54.133;51.663;38.353
4954.675;54.155;51.664;38.354
4955.668;54.136;51.664;38.354
4956.665;54.14;51.661;38.351
4957.666;54.138;51.659;38.35
4958.645;54.141;51.66;38.351
4959.656;54.13;51.66;38.349
4960.642;54.132;51.66;38.35
4961.663;54.134;51.659;38.348
4962.662;54.151;51.66;38.351
4963.666;54.123;51.658;38.348
4964.646;54.147;51.659;38.348
4965.63;54.146;51.661;38.351
4966.614;54.133;51.659;38.349
4967.603;54.123;51.659;38.348
4968.591;54.13;51.659;38.348
4969.585;54.133;51.657;38.346
4970.58;54.117;51.655;38.344
4971.58;54.13;51.656;38.345
4972.583;54.127;51.657;38.347
4973.581;54.129;51.656;38.345
4974.574;54.131;51.652;38.343
4975.562;54.131;51.655;38.345
4976.555;54.13;51.657;38.347
4977.545;54.131;51.655;38.344
4978.541;54.132;51.656;38.346
4979.523;54.126;51.657;38.346
4980.514;54.131;51.655;38.345
4981.517;54.125;51.654;38.344
4982.511;54.122;51.654;38.344
4983.494;54.139;51.656;38.346
4984.486;54.136;51.655;38.345
4985.485;54.128;51.654;38.344
4986.492;54.126;51.655;38.344
4987.487;54.142;51.659;38.348
4988.488;54.127;51.655;38.345
4989.474;54.135;51.658;38.347
4990.466;54.136;51.658;38.348
4991.476;54.129;51.653;38.344
4992.471;54.127;51.652;38.342
4993.472;54.131;51.655;38.345
4994.479;54.132;51.654;38.344
4995.492;54.127;51.654;38.345
4996.48;54.122;51.654;38.343
4997.476;54.125;51.656;38.345
4998.493;54.141;51.656;38.346
4999.503;54.127;51.655;38.345
5000.493;54.132;51.656;38.346
