IDs:;240716_09_240712G;09_DNAJB6_00_439_uM;
Concentration [uM]:;0.439;;
Time [s];Surface tension [mJ/m^2];Area [mm^2];Volume [mm^3]
2500.004;58.602;51.149;38.68
2500.994;58.63;51.15;38.681
2501.974;58.629;51.151;38.681
2502.968;58.641;51.152;38.682
2503.972;58.619;51.151;38.68
2504.979;58.605;51.15;38.679
2505.963;58.611;51.15;38.68
2506.951;58.593;51.148;38.678
2507.946;58.585;51.148;38.678
2508.95;58.606;51.148;38.678
2509.956;58.605;51.147;38.676
2510.975;58.614;51.15;38.679
2511.973;58.606;51.148;38.677
2512.965;58.627;51.151;38.679
2513.969;58.601;51.147;38.676
2514.953;58.63;51.15;38.679
2515.948;58.596;51.148;38.677
2516.947;58.597;51.146;38.674
2517.956;58.62;51.149;38.677
2518.953;58.601;51.147;38.675
2519.949;58.588;51.147;38.676
2520.964;58.593;51.148;38.676
2521.961;58.617;51.152;38.679
2522.946;58.597;51.146;38.674
2523.927;58.608;51.149;38.676
2524.911;58.578;51.145;38.673
2525.905;58.576;51.146;38.674
2526.905;58.588;51.147;38.674
2527.899;58.606;51.148;38.675
2528.893;58.594;51.149;38.675
2529.9;58.606;51.148;38.675
2530.877;58.573;51.146;38.673
2531.868;58.596;51.149;38.675
2532.84;58.584;51.148;38.675
2533.849;58.598;51.147;38.673
2534.837;58.59;51.147;38.673
2535.825;58.593;51.149;38.675
2536.83;58.604;51.147;38.674
2537.831;58.58;51.149;38.675
2538.841;58.587;51.147;38.673
2539.853;58.576;51.146;38.672
2540.842;58.573;51.148;38.673
2541.833;58.575;51.146;38.671
2542.828;58.592;51.149;38.675
2543.826;58.579;51.145;38.671
2544.832;58.587;51.149;38.675
2545.824;58.584;51.148;38.673
2546.821;58.557;51.145;38.671
2547.816;58.587;51.149;38.674
2548.803;58.575;51.147;38.672
2549.799;58.583;51.147;38.672
2550.808;58.565;51.146;38.671
2551.814;58.572;51.147;38.671
2552.806;58.569;51.146;38.671
2553.802;58.579;51.147;38.671
2554.804;58.578;51.149;38.672
2555.789;58.58;51.149;38.673
2556.781;58.574;51.147;38.671
2557.789;58.581;51.148;38.672
2558.775;58.568;51.149;38.673
2559.771;58.566;51.148;38.67
2560.778;58.576;51.148;38.672
2561.794;58.564;51.145;38.669
2562.783;58.572;51.149;38.672
2563.774;58.577;51.148;38.672
2564.763;58.565;51.147;38.67
2565.748;58.558;51.147;38.67
2566.769;58.564;51.147;38.67
2567.758;58.552;51.146;38.668
2568.752;58.574;51.147;38.671
2569.75;58.567;51.148;38.67
2570.758;58.567;51.148;38.67
2571.769;58.566;51.146;38.669
2572.754;58.571;51.147;38.67
2573.742;58.558;51.148;38.671
2574.737;58.558;51.147;38.669
2575.735;58.56;51.148;38.67
2576.736;58.558;51.147;38.669
2577.741;58.561;51.146;38.668
2578.736;58.551;51.148;38.67
2579.734;58.538;51.145;38.666
2580.729;58.554;51.147;38.668
2581.727;58.557;51.147;38.669
2582.718;58.549;51.146;38.667
2583.716;58.563;51.148;38.67
2584.719;58.547;51.144;38.666
2585.711;58.543;51.146;38.667
2586.703;58.551;51.148;38.669
2587.718;58.557;51.148;38.669
2588.725;58.56;51.146;38.667
2589.734;58.551;51.146;38.667
2590.723;58.55;51.147;38.667
2591.722;58.554;51.145;38.666
2592.7;58.548;51.145;38.665
2593.717;58.545;51.146;38.666
2594.714;58.545;51.144;38.664
2595.716;58.541;51.146;38.667
2596.73;58.534;51.145;38.665
2597.716;58.544;51.145;38.665
2598.718;58.536;51.143;38.663
2599.721;58.54;51.145;38.665
2600.73;58.536;51.144;38.663
2601.743;58.529;51.145;38.664
2602.735;58.542;51.144;38.663
2603.759;58.543;51.144;38.664
2604.765;58.539;51.143;38.663
2605.775;58.545;51.144;38.663
2606.759;58.534;51.142;38.661
2607.748;58.524;51.143;38.661
2608.77;58.526;51.142;38.66
2609.765;58.527;51.141;38.66
2610.763;58.531;51.142;38.661
2611.768;58.519;51.142;38.66
2612.748;58.524;51.141;38.66
2613.745;58.519;51.144;38.662
2614.743;58.522;51.14;38.658
2615.721;58.521;51.141;38.659
2616.704;58.522;51.141;38.659
2617.716;58.518;51.141;38.658
2618.719;58.516;51.141;38.659
2619.716;58.525;51.142;38.66
2620.718;58.523;51.141;38.659
2621.737;58.52;51.139;38.657
2622.747;58.524;51.141;38.659
2623.741;58.517;51.141;38.658
2624.739;58.522;51.14;38.658
2625.729;58.519;51.141;38.658
2626.707;58.524;51.141;38.659
2627.698;58.516;51.14;38.657
2628.699;58.514;51.142;38.659
2629.704;58.511;51.139;38.656
2630.716;58.514;51.14;38.658
2631.7;58.512;51.141;38.658
2632.689;58.506;51.14;38.656
2633.684;58.514;51.141;38.658
2634.687;58.515;51.141;38.658
2635.695;58.509;51.14;38.657
2636.68;58.508;51.142;38.658
2637.673;58.509;51.141;38.657
2638.663;58.511;51.14;38.656
2639.66;58.508;51.141;38.657
2640.662;58.505;51.14;38.656
2641.665;58.502;51.141;38.656
2642.663;58.502;51.139;38.655
2643.661;58.504;51.139;38.655
2644.644;58.5;51.14;38.655
2645.642;58.506;51.138;38.654
2646.657;58.508;51.141;38.657
2647.663;58.501;51.138;38.653
2648.657;58.498;51.139;38.654
2649.661;58.49;51.14;38.654
2650.659;58.495;51.139;38.654
2651.671;58.492;51.14;38.654
2652.664;58.496;51.138;38.652
2653.651;58.493;51.139;38.654
2654.652;58.486;51.139;38.653
2655.653;58.494;51.137;38.651
2656.653;58.483;51.14;38.654
2657.65;58.485;51.138;38.652
2658.643;58.491;51.139;38.654
2659.657;58.479;51.139;38.652
2660.668;58.493;51.138;38.652
2661.688;58.49;51.139;38.653
2662.686;58.489;51.137;38.651
2663.686;58.482;51.138;38.652
2664.682;58.483;51.139;38.653
2665.677;58.488;51.137;38.651
2666.674;58.48;51.138;38.651
2667.673;58.472;51.14;38.653
2668.677;58.483;51.139;38.653
2669.683;58.472;51.142;38.654
2670.7;58.478;51.142;38.654
2671.717;58.47;51.139;38.652
2672.708;58.469;51.14;38.653
2673.7;58.469;51.139;38.651
2674.695;58.473;51.138;38.65
2675.695;58.473;51.14;38.652
2676.697;58.474;51.138;38.65
2677.707;58.464;51.14;38.652
2678.691;58.48;51.139;38.651
2679.692;58.466;51.139;38.65
2680.692;58.47;51.14;38.651
2681.681;58.471;51.139;38.651
2682.69;58.465;51.139;38.651
2683.681;58.467;51.14;38.652
2684.664;58.466;51.139;38.651
2685.649;58.461;51.139;38.65
2686.623;58.459;51.139;38.649
2687.618;58.47;51.139;38.651
2688.602;58.464;51.139;38.65
2689.589;58.459;51.137;38.648
2690.587;58.464;51.137;38.648
2691.596;58.455;51.138;38.649
2692.612;58.452;51.139;38.649
2693.613;58.457;51.137;38.647
2694.621;58.457;51.138;38.649
2695.634;58.459;51.138;38.648
2696.627;58.45;51.139;38.649
2697.628;58.459;51.137;38.647
2698.636;58.453;51.137;38.648
2699.647;58.447;51.137;38.646
2700.634;58.455;51.137;38.646
2701.627;58.456;51.138;38.647
2702.624;58.456;51.137;38.647
2703.628;58.447;51.139;38.648
2704.632;58.449;51.136;38.645
2705.624;58.44;51.138;38.646
2706.619;58.449;51.138;38.648
2707.62;58.445;51.138;38.646
2708.614;58.424;51.135;38.644
2709.603;58.445;51.139;38.648
2710.583;58.442;51.139;38.648
2711.569;58.441;51.137;38.646
2712.565;58.443;51.138;38.647
2713.562;58.447;51.137;38.646
2714.576;58.433;51.138;38.646
2715.585;58.442;51.135;38.644
2716.584;58.442;51.137;38.645
2717.588;58.437;51.137;38.645
2718.571;58.433;51.136;38.644
2719.563;58.44;51.135;38.643
2720.56;58.437;51.136;38.645
2721.562;58.427;51.135;38.643
2722.573;58.434;51.135;38.643
2723.593;58.443;51.137;38.645
2724.589;58.432;51.137;38.644
2725.593;58.436;51.136;38.643
2726.583;58.43;51.137;38.644
2727.577;58.435;51.134;38.642
2728.583;58.423;51.136;38.644
2729.568;58.427;51.135;38.642
2730.552;58.431;51.134;38.641
2731.548;58.422;51.135;38.642
2732.544;58.42;51.137;38.643
2733.544;58.417;51.135;38.641
2734.563;58.421;51.135;38.642
2735.58;58.425;51.136;38.642
2736.581;58.392;51.132;38.637
2737.597;58.429;51.135;38.642
2738.594;58.42;51.135;38.641
2739.592;58.388;51.132;38.637
2740.599;58.407;51.136;38.641
2741.596;58.416;51.134;38.639
2742.597;58.413;51.136;38.642
2743.598;58.412;51.135;38.64
2744.578;58.421;51.135;38.641
2745.591;58.393;51.132;38.638
2746.589;58.419;51.133;38.639
2747.567;58.415;51.135;38.64
2748.559;58.383;51.132;38.637
2749.571;58.414;51.133;38.638
2750.557;58.411;51.135;38.64
2751.552;58.404;51.133;38.638
2752.531;58.38;51.13;38.635
2753.549;58.385;51.132;38.637
2754.553;58.402;51.135;38.639
2755.526;58.411;51.135;38.639
2756.538;58.405;51.136;38.64
2757.525;58.405;51.133;38.638
2758.521;58.41;51.132;38.637
2759.524;58.404;51.133;38.638
2760.534;58.406;51.134;38.638
2761.515;58.4;51.134;38.638
2762.533;58.402;51.133;38.637
2763.523;58.398;51.135;38.638
2764.521;58.397;51.132;38.635
2765.504;58.406;51.133;38.637
2766.486;58.376;51.131;38.634
2767.472;58.37;51.13;38.634
2768.462;58.392;51.133;38.637
2769.46;58.368;51.13;38.633
2770.462;58.398;51.133;38.637
2771.45;58.398;51.133;38.636
2772.435;58.366;51.129;38.632
2773.423;58.398;51.133;38.636
2774.422;58.398;51.131;38.635
2775.429;58.396;51.133;38.636
2776.421;58.401;51.133;38.637
2777.416;58.385;51.131;38.633
2778.399;58.394;51.133;38.635
2779.387;58.362;51.129;38.631
2780.39;58.356;51.128;38.63
2781.371;58.354;51.127;38.629
2782.371;58.385;51.132;38.635
2783.371;58.39;51.13;38.632
2784.375;58.381;51.133;38.635
2785.387;58.378;51.13;38.632
2786.406;58.355;51.128;38.63
2787.418;58.374;51.131;38.632
2788.443;58.377;51.13;38.631
2789.431;58.374;51.129;38.631
2790.415;58.381;51.13;38.632
2791.403;58.38;51.13;38.632
2792.394;58.379;51.129;38.631
2793.392;58.352;51.127;38.629
2794.394;58.374;51.129;38.63
2795.375;58.381;51.129;38.63
2796.391;58.367;51.13;38.631
2797.409;58.38;51.131;38.632
2798.401;58.381;51.13;38.632
2799.403;58.379;51.13;38.63
2800.407;58.376;51.131;38.632
2801.405;58.347;51.125;38.626
2802.408;58.377;51.131;38.631
2803.405;58.373;51.13;38.63
2804.39;58.373;51.129;38.629
2805.373;58.363;51.129;38.629
2806.361;58.374;51.129;38.63
2807.366;58.369;51.128;38.629
2808.364;58.341;51.127;38.626
2809.351;58.345;51.126;38.626
2810.347;58.368;51.129;38.628
2811.35;58.368;51.129;38.629
2812.333;58.364;51.13;38.63
2813.335;58.363;51.129;38.628
2814.309;58.368;51.127;38.627
2815.317;58.367;51.129;38.628
2816.311;58.363;51.128;38.627
2817.321;58.362;51.13;38.629
2818.309;58.354;51.129;38.627
2819.303;58.36;51.129;38.628
2820.3;58.357;51.13;38.628
2821.303;58.353;51.128;38.626
2822.281;58.352;51.128;38.626
2823.294;58.349;51.13;38.628
2824.285;58.351;51.127;38.626
2825.28;58.358;51.129;38.627
2826.28;58.36;51.129;38.627
2827.29;58.361;51.129;38.628
2828.299;58.357;51.127;38.626
2829.312;58.349;51.13;38.628
2830.297;58.366;51.127;38.625
2831.288;58.344;51.128;38.625
2832.28;58.317;51.125;38.623
2833.278;58.337;51.128;38.625
2834.272;58.348;51.128;38.625
2835.269;58.355;51.128;38.627
2836.247;58.342;51.13;38.627
2837.248;58.335;51.128;38.625
2838.255;58.344;51.128;38.625
2839.232;58.345;51.129;38.625
2840.233;58.315;51.124;38.621
2841.243;58.341;51.128;38.625
2842.235;58.312;51.124;38.62
2843.241;58.34;51.128;38.625
2844.223;58.348;51.126;38.623
2845.212;58.342;51.125;38.622
2846.21;58.342;51.128;38.625
2847.19;58.335;51.127;38.624
2848.185;58.328;51.127;38.624
2849.206;58.341;51.128;38.624
2850.198;58.316;51.127;38.622
2851.196;58.318;51.127;38.623
2852.172;58.331;51.127;38.623
2853.185;58.33;51.127;38.622
2854.185;58.328;51.127;38.622
2855.186;58.309;51.122;38.618
2856.194;58.327;51.128;38.623
2857.175;58.328;51.127;38.623
2858.164;58.319;51.127;38.622
2859.158;58.321;51.125;38.62
2860.161;58.332;51.126;38.621
2861.172;58.328;51.126;38.621
2862.183;58.321;51.124;38.619
2863.202;58.317;51.126;38.621
2864.188;58.32;51.124;38.619
2865.211;58.311;51.127;38.621
2866.207;58.317;51.125;38.619
2867.218;58.314;51.126;38.62
2868.217;58.312;51.124;38.618
2869.218;58.313;51.123;38.617
2870.218;58.317;51.124;38.618
2871.223;58.314;51.124;38.618
2872.224;58.316;51.125;38.619
2873.216;58.31;51.123;38.617
2874.224;58.303;51.126;38.62
2875.212;58.306;51.126;38.619
2876.212;58.319;51.123;38.618
2877.207;58.309;51.125;38.618
2878.202;58.317;51.123;38.617
2879.21;58.305;51.124;38.618
2880.198;58.308;51.124;38.618
2881.178;58.302;51.126;38.619
2882.166;58.304;51.124;38.617
2883.168;58.305;51.126;38.618
2884.173;58.296;51.126;38.617
2885.154;58.302;51.126;38.618
2886.168;58.271;51.122;38.614
2887.187;58.27;51.123;38.615
2888.209;58.3;51.127;38.619
2889.203;58.286;51.127;38.619
2890.203;58.278;51.121;38.613
2891.211;58.303;51.124;38.616
2892.191;58.302;51.125;38.618
2893.202;58.263;51.121;38.613
2894.218;58.293;51.124;38.615
2895.209;58.294;51.124;38.616
2896.205;58.264;51.121;38.613
2897.209;58.291;51.124;38.615
2898.193;58.288;51.124;38.616
2899.199;58.285;51.125;38.616
2900.2;58.261;51.12;38.612
2901.193;58.276;51.126;38.617
2902.187;58.261;51.121;38.611
2903.197;58.296;51.124;38.616
2904.173;58.288;51.127;38.618
2905.175;58.277;51.125;38.615
2906.157;58.25;51.122;38.612
2907.159;58.257;51.122;38.612
2908.141;58.258;51.122;38.612
2909.146;58.252;51.122;38.612
2910.129;58.258;51.123;38.613
2911.12;58.258;51.123;38.613
2912.118;58.254;51.122;38.612
2913.099;58.281;51.126;38.615
2914.101;58.256;51.122;38.612
2915.101;58.244;51.123;38.612
2916.103;58.243;51.124;38.614
2917.085;58.248;51.121;38.61
2918.07;58.255;51.121;38.61
2919.061;58.267;51.126;38.615
2920.066;58.268;51.127;38.616
2921.069;58.246;51.123;38.612
2922.074;58.244;51.122;38.61
2923.076;58.248;51.122;38.611
2924.081;58.242;51.121;38.61
2925.09;58.226;51.123;38.611
2926.102;58.24;51.121;38.61
2927.085;58.243;51.121;38.609
2928.077;58.247;51.122;38.61
2929.069;58.231;51.122;38.61
2930.064;58.238;51.121;38.609
2931.076;58.259;51.125;38.613
2932.071;58.244;51.12;38.609
2933.07;58.23;51.122;38.61
2934.05;58.239;51.12;38.609
2935.044;58.225;51.121;38.608
2936.058;58.241;51.12;38.609
2937.045;58.234;51.118;38.606
2938.037;58.218;51.121;38.608
2939.014;58.23;51.12;38.608
2940.008;58.232;51.121;38.609
2940.982;58.226;51.122;38.609
2941.995;58.232;51.12;38.607
2943.009;58.227;51.118;38.606
2944.001;58.226;51.121;38.607
2945.002;58.227;51.119;38.606
2946.013;58.216;51.12;38.606
2947.01;58.227;51.12;38.607
2948.011;58.218;51.119;38.606
2949.029;58.21;51.121;38.607
2950.044;58.224;51.121;38.607
2951.049;58.227;51.118;38.606
2952.058;58.213;51.121;38.607
2953.071;58.226;51.117;38.604
2954.06;58.218;51.121;38.607
2955.056;58.215;51.121;38.607
2956.057;58.209;51.121;38.607
2957.059;58.205;51.123;38.608
2958.048;58.211;51.12;38.605
2959.05;58.216;51.119;38.605
2960.058;58.205;51.12;38.605
2961.056;58.205;51.12;38.605
2962.039;58.201;51.121;38.606
2963.032;58.223;51.12;38.606
2964.017;58.205;51.12;38.605
2965.007;58.206;51.121;38.606
2965.982;58.2;51.12;38.605
2967.002;58.201;51.12;38.605
2968.014;58.207;51.12;38.605
2969.005;58.195;51.12;38.604
2970.001;58.195;51.12;38.604
2970.984;58.193;51.121;38.606
2971.979;58.194;51.118;38.602
2972.962;58.192;51.119;38.603
2973.966;58.205;51.119;38.603
2974.982;58.199;51.118;38.602
2975.976;58.211;51.117;38.602
2976.983;58.19;51.119;38.602
2977.991;58.197;51.12;38.603
2978.983;58.195;51.119;38.603
2979.976;58.195;51.119;38.602
2980.958;58.188;51.12;38.603
2981.941;58.199;51.12;38.604
2982.927;58.199;51.118;38.601
2983.939;58.203;51.117;38.601
2984.953;58.192;51.116;38.599
2985.971;58.192;51.118;38.601
2986.964;58.188;51.118;38.601
2987.955;58.185;51.119;38.602
2988.954;58.178;51.119;38.602
2989.957;58.19;51.118;38.601
2990.961;58.185;51.118;38.601
2991.946;58.174;51.12;38.602
2992.945;58.185;51.118;38.601
2993.939;58.178;51.119;38.601
2994.927;58.173;51.117;38.599
2995.925;58.177;51.118;38.6
2996.901;58.183;51.118;38.6
2997.889;58.176;51.12;38.602
2998.885;58.177;51.117;38.599
2999.883;58.18;51.119;38.601
3000.881;58.18;51.119;38.601
3001.884;58.181;51.118;38.6
3002.865;58.172;51.118;38.6
3003.864;58.173;51.117;38.599
3004.852;58.17;51.119;38.6
3005.846;58.177;51.118;38.599
3006.853;58.176;51.117;38.598
3007.842;58.171;51.118;38.599
3008.834;58.18;51.117;38.599
3009.843;58.181;51.116;38.597
3010.853;58.173;51.116;38.598
3011.849;58.168;51.118;38.598
3012.858;58.176;51.118;38.599
3013.868;58.161;51.116;38.597
3014.853;58.16;51.119;38.599
3015.84;58.161;51.118;38.599
3016.861;58.16;51.118;38.598
3017.857;58.159;51.118;38.598
3018.869;58.17;51.117;38.598
3019.882;58.162;51.116;38.596
3020.867;58.119;51.116;38.596
3021.853;58.149;51.12;38.599
3022.842;58.163;51.119;38.599
3023.867;58.156;51.118;38.598
3024.863;58.159;51.116;38.596
3025.861;58.158;51.117;38.597
3026.857;58.124;51.116;38.596
3027.853;58.166;51.114;38.595
3028.826;58.166;51.115;38.595
3029.833;58.155;51.117;38.596
3030.835;58.115;51.113;38.593
3031.836;58.121;51.114;38.593
3032.827;58.156;51.116;38.596
3033.831;58.117;51.113;38.592
3034.821;58.109;51.116;38.595
3035.831;58.109;51.115;38.593
3036.843;58.114;51.115;38.594
3037.85;58.118;51.112;38.591
3038.836;58.112;51.114;38.593
3039.835;58.117;51.113;38.592
3040.828;58.116;51.113;38.592
3041.827;58.112;51.113;38.592
3042.833;58.112;51.112;38.591
3043.844;58.149;51.115;38.593
3044.863;58.116;51.112;38.591
3045.88;58.112;51.112;38.591
3046.885;58.114;51.113;38.592
3047.9;58.109;51.112;38.59
3048.89;58.104;51.113;38.591
3049.882;58.107;51.113;38.591
3050.877;58.103;51.111;38.589
3051.858;58.109;51.112;38.59
3052.853;58.1;51.113;38.591
3053.855;58.11;51.11;38.588
3054.857;58.102;51.113;38.591
3055.85;58.11;51.11;38.588
3056.845;58.101;51.112;38.589
3057.824;58.104;51.111;38.589
3058.825;58.104;51.11;38.588
3059.829;58.101;51.111;38.588
3060.826;58.102;51.112;38.589
3061.808;58.104;51.111;38.588
3062.817;58.099;51.111;38.588
3063.817;58.103;51.112;38.589
3064.812;58.096;51.111;38.588
3065.822;58.101;51.112;38.589
3066.816;58.093;51.112;38.588
3067.816;58.092;51.112;38.588
3068.824;58.093;51.11;38.586
3069.814;58.094;51.11;38.586
3070.809;58.093;51.111;38.588
3071.821;58.087;51.11;38.586
3072.809;58.092;51.113;38.589
3073.814;58.09;51.11;38.585
3074.819;58.093;51.111;38.587
3075.832;58.09;51.11;38.586
3076.825;58.092;51.111;38.587
3077.819;58.086;51.111;38.586
3078.824;58.104;51.111;38.587
3079.833;58.092;51.112;38.587
3080.847;58.094;51.11;38.585
3081.842;58.088;51.111;38.586
3082.836;58.092;51.11;38.586
3083.831;58.088;51.112;38.587
3084.832;58.093;51.108;38.584
3085.835;58.081;51.111;38.585
3086.84;58.088;51.111;38.586
3087.847;58.083;51.111;38.586
3088.86;58.079;51.11;38.585
3089.844;58.077;51.112;38.586
3090.829;58.088;51.111;38.586
3091.823;58.086;51.111;38.585
3092.823;58.081;51.111;38.585
3093.822;58.087;51.111;38.585
3094.825;58.079;51.11;38.584
3095.808;58.081;51.109;38.583
3096.801;58.087;51.109;38.584
3097.795;58.087;51.109;38.583
3098.799;58.075;51.109;38.583
3099.797;58.08;51.11;38.584
3100.787;58.073;51.11;38.583
3101.778;58.071;51.111;38.584
3102.787;58.076;51.11;38.584
3103.801;58.076;51.109;38.583
3104.803;58.07;51.11;38.583
3105.809;58.079;51.11;38.584
3106.812;58.07;51.11;38.583
3107.814;58.072;51.109;38.582
3108.796;58.068;51.109;38.583
3109.815;58.073;51.109;38.582
3110.816;58.069;51.11;38.583
3111.797;58.069;51.109;38.581
3112.812;58.064;51.111;38.583
3113.803;58.072;51.109;38.582
3114.799;58.073;51.109;38.582
3115.802;58.067;51.112;38.584
3116.78;58.06;51.11;38.582
3117.768;58.067;51.109;38.581
3118.769;58.067;51.11;38.583
3119.775;58.065;51.108;38.58
3120.752;58.066;51.108;38.58
3121.734;58.064;51.108;38.581
3122.751;58.063;51.109;38.581
3123.743;58.059;51.109;38.581
3124.737;58.056;51.111;38.583
3125.738;58.058;51.109;38.58
3126.74;58.064;51.111;38.583
3127.721;58.065;51.108;38.58
3128.731;58.063;51.11;38.581
3129.745;58.061;51.108;38.58
3130.73;58.063;51.109;38.58
3131.718;58.06;51.109;38.581
3132.71;58.058;51.11;38.581
3133.704;58.056;51.109;38.579
3134.708;58.06;51.109;38.58
3135.704;58.05;51.109;38.579
3136.696;58.053;51.107;38.578
3137.69;58.052;51.109;38.579
3138.686;58.058;51.108;38.579
3139.679;58.054;51.108;38.578
3140.654;58.05;51.108;38.577
3141.656;58.048;51.109;38.579
3142.654;58.052;51.107;38.576
3143.655;58.05;51.106;38.576
3144.646;58.046;51.107;38.577
3145.64;58.047;51.106;38.576
3146.64;58.045;51.107;38.577
3147.632;58.047;51.106;38.575
3148.633;58.042;51.107;38.577
3149.613;58.045;51.106;38.576
3150.596;58.048;51.108;38.577
3151.59;58.049;51.105;38.575
3152.586;58.044;51.107;38.577
3153.587;58.043;51.106;38.576
3154.567;58.042;51.106;38.575
3155.581;58.037;51.107;38.576
3156.577;58.039;51.105;38.574
3157.577;58.042;51.106;38.574
3158.581;58.031;51.105;38.573
3159.589;58.034;51.106;38.574
3160.569;58.037;51.106;38.575
3161.557;58.034;51.107;38.576
3162.548;58.041;51.105;38.573
3163.552;58.037;51.106;38.575
3164.555;58.039;51.104;38.572
3165.533;58.033;51.104;38.572
3166.543;58.034;51.106;38.574
3167.56;58.036;51.106;38.574
3168.552;58.034;51.105;38.574
3169.546;58.032;51.104;38.572
3170.543;58.038;51.105;38.573
3171.543;58.035;51.105;38.573
3172.548;58.03;51.107;38.575
3173.553;58.035;51.107;38.574
3174.551;58.026;51.106;38.572
3175.545;58.026;51.108;38.575
3176.545;58.021;51.105;38.571
3177.547;58.03;51.105;38.573
3178.528;58.024;51.105;38.573
3179.529;58.025;51.105;38.572
3180.515;58.019;51.107;38.573
3181.518;58.027;51.104;38.571
3182.532;58.021;51.107;38.573
3183.531;58.028;51.106;38.573
3184.532;58.025;51.104;38.569
3185.516;58.018;51.105;38.571
3186.512;58.024;51.105;38.572
3187.512;58.018;51.105;38.571
3188.528;58.025;51.103;38.57
3189.525;58.018;51.106;38.572
3190.527;58.02;51.105;38.571
3191.522;58.021;51.103;38.569
3192.527;58.034;51.106;38.572
3193.535;58.012;51.104;38.57
3194.518;58.023;51.104;38.571
3195.508;58.012;51.105;38.571
3196.502;58.017;51.102;38.566
3197.502;58.012;51.104;38.569
3198.517;58.013;51.103;38.569
3199.506;58.007;51.104;38.569
3200.496;58.01;51.104;38.569
3201.491;58.013;51.103;38.568
3202.49;58.007;51.103;38.568
3203.494;58.018;51.103;38.569
3204.47;58.007;51.104;38.569
3205.481;58.003;51.104;38.569
3206.493;58.007;51.102;38.566
3207.476;58.004;51.102;38.566
3208.463;58.012;51.102;38.568
3209.455;58.014;51.103;38.567
3210.454;58.004;51.103;38.567
3211.455;58.009;51.103;38.568
3212.45;58.003;51.103;38.567
3213.443;58.004;51.102;38.566
3214.444;58.005;51.101;38.565
3215.426;57.998;51.103;38.566
3216.423;58.003;51.102;38.566
3217.41;58.002;51.102;38.566
3218.404;58.001;51.102;38.566
3219.408;58.001;51.103;38.566
3220.406;58.003;51.102;38.566
3221.419;57.993;51.103;38.566
3222.422;57.992;51.102;38.565
3223.42;57.999;51.102;38.565
3224.446;57.995;51.103;38.566
3225.433;57.996;51.103;38.566
3226.428;57.996;51.103;38.567
3227.427;57.995;51.101;38.564
3228.43;58;51.103;38.566
3229.415;57.994;51.102;38.565
3230.404;57.994;51.098;38.561
3231.398;57.998;51.099;38.562
3232.395;57.991;51.1;38.563
3233.402;57.991;51.1;38.562
3234.411;57.987;51.102;38.564
3235.428;57.993;51.101;38.564
3236.418;57.991;51.101;38.563
3237.443;57.985;51.099;38.562
3238.446;57.986;51.098;38.56
3239.446;57.979;51.1;38.562
3240.448;57.984;51.1;38.562
3241.456;57.988;51.098;38.561
3242.452;57.986;51.099;38.561
3243.435;57.984;51.099;38.56
3244.442;57.986;51.099;38.561
3245.44;57.985;51.096;38.558
3246.425;57.984;51.097;38.558
3247.43;57.979;51.099;38.56
3248.404;57.979;51.099;38.56
3249.41;57.979;51.097;38.558
3250.405;57.981;51.098;38.56
3251.416;57.975;51.098;38.559
3252.408;57.986;51.098;38.559
3253.426;57.972;51.099;38.559
3254.417;57.976;51.097;38.558
3255.407;57.973;51.1;38.56
3256.404;57.972;51.098;38.558
3257.416;57.972;51.099;38.558
3258.404;57.975;51.096;38.556
3259.402;57.965;51.096;38.556
3260.404;57.971;51.099;38.559
3261.419;57.972;51.098;38.558
3262.407;57.973;51.099;38.559
3263.402;57.97;51.097;38.557
3264.401;57.969;51.098;38.558
3265.406;57.97;51.096;38.556
3266.419;57.97;51.097;38.557
3267.437;57.966;51.097;38.556
3268.459;57.97;51.098;38.556
3269.453;57.965;51.097;38.556
3270.449;57.966;51.099;38.559
3271.451;57.96;51.097;38.556
3272.455;57.964;51.098;38.558
3273.459;57.964;51.098;38.556
3274.439;57.958;51.096;38.555
3275.449;57.97;51.097;38.555
3276.483;57.963;51.097;38.556
3277.482;57.974;51.096;38.555
3278.467;57.962;51.096;38.555
3279.462;57.964;51.096;38.555
3280.456;57.963;51.094;38.553
3281.446;57.958;51.095;38.553
3282.437;57.963;51.096;38.555
3283.436;57.955;51.095;38.553
3284.453;57.951;51.095;38.554
3285.456;57.958;51.095;38.554
3286.455;57.96;51.096;38.555
3287.46;57.956;51.095;38.553
3288.44;57.954;51.095;38.553
3289.421;57.951;51.096;38.553
3290.432;57.955;51.095;38.553
3291.418;57.955;51.095;38.553
3292.436;57.954;51.095;38.553
3293.433;57.954;51.095;38.552
3294.44;57.961;51.094;38.552
3295.422;57.951;51.094;38.55
3296.439;57.953;51.096;38.554
3297.431;57.96;51.095;38.552
3298.425;57.955;51.095;38.553
3299.43;57.953;51.096;38.554
3300.411;57.948;51.095;38.552
3301.395;57.953;51.094;38.551
3302.414;57.946;51.095;38.552
3303.411;57.952;51.093;38.549
3304.413;57.949;51.095;38.553
3305.422;57.955;51.095;38.552
3306.434;57.943;51.095;38.551
3307.447;57.946;51.096;38.552
3308.433;57.939;51.095;38.552
3309.422;57.935;51.093;38.55
3310.424;57.934;51.093;38.548
3311.429;57.942;51.094;38.55
3312.404;57.933;51.094;38.55
3313.396;57.952;51.092;38.549
3314.39;57.936;51.094;38.551
3315.385;57.943;51.091;38.546
