time/h	3 uM CTDSTA	3 uM CTDSTA	3 uM CTDSTA	3 uM CTDSTA	750 nM CTDSTA	750 nM CTDSTA	750 nM CTDSTA	750 nM CTDSTA	187 nM CTDSTA	187 nM CTDSTA	187 nM CTDSTA	187 nM CTDSTA	Ab42	Ab42	Ab42	Ab42
27.553	75271	80161	84092	72852	53544	53199	53870	54164	75244	71959	72834	73445	98466	98195	1.0712e+05	93488
27.589	75333	79951	85341	72509	53033	54362	53532	54756	74840	71787	72983	73281	98639	99541	1.0720e+05	94380
27.625	75005	80189	86139	73080	53253	52913	53518	55267	75288	71179	72874	73823	98416	1.0009e+05	1.0850e+05	93932
27.661	74992	79540	85611	72965	53426	52892	53391	54933	75143	71137	72468	73837	97819	99678	1.0767e+05	94232
27.697	75544	80451	86682	73233	53442	52081	52978	54390	74907	71263	72031	73421	97793	99280	1.0766e+05	93471
27.733	75050	79288	86011	73244	53439	52757	53567	54176	74601	72093	73356	73856	98759	99827	1.0795e+05	93184
27.769	75157	80552	85483	73641	53435	52875	53472	54738	75548	71146	73161	74016	97800	99280	1.0818e+05	95342
27.806	75050	80087	86103	73195	53811	53118	52943	54238	74941	71534	73631	73491	98689	99677	1.0787e+05	94323
27.842	73911	80890	86463	72062	53180	53260	53189	54851	74470	72201	72764	73067	98737	1.0006e+05	1.0815e+05	94318
27.878	74320	79924	86290	74384	53616	52976	53351	54243	74405	71019	72375	74335	97966	1.0005e+05	1.0811e+05	94296
27.914	75655	79271	84703	73763	53450	52556	53234	55068	75479	71747	72832	73399	98508	1.0037e+05	1.0832e+05	93807
27.950	74874	79791	84821	74220	53520	53036	53923	54361	75081	71176	72789	73573	98777	1.0011e+05	1.0710e+05	94502
27.986	74994	79653	85598	74142	53610	52678	53160	55216	75510	71704	73073	73447	97180	99214	1.0697e+05	94030
28.022	75286	79320	85932	73079	53520	53921	52970	53999	75243	72166	72881	74197	98283	99297	1.0759e+05	93748
28.058	74956	79511	85874	73222	54023	53445	53108	54689	74557	71761	72140	73695	98619	1.0009e+05	1.0828e+05	94269
28.094	74096	79450	85696	72805	53206	53413	53522	55423	75211	70887	72351	74125	99288	1.0028e+05	1.0862e+05	94097
28.131	74670	80462	84706	72817	53845	53253	52735	54542	74673	72109	73421	74627	98579	1.0062e+05	1.0775e+05	94569
28.167	74580	80185	85604	73154	54247	52926	53555	54453	74942	71565	74135	73584	99354	99191	1.0809e+05	95039
28.203	73093	80267	85751	72354	53226	52692	53404	54325	74641	71927	72821	73357	98650	1.0058e+05	1.0868e+05	94621
28.239	74941	80200	85546	72641	52754	52804	53520	53908	74764	71032	72182	73912	98787	1.0013e+05	1.0813e+05	93781
28.275	74449	79943	85678	73554	53196	53135	51993	54064	76115	72178	72866	73593	99180	1.0009e+05	1.0805e+05	93732
28.311	74329	79877	84031	73366	53932	54026	53852	53978	74704	71274	73365	73345	98416	99679	1.0757e+05	94448
28.347	74326	79269	84915	72915	54002	53085	53193	54486	75321	71492	73102	74013	98865	1.0225e+05	1.0745e+05	93812
28.383	74305	80505	84602	73495	53481	52871	52689	53685	75314	71351	72858	72768	98130	1.0065e+05	1.0863e+05	94022
28.419	74776	78973	85393	72353	53032	53390	53279	53826	75233	71548	73073	72979	98647	1.0010e+05	1.0884e+05	94275
28.456	73083	79751	84986	73116	53514	53224	53041	54682	75188	70937	73865	74304	98465	99785	1.0810e+05	94643
28.492	74474	80576	86132	73357	53135	53381	53031	55497	74808	71470	73274	73987	98290	1.0004e+05	1.0877e+05	93739
28.528	74727	79979	83863	73138	53493	52938	52907	54381	74728	71178	72493	73798	98592	1.0033e+05	1.0832e+05	94947
28.564	74205	79147	84784	74160	53136	52924	52597	54208	74182	71394	71924	74062	97785	99075	1.0887e+05	94324
28.600	74305	78860	84738	72180	53354	53364	53233	54113	74486	71636	73242	73114	98681	99439	1.0713e+05	94019
28.636	74394	79850	85100	72562	53877	52970	53349	54093	73593	71045	72920	74440	99393	1.0010e+05	1.0829e+05	94783
28.672	73906	79578	85583	73196	53504	53677	53105	54859	75499	72535	72973	74281	98905	1.0001e+05	1.0797e+05	94393
28.708	75447	79672	85160	72916	54112	53027	52593	53882	74860	71025	73186	73804	98216	99978	1.0784e+05	94554
28.744	74220	79531	85496	72902	53659	53122	52677	54519	74965	71845	73332	74021	99027	1.0104e+05	1.0761e+05	95133
28.781	74541	80072	86091	73697	53545	53195	53204	54397	74612	71530	73593	74034	99174	1.0008e+05	1.0835e+05	94244
28.817	74261	80208	85863	72997	53389	52694	53054	54346	75161	71593	73071	73954	98865	1.0029e+05	1.0843e+05	93870
28.853	74240	79650	84960	73096	53535	53253	53321	54390	75497	71786	72618	73291	99478	1.0103e+05	1.0787e+05	94557
28.889	74738	79509	86087	73150	52739	52423	53722	53755	74973	71313	72676	73937	99214	1.0049e+05	1.0836e+05	94212
28.925	75272	79352	84370	72821	53353	52825	52886	54447	74299	72418	73112	73983	98601	99606	1.0848e+05	94342
28.961	74344	79686	85954	72630	53515	52480	52665	54329	73411	71687	73314	74085	98974	1.0013e+05	1.0751e+05	94023
28.997	74639	80045	85373	73153	53618	52940	53834	53655	75384	71537	73317	73776	98566	1.0040e+05	1.0878e+05	95564
29.033	74076	80287	84832	74440	53793	53496	53130	54021	75348	70875	72679	74311	98119	99562	1.0730e+05	94323
29.069	73900	79846	84922	73046	53395	52581	52778	54262	75323	71038	73301	73859	98311	1.0027e+05	1.0795e+05	93629
29.106	74378	80101	84289	72385	53595	52908	52576	54278	74883	71706	73230	74059	97882	1.0068e+05	1.0690e+05	95059
29.142	75069	80108	85426	72858	53667	53114	52965	54630	74518	70722	73107	73538	98689	1.0030e+05	1.0693e+05	94484
29.178	74471	80374	84819	73367	54276	53828	52661	53962	74367	70985	72316	74227	98098	1.0069e+05	1.0764e+05	94812
29.214	74471	78757	85886	73724	53167	52968	52727	54431	75270	72050	72775	74105	98160	1.0093e+05	1.0761e+05	95249
29.250	74578	79291	84216	73343	53393	53225	52495	53945	75284	71888	73338	74184	98544	99789	1.0816e+05	94238
29.286	73145	79319	84172	72768	53035	52833	53300	54200	74982	70147	73250	73923	98063	1.0029e+05	1.0805e+05	95298
29.322	73226	78866	84991	72813	53038	53068	52081	54289	74332	71658	72982	73103	98812	1.0008e+05	1.0798e+05	94430
29.358	74066	78874	84490	72833	53374	53200	53234	54740	74958	71206	72336	73906	98771	1.0070e+05	1.0827e+05	94124
29.394	73839	80697	84377	72265	54599	52973	52837	54433	74427	71435	72552	73163	99337	98484	1.0787e+05	93704
29.431	74608	79445	85083	72871	53464	53017	52660	54173	74887	71530	72808	73571	98412	1.0040e+05	1.0739e+05	93696
29.467	74503	79155	85832	72437	52988	53686	52115	54670	75021	72004	73183	74725	99255	99984	1.0791e+05	96003
29.503	73848	79288	85071	73331	53471	53179	52424	54605	74943	71936	72815	73677	98998	99754	1.0758e+05	93812
29.539	73313	79183	84905	72624	53040	52987	52296	53855	75587	71410	72769	74273	98828	1.0050e+05	1.0811e+05	93792
29.575	73695	79368	84040	72715	53649	52430	52814	54410	74792	71563	73598	73224	98779	1.0017e+05	1.0817e+05	94562
29.611	73544	79243	84508	73798	52591	53580	52803	53517	74966	71226	73304	74114	99381	1.0106e+05	1.0724e+05	93556
29.647	74502	79080	85085	72689	53459	52596	51980	53881	74976	71666	72787	73585	98646	99397	1.0769e+05	94774
29.683	73616	79983	84862	72359	53804	51963	53216	53849	74590	71297	72437	74439	98603	1.0037e+05	1.0732e+05	94401
29.719	74211	78563	84986	73489	53741	52434	52590	54529	75679	72064	73059	73842	99453	99981	1.0811e+05	94601
29.756	74738	79542	85194	72910	53540	52863	53000	54232	74292	71081	73236	73943	99118	1.0033e+05	1.0665e+05	93221
29.792	74845	78808	84912	72762	53208	52034	53101	53971	74425	72671	74282	74237	99449	1.0051e+05	1.0727e+05	94299
29.828	74550	78701	85224	73408	53294	53683	53090	54369	75525	71485	72953	74423	99474	1.0017e+05	1.0702e+05	94987
29.864	74028	79575	84799	73427	53238	53517	52888	54196	74895	72300	73074	73342	98514	1.0025e+05	1.0770e+05	94452
29.900	74691	79128	85948	72593	53107	53648	52779	54567	75272	71364	73100	73464	99426	1.0094e+05	1.0804e+05	94353
29.936	74691	79621	84673	73172	52736	53296	53072	53250	75085	71968	72636	74284	99882	1.0152e+05	1.0914e+05	94207
29.972	74792	78542	85686	73416	52879	53153	52658	53888	75796	71995	72984	74191	98151	1.0061e+05	1.0788e+05	95127
30.008	75098	79489	85959	72469	54005	52651	52850	54405	75212	71656	74019	74491	99774	99931	1.0859e+05	94306
30.044	73624	78955	84484	72370	52914	53790	53344	54271	74274	71265	73121	73803	98836	1.0081e+05	1.0725e+05	94622
30.081	74704	79469	84581	72939	52918	53051	52557	53919	75680	72165	72868	74108	99194	1.0065e+05	1.0814e+05	94277
30.117	73830	79570	84624	73086	53406	53299	53407	53998	74519	71853	73089	74153	99680	1.0049e+05	1.0898e+05	93963
30.153	73621	79532	85539	72677	53779	53217	53213	54981	74955	71300	72474	73319	99286	1.0058e+05	1.0817e+05	94197
30.189	74742	78723	84654	72482	52719	52965	52659	53763	75288	71869	72390	74441	99986	1.0019e+05	1.0841e+05	94300
30.225	74314	78820	84957	72868	53251	53220	52988	54025	75289	71355	73019	74308	98987	1.0132e+05	1.0795e+05	93930
30.261	74417	78684	84443	73045	53191	52999	52771	54123	76040	72393	73728	73658	98803	99905	1.0865e+05	93742
30.297	74192	80011	85990	73045	53500	53348	52609	54062	74280	71683	73029	73357	98904	1.0075e+05	1.0781e+05	94161
30.333	73286	79171	84412	73083	52808	52366	52866	53713	75373	71252	72509	73927	1.0023e+05	1.0078e+05	1.0769e+05	94028
30.369	73713	78746	84634	73012	53119	53354	53536	54203	75105	71795	73150	73646	99282	1.0097e+05	1.0783e+05	93400
30.406	74113	79792	85874	73595	53655	53470	53504	53596	75141	72379	73095	73931	99274	99774	1.0871e+05	93436
30.442	73981	79217	84873	72669	53436	53552	53569	54171	74627	72183	72885	74284	99441	1.0073e+05	1.0849e+05	94676
30.478	74150	79601	85405	73918	53325	53674	52370	54343	75453	71296	73127	74834	98753	1.0076e+05	1.0792e+05	94918
30.514	74004	79173	84438	73110	52874	53455	52439	54015	74816	71638	74564	73817	99580	1.0074e+05	1.0787e+05	94547
30.550	73859	79089	84627	72752	51996	53129	52722	53894	74467	71769	73454	73755	99620	1.0107e+05	1.0827e+05	93832
30.586	73998	79890	85405	72441	52316	53127	53263	54130	74055	70727	73261	73698	99850	1.0049e+05	1.0792e+05	94414
30.622	74232	78961	83670	72772	53169	52598	52141	54077	75316	70534	72879	73828	99294	1.0013e+05	1.0793e+05	94818
30.658	74169	78964	84763	72330	52858	52948	52708	54015	73902	71243	73360	73368	99202	1.0047e+05	1.0748e+05	93848
30.694	73876	78795	83732	72371	52831	51967	52968	54038	75569	72508	73287	74513	99768	1.0023e+05	1.0857e+05	94129
30.731	73857	79357	84960	72712	53300	53074	52564	53101	74488	71645	72733	74734	99115	99714	1.0757e+05	93790
30.767	74190	78984	85244	72186	53657	52706	52210	53934	74983	72523	73034	73944	99536	1.0046e+05	1.0785e+05	94121
30.803	74346	78846	84755	72038	53366	53310	52680	54409	74998	71743	71673	74096	98274	1.0024e+05	1.0806e+05	94133
30.839	73922	78691	85021	72092	53266	52574	52653	53541	74683	71917	72770	74314	99474	1.0065e+05	1.0813e+05	94093
30.875	73869	79016	85381	72495	53508	53403	52574	54409	75398	71686	73046	74403	99294	1.0125e+05	1.0815e+05	93827
30.911	74188	78634	85802	73148	52974	52953	52755	53744	74493	71915	72794	73348	99192	1.0051e+05	1.0863e+05	93627
30.947	73607	80095	85786	71946	53395	51791	52897	53845	75502	71441	73882	73851	99136	1.0047e+05	1.0852e+05	94030
30.983	73346	78979	85381	72633	53076	53860	52712	54314	74707	72559	72723	73601	99670	99289	1.0890e+05	94285
31.019	72655	78940	85920	72885	53179	52298	52703	53874	75314	72649	73148	74412	99247	1.0044e+05	1.0803e+05	93971
31.056	74569	78403	85714	73481	53132	52626	53447	53986	75049	72074	73514	73431	99184	1.0088e+05	1.0787e+05	94424
31.092	72770	78816	84434	72343	53100	52601	52541	53982	75766	71184	73428	74023	99166	1.0108e+05	1.0766e+05	94154
31.128	74294	78446	84313	73024	52779	53032	53396	54133	75786	72989	73965	74250	99961	1.0137e+05	1.0707e+05	94167
31.164	74656	79091	85319	72467	52759	52502	52431	54117	75189	72535	73038	74005	98516	1.0075e+05	1.0852e+05	94345
31.200	74081	78431	84530	72535	52617	52848	52656	53641	75486	71989	72470	73573	99742	1.0041e+05	1.0729e+05	95062
31.236	74302	78263	85497	71970	52987	52939	52999	54049	75868	71660	73699	73762	98390	1.0045e+05	1.0810e+05	94273
31.272	74494	78670	85255	71807	53158	52293	52510	54038	75211	72340	73437	74204	98891	1.0082e+05	1.0775e+05	95235
31.308	73648	78301	85690	72644	53285	52710	52540	54484	75720	71987	72623	74326	99268	99664	1.0895e+05	94235
31.344	74466	78464	85029	71763	53671	52574	53430	54630	75312	72917	74352	73819	99201	1.0080e+05	1.0785e+05	94344
31.381	74292	78059	85006	73795	53564	52841	52824	54034	75659	72559	72392	73403	98905	1.0096e+05	1.0765e+05	93991
31.417	73646	77650	85214	72825	53217	52957	52973	53876	75120	71617	73236	74169	99497	1.0085e+05	1.0745e+05	94517
31.453	73980	79223	85400	72577	52550	52593	52595	54029	75391	72528	73356	74461	98836	1.0099e+05	1.0845e+05	94214
31.489	73627	78703	85213	72416	52933	53058	53510	53883	74332	72231	73543	73828	98579	99644	1.0738e+05	94300
31.525	73902	78563	84151	72442	53479	52395	52520	54447	75341	71402	73892	73392	99824	1.0109e+05	1.0845e+05	94397
31.561	73661	78385	85297	73252	53191	52487	53163	53798	75026	71722	73532	74110	1.0078e+05	1.0097e+05	1.0823e+05	94383
31.597	73565	78095	85159	72582	52965	52666	52427	53004	75992	72366	73734	73452	99071	1.0080e+05	1.0818e+05	93957
31.633	74484	77404	86011	72705	53538	53008	53734	53479	75478	71714	73174	74637	99654	1.0055e+05	1.0682e+05	94287
31.669	73057	78232	85744	72561	53357	52379	52353	54319	75480	72564	72988	73598	98807	1.0152e+05	1.0715e+05	93777
31.706	72721	78443	84627	72023	52838	53334	52746	53934	75277	72597	73520	73585	99525	99978	1.0921e+05	94226
31.742	73957	78636	84950	73048	52883	53552	52844	54083	76242	73158	73151	73684	99945	1.0008e+05	1.0808e+05	94673
31.778	73217	77259	85210	71897	52941	52485	53784	53708	75341	71151	73465	74501	99913	1.0086e+05	1.0842e+05	94085
31.814	73659	78316	84974	72308	52904	53052	52846	53665	75800	72233	73153	74031	99724	1.0050e+05	1.0896e+05	95411
31.850	74753	79275	86074	72620	52417	53206	52599	53717	75390	72295	73820	73677	98890	1.0166e+05	1.0810e+05	93585
31.886	72780	77967	85585	72989	53047	52873	53054	53149	75883	71963	72662	73854	99041	1.0013e+05	1.0825e+05	94454
31.922	73135	78578	83391	71983	53330	52329	52856	54019	75736	72509	73831	74505	99771	1.0034e+05	1.0792e+05	93653
31.958	73566	78170	84409	72758	53474	52627	52654	53949	75619	71738	73987	74034	1.0009e+05	99777	1.0884e+05	94790
31.994	73158	78361	84611	73548	52447	52602	52228	54985	75625	72107	72973	73949	1.0043e+05	1.0052e+05	1.0832e+05	95287
32.031	73586	77651	85210	73183	52471	52906	52723	53579	74700	71261	72919	74005	99206	1.0071e+05	1.0852e+05	94024
32.067	73181	78503	85507	72469	53113	52409	52781	53745	75234	71578	72483	73893	1.0066e+05	1.0019e+05	1.0906e+05	94644
32.103	73472	77600	84191	72054	52776	52174	52801	54035	75332	72096	73718	74636	99640	1.0080e+05	1.0808e+05	94607
32.139	73932	77461	84241	72705	52921	52707	52867	53553	75165	71549	72786	74384	99484	1.0107e+05	1.0838e+05	95000
32.175	73871	77688	84765	72768	52400	52152	52264	54189	75154	72770	73709	74205	99688	1.0095e+05	1.0770e+05	94021
32.211	74079	77379	85052	72079	52762	52873	52589	54056	75931	72100	73620	73516	98583	1.0171e+05	1.0867e+05	94369
32.247	73626	77931	85161	72739	53083	52621	52820	53477	75041	71194	72825	74210	99099	1.0091e+05	1.0797e+05	94383
32.283	73931	77853	85224	72751	53056	52731	52559	53608	74946	71205	73419	73921	99148	1.0146e+05	1.0827e+05	95377
32.319	73399	77286	85483	73170	52369	53024	52178	53494	75574	71820	73355	73065	99891	1.0071e+05	1.0787e+05	94361
32.356	73038	78095	85348	72677	53058	53197	52804	53068	76017	71689	73142	73579	99107	1.0133e+05	1.0862e+05	94050
32.392	73420	77835	83680	72993	53002	52509	52335	54430	75484	72072	73152	74575	1.0039e+05	1.0110e+05	1.0793e+05	94603
32.428	74063	77047	85106	73173	52260	52334	53585	53417	75269	71367	72874	74317	99733	99643	1.0819e+05	94187
32.464	73874	78485	84675	71932	52900	53277	53484	53978	74981	71460	73784	74692	99721	1.0119e+05	1.0903e+05	93889
32.500	73198	77757	84728	72650	52857	52800	52124	53562	75345	71836	72535	73975	99493	1.0073e+05	1.0839e+05	94280
32.536	72993	76996	85132	71687	52818	53103	52420	53786	75540	71801	74031	73562	99918	1.0056e+05	1.0756e+05	93782
32.572	73841	78053	84306	72897	53170	52996	52809	53465	75565	71175	72412	74184	1.0012e+05	1.0040e+05	1.0933e+05	94266
32.608	73920	77832	85358	71821	52739	52736	52940	53492	75951	72289	73709	74598	99766	1.0167e+05	1.0802e+05	95486
32.644	73521	77389	85128	72178	53043	52678	53336	53707	75566	71299	73831	74099	99674	1.0147e+05	1.0792e+05	95258
32.681	73591	77554	84673	72209	52866	52500	53111	53764	75233	71798	73665	73952	99936	1.0158e+05	1.0886e+05	94326
32.717	74102	77718	84757	73198	52289	53415	52683	53103	75095	71718	73390	74222	99630	1.0072e+05	1.0887e+05	94192
32.753	73254	77715	83889	71754	53169	52448	52433	53755	74855	72703	73320	74629	99587	1.0100e+05	1.0877e+05	94555
32.789	73219	77753	83938	73143	52922	52507	52878	53617	75728	72188	73170	74048	1.0003e+05	1.0080e+05	1.0926e+05	94030
32.825	73197	77251	85764	73469	52628	52822	52150	53344	75744	71928	73474	73533	1.0028e+05	1.0188e+05	1.0839e+05	94476
32.861	74057	77218	84908	72910	53005	53555	52661	53501	75676	71676	73457	74262	1.0005e+05	1.0194e+05	1.0804e+05	94797
32.897	73880	77201	84843	71854	52918	52566	53846	53740	74870	72261	73048	74217	99553	1.0150e+05	1.0757e+05	94295
32.933	73079	77479	84939	73174	52842	53280	52972	54172	75994	71918	73492	74554	99786	1.0130e+05	1.0631e+05	93268
32.969	73381	77238	85289	72641	52549	53188	52637	53935	75850	71592	73749	74402	99354	1.0128e+05	1.0737e+05	94488
33.006	73443	77857	85035	72153	53065	52931	52743	53786	75608	71947	73284	73398	99728	1.0138e+05	1.0841e+05	94224
33.042	73441	78270	84352	73176	53565	52107	52120	53459	74855	71594	73285	74146	99692	1.0025e+05	1.0789e+05	94395
33.078	72906	77490	84308	72462	52919	52371	52666	53619	76382	71889	73860	73701	99513	1.0097e+05	1.0795e+05	93493
33.114	74078	78382	84423	72874	52891	52386	52344	53383	76021	71071	73702	73816	1.0013e+05	1.0148e+05	1.0795e+05	93648
33.150	74156	77072	83978	72221	53087	52875	52946	53355	75320	71736	73125	74463	99221	1.0094e+05	1.0835e+05	94388
33.186	73435	76709	83866	72139	52873	53113	52702	53616	75378	71984	72272	73918	99091	1.0154e+05	1.0701e+05	93304
33.222	72588	77550	83955	73436	52924	52116	51877	53579	74781	71125	73556	73236	99755	1.0162e+05	1.0839e+05	93457
33.258	73365	77811	84475	72318	53046	52489	52752	53380	75693	71686	72551	74299	99806	1.0168e+05	1.0743e+05	94360
33.294	73598	77729	85083	72184	52878	53155	52991	53599	75502	71281	73883	74591	1.0015e+05	99942	1.0812e+05	94344
33.331	72946	77828	84310	72392	53105	52222	52641	53075	75055	72298	74129	74299	1.0055e+05	1.0136e+05	1.0893e+05	93773
33.367	72948	77032	83595	72205	53157	52393	52783	54230	75482	71507	73309	74457	99903	1.0186e+05	1.0753e+05	94711
33.403	72369	77593	83847	73431	53022	52585	52694	53560	75871	71905	73080	74352	99215	99778	1.0834e+05	94576
33.439	72411	77508	83460	72913	53599	52822	52334	53635	75996	71854	72302	74240	99626	1.0166e+05	1.0667e+05	94500
33.475	72382	77726	84769	72817	52319	52525	52792	53485	75148	72222	73523	74066	1.0004e+05	1.0100e+05	1.0797e+05	94293
