Temperature for Cap.1 (Â°C)	Ratio 350 nm / 330 nm for Cap.1 	Temperature (refolding) for Cap.1 (Â°C)	Ratio 350 nm / 330 nm for Cap.1 	Temperature for Cap.1 (Â°C)	350 nm for Cap.1 	Temperature (refolding) for Cap.1 (Â°C)	350 nm for Cap.1 	Temperature for Cap.1 (Â°C)	330 nm for Cap.1 	Temperature (refolding) for Cap.1 (Â°C)	330 nm for Cap.1 	Temperature for Cap.2 (Â°C)	Ratio 350 nm / 330 nm for Cap.2 	Temperature (refolding) for Cap.2 (Â°C)	Ratio 350 nm / 330 nm for Cap.2 	Temperature for Cap.2 (Â°C)	350 nm for Cap.2 	Temperature (refolding) for Cap.2 (Â°C)	350 nm for Cap.2 	Temperature for Cap.2 (Â°C)	330 nm for Cap.2 	Temperature (refolding) for Cap.2 (Â°C)	330 nm for Cap.2 	Temperature for Cap.3 (Â°C)	Ratio 350 nm / 330 nm for Cap.3 	Temperature (refolding) for Cap.3 (Â°C)	Ratio 350 nm / 330 nm for Cap.3 	Temperature for Cap.3 (Â°C)	350 nm for Cap.3 	Temperature (refolding) for Cap.3 (Â°C)	350 nm for Cap.3 	Temperature for Cap.3 (Â°C)	330 nm for Cap.3 	Temperature (refolding) for Cap.3 (Â°C)	330 nm for Cap.3 	Temperature for Cap.4 (Â°C)	Ratio 350 nm / 330 nm for Cap.4 	Temperature (refolding) for Cap.4 (Â°C)	Ratio 350 nm / 330 nm for Cap.4 	Temperature for Cap.4 (Â°C)	350 nm for Cap.4 	Temperature (refolding) for Cap.4 (Â°C)	350 nm for Cap.4 	Temperature for Cap.4 (Â°C)	330 nm for Cap.4 	Temperature (refolding) for Cap.4 (Â°C)	330 nm for Cap.4 	Temperature for Cap.5 (Â°C)	Ratio 350 nm / 330 nm for Cap.5 	Temperature (refolding) for Cap.5 (Â°C)	Ratio 350 nm / 330 nm for Cap.5 	Temperature for Cap.5 (Â°C)	350 nm for Cap.5 	Temperature (refolding) for Cap.5 (Â°C)	350 nm for Cap.5 	Temperature for Cap.5 (Â°C)	330 nm for Cap.5 	Temperature (refolding) for Cap.5 (Â°C)	330 nm for Cap.5 	Temperature for Cap.6 (Â°C)	Ratio 350 nm / 330 nm for Cap.6 	Temperature (refolding) for Cap.6 (Â°C)	Ratio 350 nm / 330 nm for Cap.6 	Temperature for Cap.6 (Â°C)	350 nm for Cap.6 	Temperature (refolding) for Cap.6 (Â°C)	350 nm for Cap.6 	Temperature for Cap.6 (Â°C)	330 nm for Cap.6 	Temperature (refolding) for Cap.6 (Â°C)	330 nm for Cap.6 	Temperature for Cap.7 (Â°C)	Ratio 350 nm / 330 nm for Cap.7 	Temperature (refolding) for Cap.7 (Â°C)	Ratio 350 nm / 330 nm for Cap.7 	Temperature for Cap.7 (Â°C)	350 nm for Cap.7 	Temperature (refolding) for Cap.7 (Â°C)	350 nm for Cap.7 	Temperature for Cap.7 (Â°C)	330 nm for Cap.7 	Temperature (refolding) for Cap.7 (Â°C)	330 nm for Cap.7 	Temperature for Cap.8 (Â°C)	Ratio 350 nm / 330 nm for Cap.8 	Temperature (refolding) for Cap.8 (Â°C)	Ratio 350 nm / 330 nm for Cap.8 	Temperature for Cap.8 (Â°C)	350 nm for Cap.8 	Temperature (refolding) for Cap.8 (Â°C)	350 nm for Cap.8 	Temperature for Cap.8 (Â°C)	330 nm for Cap.8 	Temperature (refolding) for Cap.8 (Â°C)	330 nm for Cap.8 	Temperature for Cap.9 (Â°C)	Ratio 350 nm / 330 nm for Cap.9 	Temperature (refolding) for Cap.9 (Â°C)	Ratio 350 nm / 330 nm for Cap.9 	Temperature for Cap.9 (Â°C)	350 nm for Cap.9 	Temperature (refolding) for Cap.9 (Â°C)	350 nm for Cap.9 	Temperature for Cap.9 (Â°C)	330 nm for Cap.9 	Temperature (refolding) for Cap.9 (Â°C)	330 nm for Cap.9 	Temperature for Cap.10 (Â°C)	Ratio 350 nm / 330 nm for Cap.10 	Temperature (refolding) for Cap.10 (Â°C)	Ratio 350 nm / 330 nm for Cap.10 	Temperature for Cap.10 (Â°C)	350 nm for Cap.10 	Temperature (refolding) for Cap.10 (Â°C)	350 nm for Cap.10 	Temperature for Cap.10 (Â°C)	330 nm for Cap.10 	Temperature (refolding) for Cap.10 (Â°C)	330 nm for Cap.10 	Temperature for Cap.11 (Â°C)	Ratio 350 nm / 330 nm for Cap.11 	Temperature (refolding) for Cap.11 (Â°C)	Ratio 350 nm / 330 nm for Cap.11 	Temperature for Cap.11 (Â°C)	350 nm for Cap.11 	Temperature (refolding) for Cap.11 (Â°C)	350 nm for Cap.11 	Temperature for Cap.11 (Â°C)	330 nm for Cap.11 	Temperature (refolding) for Cap.11 (Â°C)	330 nm for Cap.11 	Temperature for Cap.12 (Â°C)	Ratio 350 nm / 330 nm for Cap.12 	Temperature (refolding) for Cap.12 (Â°C)	Ratio 350 nm / 330 nm for Cap.12 	Temperature for Cap.12 (Â°C)	350 nm for Cap.12 	Temperature (refolding) for Cap.12 (Â°C)	350 nm for Cap.12 	Temperature for Cap.12 (Â°C)	330 nm for Cap.12 	Temperature (refolding) for Cap.12 (Â°C)	330 nm for Cap.12 	Temperature for Cap.13 (Â°C)	Ratio 350 nm / 330 nm for Cap.13 	Temperature (refolding) for Cap.13 (Â°C)	Ratio 350 nm / 330 nm for Cap.13 	Temperature for Cap.13 (Â°C)	350 nm for Cap.13 	Temperature (refolding) for Cap.13 (Â°C)	350 nm for Cap.13 	Temperature for Cap.13 (Â°C)	330 nm for Cap.13 	Temperature (refolding) for Cap.13 (Â°C)	330 nm for Cap.13 	Temperature for Cap.14 (Â°C)	Ratio 350 nm / 330 nm for Cap.14 	Temperature (refolding) for Cap.14 (Â°C)	Ratio 350 nm / 330 nm for Cap.14 	Temperature for Cap.14 (Â°C)	350 nm for Cap.14 	Temperature (refolding) for Cap.14 (Â°C)	350 nm for Cap.14 	Temperature for Cap.14 (Â°C)	330 nm for Cap.14 	Temperature (refolding) for Cap.14 (Â°C)	330 nm for Cap.14 	Temperature for Cap.15 (Â°C)	Ratio 350 nm / 330 nm for Cap.15 	Temperature (refolding) for Cap.15 (Â°C)	Ratio 350 nm / 330 nm for Cap.15 	Temperature for Cap.15 (Â°C)	350 nm for Cap.15 	Temperature (refolding) for Cap.15 (Â°C)	350 nm for Cap.15 	Temperature for Cap.15 (Â°C)	330 nm for Cap.15 	Temperature (refolding) for Cap.15 (Â°C)	330 nm for Cap.15 	Temperature for Cap.16 (Â°C)	Ratio 350 nm / 330 nm for Cap.16 	Temperature (refolding) for Cap.16 (Â°C)	Ratio 350 nm / 330 nm for Cap.16 	Temperature for Cap.16 (Â°C)	350 nm for Cap.16 	Temperature (refolding) for Cap.16 (Â°C)	350 nm for Cap.16 	Temperature for Cap.16 (Â°C)	330 nm for Cap.16 	Temperature (refolding) for Cap.16 (Â°C)	330 nm for Cap.16 
20.62679	0.7995458	20.68953	0.8055229	20.62679	5059.273	20.68953	4363.184	20.62679	6327.684	20.68953	5416.586	20.62627	0.7926088	20.68856	0.7973884	20.62627	4753.732	20.68856	4129.244	20.62627	5997.577	20.68856	5178.46	20.62576	0.7940509	20.6876	0.7985044	20.62576	4820.684	20.6876	4179.463	20.62576	6071	20.6876	5234.114	20.62524	0.7941253	20.68664	0.7997575	20.62524	4831.569	20.68664	4021.954	20.62524	6084.14	20.68664	5028.967	20.62472	0.7976261	20.68568	0.8031144	20.62472	4688.094	20.68568	3800.776	20.62472	5877.558	20.68568	4732.547	20.6242	0.8037265	20.68472	0.8033671	20.6242	4688.664	20.68472	3701.138	20.6242	5833.656	20.68472	4607.031	20.62368	0.8185579	20.68375	0.8312629	20.62368	3799.278	20.68375	2786.256	20.62368	4641.428	20.68375	3351.835	20.62317	0.8539163	20.68279	0.8655074	20.62317	2666.108	20.68279	2026.595	20.62317	3122.212	20.68279	2341.511	20.62265	0.913244	20.68183	0.9150633	20.62265	1966.971	20.68183	1595.095	20.62265	2153.828	20.68183	1743.152	20.62213	0.9434286	20.68087	0.9323306	20.62213	1759.692	20.68087	1481.095	20.62213	1865.209	20.68087	1588.594	20.62161	0.9482153	20.6799	0.9303674	20.62161	1765.478	20.6799	1463.485	20.62161	1861.896	20.6799	1573.019	20.6211	0.9519378	20.67894	0.9392805	20.6211	1806.802	20.67894	1530.554	20.6211	1898.025	20.67894	1629.496	20.62058	0.9495921	20.67798	0.9378467	20.62058	1779.599	20.67798	1501.543	20.62058	1874.067	20.67798	1601.053	20.62006	0.9727499	20.67702	0.9582123	20.62006	1822.023	20.67702	1681.817	20.62006	1873.064	20.67702	1755.161	20.61954	0.9725605	20.67606	0.6324748	20.61954	1908.604	20.67606	17.49034	20.61954	1962.453	20.67606	27.65382	20.61902	0.9737355	20.67509	0.9583919	20.61902	2016.709	20.67509	1740.776	20.61902	2071.106	20.67509	1816.351
20.74473	0.7988293	20.8292	0.8061904	20.74473	5048.268	20.8292	4353.686	20.74473	6319.582	20.8292	5400.319	20.74548	0.7917305	20.82982	0.7989118	20.74548	4745.476	20.82982	4129.437	20.74548	5993.802	20.82982	5168.828	20.74624	0.7942985	20.83043	0.7982956	20.74624	4809.1	20.83043	4172.359	20.74624	6054.525	20.83043	5226.584	20.747	0.7948917	20.83105	0.8009157	20.747	4828.044	20.83105	4018.621	20.747	6073.839	20.83105	5017.533	20.74775	0.7976952	20.83167	0.8032033	20.74775	4681.619	20.83167	3790.469	20.74775	5868.932	20.83167	4719.19	20.74851	0.8021185	20.83229	0.8032947	20.74851	4677.02	20.83229	3693.64	20.74851	5830.835	20.83229	4598.114	20.74927	0.8183214	20.8329	0.8332797	20.74927	3787.57	20.8329	2784.036	20.74927	4628.462	20.8329	3341.058	20.75002	0.8521643	20.83352	0.8649275	20.75002	2648.658	20.83352	2016.918	20.75002	3108.155	20.83352	2331.893	20.75078	0.9113506	20.83414	0.9165603	20.75078	1960.036	20.83414	1592.825	20.75078	2150.693	20.83414	1737.828	20.75154	0.9412923	20.83476	0.9329336	20.75154	1757.529	20.83476	1477.122	20.75154	1867.145	20.83476	1583.309	20.75229	0.9468122	20.83537	0.9345081	20.75229	1756.269	20.83537	1462.299	20.75229	1854.929	20.83537	1564.779	20.75305	0.952666	20.83599	0.9391767	20.75305	1802.71	20.83599	1530.218	20.75305	1892.279	20.83599	1629.319	20.75381	0.9490791	20.83661	0.9403461	20.75381	1778.406	20.83661	1495.672	20.75381	1873.823	20.83661	1590.554	20.75456	0.9759457	20.83723	0.9623415	20.75456	1816.07	20.83723	1682.331	20.75456	1860.831	20.83723	1748.165	20.75532	0.9703887	20.83784	0.6296423	20.75532	1900.106	20.83784	17.63625	20.75532	1958.088	20.83784	28.00995	20.75608	0.9760084	20.83846	0.9603329	20.75608	2014.622	20.83846	1738.763	20.75608	2064.145	20.83846	1810.584
20.76587	0.8018684	20.85375	0.8057042	20.76587	5063.996	20.85375	4353.85	20.76587	6315.246	20.85375	5403.782	20.76535	0.7924354	20.85289	0.7982234	20.76535	4742.259	20.85289	4126.627	20.76535	5984.411	20.85289	5169.764	20.76483	0.7938642	20.85203	0.7983612	20.76483	4812.748	20.85203	4175.142	20.76483	6062.432	20.85203	5229.64	20.76431	0.7943585	20.85118	0.7987624	20.76431	4824.083	20.85118	4010.042	20.76431	6072.93	20.85118	5020.32	20.76379	0.7962055	20.85032	0.8042647	20.76379	4678.032	20.85032	3795.611	20.76379	5875.408	20.85032	4719.356	20.76327	0.8018538	20.84946	0.804683	20.76327	4674.001	20.84946	3694.161	20.76327	5828.994	20.84946	4590.828	20.76275	0.8195653	20.8486	0.8318029	20.76275	3788.915	20.8486	2779.396	20.76275	4623.078	20.8486	3341.413	20.76223	0.8547606	20.84774	0.8648708	20.76223	2657.804	20.84774	2015.603	20.76223	3109.414	20.84774	2330.524	20.76171	0.9128057	20.84689	0.91381	20.76171	1964.828	20.84689	1590.091	20.76171	2152.514	20.84689	1740.067	20.76119	0.9446014	20.84603	0.932574	20.76119	1758.65	20.84603	1473.142	20.76119	1861.79	20.84603	1579.652	20.76066	0.9482995	20.84517	0.932979	20.76066	1755.447	20.84517	1461.742	20.76066	1851.152	20.84517	1566.747	20.76014	0.953236	20.84431	0.9421051	20.76014	1802.752	20.84431	1529.444	20.76014	1891.192	20.84431	1623.433	20.75962	0.9520399	20.84345	0.938696	20.75962	1777.324	20.84345	1496.965	20.75962	1866.859	20.84345	1594.729	20.7591	0.9741201	20.8426	0.9617845	20.7591	1817.145	20.8426	1678.899	20.7591	1865.422	20.8426	1745.608	20.75858	0.9709824	20.84174	0.626901	20.75858	1898.941	20.84174	17.44367	20.75858	1955.691	20.84174	27.82524	20.75806	0.9745627	20.84088	0.9601297	20.75806	2012.144	20.84088	1736.384	20.75806	2064.663	20.84088	1808.489
20.88433	0.8004575	20.97178	0.8056926	20.88433	5050.733	20.97178	4343.221	20.88433	6309.808	20.97178	5390.668	20.88507	0.7930253	20.97243	0.7971923	20.88507	4740.237	20.97243	4115.797	20.88507	5977.41	20.97243	5162.866	20.88581	0.7918022	20.97307	0.7987867	20.88581	4797.048	20.97307	4164.547	20.88581	6058.392	20.97307	5213.591	20.88655	0.7938905	20.97372	0.801638	20.88655	4814.204	20.97372	4009.925	20.88655	6064.065	20.97372	5002.164	20.88729	0.7971054	20.97437	0.8053486	20.88729	4675.392	20.97437	3796.541	20.88729	5865.463	20.97437	4714.159	20.88803	0.8014421	20.97501	0.8035789	20.88803	4663.883	20.97501	3685.664	20.88803	5819.364	20.97501	4586.562	20.88877	0.81815	20.97566	0.8345814	20.88877	3773.041	20.97566	2775.884	20.88877	4611.674	20.97566	3326.079	20.88951	0.8533865	20.97631	0.8651305	20.88951	2641.968	20.97631	2009.196	20.88951	3095.864	20.97631	2322.419	20.89025	0.9153082	20.97695	0.9154044	20.89025	1957.844	20.97695	1587.656	20.89025	2139	20.97695	1734.376	20.89098	0.9407532	20.9776	0.9330848	20.89098	1749.899	20.9776	1475.815	20.89098	1860.104	20.9776	1581.651	20.89172	0.9457034	20.97824	0.9350744	20.89172	1750.07	20.97824	1460.392	20.89172	1850.548	20.97824	1561.792	20.89246	0.952844	20.97889	0.9383563	20.89246	1800.014	20.97889	1525.422	20.89246	1889.097	20.97889	1625.631	20.8932	0.9491553	20.97954	0.9400771	20.8932	1775.851	20.97954	1494.337	20.8932	1870.981	20.97954	1589.59	20.89394	0.9730738	20.98018	0.9590711	20.89394	1808.529	20.98018	1675.068	20.89394	1858.573	20.98018	1746.552	20.89468	0.9728357	20.98083	0.6125622	20.89468	1900.801	20.98083	17.36329	20.89468	1953.876	20.98083	28.34535	20.89542	0.9742216	20.98148	0.9622146	20.89542	2009.546	20.98148	1735.104	20.89542	2062.719	20.98148	1803.24
20.90364	0.7994476	20.99709	0.8060623	20.90364	5042.355	20.99709	4342.718	20.90364	6307.3	20.99709	5387.571	20.90324	0.7933268	20.99606	0.7981256	20.90324	4737.966	20.99606	4116.2	20.90324	5972.275	20.99606	5157.333	20.90283	0.7930637	20.99504	0.7981336	20.90283	4800.725	20.99504	4163.435	20.90283	6053.391	20.99504	5216.464	20.90242	0.7938416	20.99402	0.8002654	20.90242	4814.416	20.99402	4006.088	20.90242	6064.706	20.99402	5005.95	20.90202	0.7980763	20.99299	0.804164	20.90202	4671.688	20.99299	3789.524	20.90202	5853.687	20.99299	4712.377	20.90161	0.8005384	20.99197	0.8017989	20.90161	4659.327	20.99197	3682.155	20.90161	5820.242	20.99197	4592.368	20.9012	0.8199353	20.99095	0.8335536	20.9012	3777.876	20.99095	2771.892	20.9012	4607.53	20.99095	3325.392	20.90079	0.8523997	20.98993	0.8648125	20.90079	2640.64	20.98993	2008.952	20.90079	3097.889	20.98993	2322.991	20.90039	0.912207	20.9889	0.9117366	20.90039	1955.772	20.9889	1581.214	20.90039	2144	20.9889	1734.288	20.89998	0.9422718	20.98788	0.9333708	20.89998	1750.661	20.98788	1474.03	20.89998	1857.915	20.98788	1579.254	20.89957	0.9447372	20.98685	0.9335652	20.89957	1749.793	20.98685	1457.847	20.89957	1852.147	20.98685	1561.591	20.89917	0.9496872	20.98583	0.9387482	20.89917	1798.46	20.98583	1524.163	20.89917	1893.74	20.98583	1623.612	20.89876	0.9494272	20.98481	0.9379907	20.89876	1773.857	20.98481	1494.147	20.89876	1868.345	20.98481	1592.923	20.89835	0.9702322	20.98379	0.9618906	20.89835	1808.172	20.98379	1672.34	20.89835	1863.648	20.98379	1738.597	20.89795	0.9737368	20.98276	0.6293986	20.89795	1897.517	20.98276	17.60957	20.89795	1948.696	20.98276	27.9784	20.89754	0.9741078	20.98174	0.9616681	20.89754	2007.373	20.98174	1735.707	20.89754	2060.73	20.98174	1804.892
21.04609	0.7993412	21.11366	0.805029	21.04609	5037.446	21.11366	4331.62	21.04609	6301.998	21.11366	5380.701	21.04687	0.7927225	21.11434	0.8004797	21.04687	4730.402	21.11434	4112.83	21.04687	5967.286	21.11434	5137.956	21.04765	0.7938918	21.11503	0.7993394	21.04765	4794.425	21.11503	4158.75	21.04765	6039.141	21.11503	5202.734	21.04842	0.7945875	21.11571	0.8000234	21.04842	4804.91	21.11571	3997.634	21.04842	6047.049	21.11571	4996.896	21.0492	0.796683	21.1164	0.8046322	21.0492	4653.664	21.1164	3786.705	21.0492	5841.3	21.1164	4706.132	21.04998	0.8019529	21.11708	0.8028026	21.04998	4644.909	21.11708	3672.777	21.04998	5791.997	21.11708	4574.944	21.05076	0.8198154	21.11776	0.8326516	21.05076	3762.197	21.11776	2763.837	21.05076	4589.078	21.11776	3319.32	21.05153	0.85309	21.11845	0.866527	21.05153	2626.59	21.11845	2004.031	21.05153	3078.913	21.11845	2312.716	21.05231	0.9130886	21.11913	0.9129678	21.05231	1948.977	21.11913	1582.594	21.05231	2134.488	21.11913	1733.461	21.05309	0.939288	21.11982	0.9354775	21.05309	1739.935	21.11982	1472.029	21.05309	1852.398	21.11982	1573.559	21.05387	0.9447582	21.1205	0.9337794	21.05387	1743.704	21.1205	1454.71	21.05387	1845.662	21.1205	1557.873	21.05464	0.9505813	21.12119	0.9412125	21.05464	1791.669	21.12119	1522.722	21.05464	1884.814	21.12119	1617.83	21.05542	0.9496347	21.12187	0.9381859	21.05542	1768.149	21.12187	1489.957	21.05542	1861.925	21.12187	1588.126	21.0562	0.9735079	21.12255	0.9610613	21.0562	1805.913	21.12255	1669.214	21.0562	1855.058	21.12255	1736.844	21.05698	0.9720537	21.12324	0.6239275	21.05698	1892.083	21.12324	17.84986	21.05698	1946.479	21.12324	28.60887	21.05775	0.9741086	21.12392	0.9605476	21.05775	1999.88	21.12392	1728.918	21.05775	2053.036	21.12392	1799.93
21.06658	0.8006788	21.13807	0.8058364	21.06658	5039.952	21.13807	4335.826	21.06658	6294.599	21.13807	5380.529	21.06605	0.7925779	21.13721	0.7981575	21.06605	4727.662	21.13721	4111.99	21.06605	5964.917	21.13721	5151.854	21.06553	0.7933237	21.13636	0.796436	21.06553	4791.844	21.13636	4150.753	21.06553	6040.213	21.13636	5211.659	21.065	0.7936916	21.13551	0.8009073	21.065	4805.66	21.13551	3999.175	21.065	6054.821	21.13551	4993.305	21.06448	0.7974727	21.13465	0.8050722	21.06448	4659.076	21.13465	3787.213	21.06448	5842.301	21.13465	4704.191	21.06395	0.8032624	21.1338	0.8048201	21.06395	4647.452	21.1338	3678.51	21.06395	5785.721	21.1338	4570.6	21.06343	0.8195739	21.13295	0.8330191	21.06343	3761.113	21.13295	2761.787	21.06343	4589.107	21.13295	3315.394	21.0629	0.8558215	21.1321	0.8647807	21.0629	2635.656	21.1321	1996.431	21.0629	3079.68	21.1321	2308.599	21.06237	0.9133613	21.13124	0.9152284	21.06237	1951.206	21.13124	1581.493	21.06237	2136.291	21.13124	1727.977	21.06185	0.9449461	21.13039	0.935472	21.06185	1747.611	21.13039	1472.989	21.06185	1849.429	21.13039	1574.595	21.06132	0.9412074	21.12954	0.9352475	21.06132	1739.726	21.12954	1456.885	21.06132	1848.398	21.12954	1557.754	21.0608	0.9489258	21.12868	0.9400239	21.0608	1791.014	21.12868	1520.866	21.0608	1887.412	21.12868	1617.902	21.06027	0.9490989	21.12783	0.9408541	21.06027	1768.022	21.12783	1492.097	21.06027	1862.843	21.12783	1585.896	21.05975	0.9727218	21.12698	0.9598023	21.05975	1805.149	21.12698	1667.006	21.05975	1855.771	21.12698	1736.822	21.05922	0.9737729	21.12612	0.6291209	21.05922	1894.683	21.12612	17.66866	21.05922	1945.714	21.12612	28.08467	21.05869	0.9748519	21.12527	0.9604622	21.05869	2003.034	21.12527	1730.433	21.05869	2054.706	21.12527	1801.667
21.18442	0.7996058	21.25497	0.8063608	21.18442	5025.888	21.25497	4327.557	21.18442	6285.456	21.25497	5366.774	21.18519	0.7943769	21.25556	0.7977726	21.18519	4729.965	21.25556	4100.751	21.18519	5954.309	21.25556	5140.251	21.18596	0.7941585	21.25616	0.7989765	21.18596	4784.996	21.25616	4153.633	21.18596	6025.241	21.25616	5198.692	21.18673	0.79504	21.25676	0.8011084	21.18673	4801.54	21.25676	3996.144	21.18673	6039.37	21.25676	4988.269	21.18749	0.7988667	21.25736	0.8035226	21.18749	4657.053	21.25736	3774.538	21.18749	5829.574	21.25736	4697.488	21.18826	0.8021895	21.25796	0.8030211	21.18826	4640.681	21.25796	3663.787	21.18826	5785.019	21.25796	4562.504	21.18903	0.8202903	21.25855	0.8329008	21.18903	3747.89	21.25855	2749.494	21.18903	4568.979	21.25855	3301.107	21.1898	0.8543189	21.25915	0.8674639	21.1898	2621.705	21.25915	1993.532	21.1898	3068.767	21.25915	2298.115	21.19057	0.9112945	21.25975	0.914564	21.19057	1941.539	21.25975	1577.741	21.19057	2130.529	21.25975	1725.13	21.19133	0.9415886	21.26035	0.9334871	21.19133	1740.083	21.26035	1467.93	21.19133	1848.029	21.26035	1572.524	21.1921	0.9470751	21.26094	0.9349009	21.1921	1743.027	21.26094	1456.179	21.1921	1840.432	21.26094	1557.575	21.19287	0.9516455	21.26154	0.9389892	21.19287	1788.437	21.26154	1515.642	21.19287	1879.31	21.26154	1614.121	21.19364	0.9463763	21.26214	0.9416885	21.19364	1763.65	21.26214	1491.306	21.19364	1863.583	21.26214	1583.651	21.1944	0.9732009	21.26274	0.9605085	21.1944	1798.675	21.26274	1666.118	21.1944	1848.205	21.26274	1734.62	21.19517	0.9728754	21.26333	0.6208437	21.19517	1889.478	21.26333	17.39959	21.19517	1942.159	21.26333	28.02572	21.19594	0.9756942	21.26393	0.9569831	21.19594	1998.49	21.26393	1720.404	21.19594	2048.275	21.26393	1797.737
21.20483	0.8021255	21.28007	0.8065032	21.20483	5036.625	21.28007	4328.346	21.20483	6279.098	21.28007	5366.806	21.20428	0.7934073	21.27924	0.7977457	21.20428	4719.099	21.27924	4101.726	21.20428	5947.89	21.27924	5141.646	21.20372	0.793319	21.27841	0.7986362	21.20372	4779.98	21.27841	4146.808	21.20372	6025.294	21.27841	5192.362	21.20317	0.7943482	21.27758	0.8000597	21.20317	4793.084	21.27758	3988.634	21.20317	6033.983	21.27758	4985.421	21.20261	0.7968349	21.27675	0.8046551	21.20261	4646.97	21.27675	3774.455	21.20261	5831.784	21.27675	4690.773	21.20206	0.802931	21.27592	0.8043593	21.20206	4630.024	21.27592	3667.059	21.20206	5766.404	21.27592	4558.981	21.20151	0.8198862	21.27509	0.8339398	21.20151	3741.668	21.27509	2752.908	21.20151	4563.644	21.27509	3301.088	21.20095	0.8543666	21.27426	0.8674455	21.20095	2622.843	21.27426	1993.937	21.20095	3069.927	21.27426	2298.631	21.2004	0.9159629	21.27343	0.9125933	21.2004	1945.042	21.27343	1573.958	21.2004	2123.494	21.27343	1724.709	21.19984	0.9423206	21.2726	0.9294181	21.19984	1740.775	21.2726	1465.508	21.19984	1847.328	21.2726	1576.802	21.19929	0.9429604	21.27177	0.9298093	21.19929	1739.55	21.27177	1450.112	21.19929	1844.776	21.27177	1559.58	21.19873	0.9511734	21.27094	0.9366817	21.19873	1788.001	21.27094	1514.666	21.19873	1879.784	21.27094	1617.055	21.19818	0.9511572	21.27011	0.9405894	21.19818	1761.682	21.27011	1491.128	21.19818	1852.146	21.27011	1585.313	21.19762	0.974677	21.26927	0.9627796	21.19762	1798.326	21.26927	1667.88	21.19762	1845.048	21.26927	1732.359	21.19707	0.9711723	21.26844	0.6189732	21.19707	1886.802	21.26844	17.49022	21.19707	1942.809	21.26844	28.25683	21.19651	0.9753706	21.26761	0.9569395	21.19651	1998.07	21.26761	1724.058	21.19651	2048.524	21.26761	1801.638
21.32382	0.8011497	21.42045	0.8074471	21.32382	5023.398	21.42045	4325.191	21.32382	6270.237	21.42045	5356.625	21.32447	0.7938436	21.4211	0.797879	21.32447	4715.082	21.4211	4093.719	21.32447	5939.561	21.4211	5130.752	21.32512	0.7933838	21.42175	0.798474	21.32512	4774.947	21.42175	4137.933	21.32512	6018.458	21.42175	5182.301	21.32577	0.7945794	21.42241	0.800493	21.32577	4790.958	21.42241	3984.346	21.32577	6029.552	21.42241	4977.365	21.32642	0.7965894	21.42306	0.8045675	21.32642	4635.914	21.42306	3764.523	21.32642	5819.704	21.42306	4678.94	21.32707	0.8021514	21.42372	0.8047401	21.32707	4624.559	21.42372	3658.669	21.32707	5765.195	21.42372	4546.398	21.32772	0.8205302	21.42437	0.8343038	21.32772	3730.251	21.42437	2740.08	21.32772	4546.147	21.42437	3284.271	21.32837	0.8537825	21.42502	0.8664877	21.32837	2608.1	21.42502	1982.509	21.32837	3054.759	21.42502	2287.983	21.32902	0.9165865	21.42568	0.9155428	21.32902	1940.817	21.42568	1573.071	21.32902	2117.44	21.42568	1718.184	21.32967	0.9382692	21.42633	0.9304366	21.32967	1731.271	21.42633	1461.392	21.32967	1845.175	21.42633	1570.652	21.33031	0.9433922	21.42699	0.9344518	21.33031	1733.338	21.42699	1450.687	21.33031	1837.346	21.42699	1552.447	21.33096	0.9537905	21.42764	0.9392322	21.33096	1786.557	21.42764	1515.628	21.33096	1873.113	21.42764	1613.688	21.33161	0.9503551	21.4283	0.9417378	21.33161	1762.5	21.4283	1485.632	21.33161	1854.57	21.4283	1577.543	21.33226	0.9735747	21.42895	0.9603497	21.33226	1794.325	21.42895	1662.371	21.33226	1843.028	21.42895	1731.006	21.33291	0.9686161	21.4296	0.6356069	21.33291	1882.966	21.4296	17.83709	21.33291	1943.976	21.4296	28.06309	21.33356	0.9742114	21.43026	0.9615474	21.33356	1990.142	21.43026	1722.758	21.33356	2042.823	21.43026	1791.652
