time/h	3 uM CTD	3 uM CTD	3 uM CTD	3 uM CTD	750 nM CTD	750 nM CTD	750 nM CTD	750 nM CTD	187 nM CTD	187 nM CTD	187 nM CTD	187 nM CTD	Ab42 alone	Ab42 alone	Ab42 alone	Ab42 alone
32.103	44153	45325	43623	45067	46865	47067	47423	48605	60827	63099	62844	63869	99640	1.0080e+05	1.0808e+05	94607
32.139	44136	43889	43306	43520	46334	47389	46894	48406	60498	62086	63338	64243	99484	1.0107e+05	1.0838e+05	95000
32.175	44467	44485	43844	45004	46649	46736	47639	47983	59590	63000	62707	64166	99688	1.0095e+05	1.0770e+05	94021
32.211	43947	44545	43258	44273	46089	46641	47131	47695	59541	63517	63296	64278	98583	1.0171e+05	1.0867e+05	94369
32.247	44250	44606	43592	44564	46746	46908	46797	48352	60331	63856	62768	63437	99099	1.0091e+05	1.0797e+05	94383
32.283	43853	44314	43004	44555	46752	46991	47864	48587	60941	63194	63002	63703	99148	1.0146e+05	1.0827e+05	95377
32.319	43966	45129	43181	45269	46109	46765	47645	47764	60365	63792	63648	64078	99891	1.0071e+05	1.0787e+05	94361
32.356	44517	44740	43510	45038	46782	47085	47523	47755	60441	63706	63157	62827	99107	1.0133e+05	1.0862e+05	94050
32.392	44215	44150	43169	45311	46347	47126	47601	48394	60438	63441	63664	63742	1.0039e+05	1.0110e+05	1.0793e+05	94603
32.428	43788	44205	43312	45156	46618	46266	47312	48088	59778	63821	62800	63849	99733	99643	1.0819e+05	94187
32.464	44028	44447	43644	44466	46745	46774	47332	47982	60118	62828	62748	62964	99721	1.0119e+05	1.0903e+05	93889
32.500	44641	44278	43394	45168	46521	46519	46970	48243	60153	63703	63399	63451	99493	1.0073e+05	1.0839e+05	94280
32.536	44670	44899	43340	44351	47114	46611	47762	48414	60397	63477	62524	64016	99918	1.0056e+05	1.0756e+05	93782
32.572	44361	44406	43560	44535	46901	46878	47305	48421	60856	63482	62803	63795	1.0012e+05	1.0040e+05	1.0933e+05	94266
32.608	44508	45478	42848	44892	46528	46602	46994	48570	60078	63555	63346	64054	99766	1.0167e+05	1.0802e+05	95486
32.644	44528	44101	43852	44768	46252	46220	46962	48248	60627	63077	62627	63399	99674	1.0147e+05	1.0792e+05	95258
32.681	44163	45082	42745	44293	45791	46275	47497	47977	60439	63228	63632	64258	99936	1.0158e+05	1.0886e+05	94326
32.717	44748	44355	43511	44146	46559	46990	47345	48144	60287	63472	62490	64121	99630	1.0072e+05	1.0887e+05	94192
32.753	44668	44566	43660	44309	46097	46928	47080	48665	60908	64075	63492	64177	99587	1.0100e+05	1.0877e+05	94555
32.789	44025	44921	43504	44389	46506	46525	46841	47943	60641	62983	63958	63582	1.0003e+05	1.0080e+05	1.0926e+05	94030
32.825	44383	44624	43585	44077	46506	46450	47375	48671	60535	63218	63619	64163	1.0028e+05	1.0188e+05	1.0839e+05	94476
32.861	43836	44582	43552	44364	46404	46487	47024	47889	60714	62763	62535	64616	1.0005e+05	1.0194e+05	1.0804e+05	94797
32.897	44652	45166	43391	44706	46486	47029	47704	48435	60927	63689	63532	63729	99553	1.0150e+05	1.0757e+05	94295
32.933	44364	44797	43153	44706	46182	46606	47371	47883	60333	64150	63687	63411	99786	1.0130e+05	1.0631e+05	93268
32.969	44582	45205	44425	44159	46602	46700	47370	48325	59939	63627	63693	63681	99354	1.0128e+05	1.0737e+05	94488
33.006	44492	44199	43370	44268	47299	46688	46794	47722	60253	63784	63575	63809	99728	1.0138e+05	1.0841e+05	94224
33.042	44061	44952	43116	43774	46500	46198	46572	48524	60073	63650	63849	63340	99692	1.0025e+05	1.0789e+05	94395
33.078	44883	45142	43911	45212	47833	46765	47154	48474	60265	63256	63201	64227	99513	1.0097e+05	1.0795e+05	93493
33.114	44229	44568	43367	44446	46959	46538	47220	47589	60571	63356	63515	64443	1.0013e+05	1.0148e+05	1.0795e+05	93648
33.150	44302	44073	44483	44966	46199	46260	46937	48325	60726	62680	63215	63524	99221	1.0094e+05	1.0835e+05	94388
33.186	44701	44926	43863	45175	46977	46585	47183	48591	60727	63279	64374	63445	99091	1.0154e+05	1.0701e+05	93304
33.222	43977	44825	43967	45145	45624	46245	46337	48148	59694	64268	63311	63494	99755	1.0162e+05	1.0839e+05	93457
33.258	44465	44733	44004	44725	46533	46413	47620	48961	60266	63481	63153	64372	99806	1.0168e+05	1.0743e+05	94360
33.294	44626	45986	43982	44329	46649	46746	47349	48074	60436	63236	62428	63748	1.0015e+05	99942	1.0812e+05	94344
33.331	44474	45358	43719	44789	46712	46488	47502	47849	59584	62904	63352	63689	1.0055e+05	1.0136e+05	1.0893e+05	93773
33.367	44514	44347	43798	44654	46131	46199	47760	48558	59552	63685	63586	63131	99903	1.0186e+05	1.0753e+05	94711
33.403	44684	45105	43702	44853	46651	47652	47322	48451	60732	62691	62961	63415	99215	99778	1.0834e+05	94576
33.439	44321	44528	43931	43790	46328	46682	47197	48942	60233	63881	63087	63559	99626	1.0166e+05	1.0667e+05	94500
33.475	44302	44870	44137	44846	46314	47032	47455	48543	60201	63329	63256	64199	1.0004e+05	1.0100e+05	1.0797e+05	94293
33.511	44895	44885	44213	43930	47044	46266	47361	48639	60764	63266	62879	65231	1.0037e+05	1.0173e+05	1.0819e+05	93837
33.547	45746	44896	43601	44323	46618	46443	47637	48126	60535	64057	63395	63180	1.0060e+05	1.0054e+05	1.0898e+05	94872
33.583	44253	45132	43664	45403	46949	47367	47927	48651	60702	63624	63636	64345	1.0170e+05	1.0176e+05	1.0837e+05	93988
33.619	44674	44727	44393	44881	46475	46417	46960	47827	60485	64183	63253	64261	99596	1.0185e+05	1.0866e+05	95122
33.656	45086	45273	43689	45138	46747	46704	47136	48555	60773	63673	63744	63306	1.0010e+05	1.0208e+05	1.0735e+05	93949
33.692	45035	45213	44254	44643	46901	47651	47448	47926	60626	63650	63681	63807	99448	1.0245e+05	1.0850e+05	94600
33.728	45104	45514	44027	44436	46427	47374	47620	47862	59833	63995	62835	63356	1.0011e+05	1.0154e+05	1.0734e+05	95474
33.764	44808	44996	43408	45303	46405	46675	46886	47950	60116	63417	62856	63307	99554	1.0055e+05	1.0832e+05	93706
33.800	44797	45050	43823	44755	46522	47012	47496	48937	60296	63708	63193	64045	1.0022e+05	1.0163e+05	1.0863e+05	94678
